survey_date,block,Genotype,pop.mf,parent.pop,mf,rep,height.cm,long.leaf.cm,survey.notes,elevation.group,elev_m,Lat,Long,GrwSsn_GD_Recent,GrwSsn_GD_Historical,Wtr_Year_GD_Recent,Wtr_Year_GD_Historical,day,height_next,height_diff,shrink_day,min_shrink_day
2023-07-03,NA,CP2_2_11,CP2_2,CP2,2,11,1,1.8,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.4,0.3999999999999999,NA,Inf
2023-07-03,NA,CP2_2_12,CP2_2,CP2,2,12,0.6,2.3,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,NA,NA,NA,Inf
2023-07-03,NA,CP2_2_13,CP2_2,CP2,2,13,0.8,1.8,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1,0.19999999999999996,NA,Inf
2023-07-03,NA,CP2_3_1,CP2_3,CP2,3,1,0.9,2.1,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,NA,NA,NA,Inf
2023-07-03,NA,CP2_3_2,CP2_3,CP2,3,2,0.4,1.3,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.6,1.2000000000000002,NA,23
2023-07-03,NA,CP2_3_3,CP2_3,CP2,3,3,1,2.5,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,4.1,3.0999999999999996,NA,Inf
2023-07-03,NA,CP2_3_4,CP2_3,CP2,3,4,1.7,2.3,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,3.2,1.5000000000000002,NA,Inf
2023-07-03,NA,CP2_3_5,CP2_3,CP2,3,5,1.3,1.8,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,3.5,2.2,NA,Inf
2023-07-03,NA,CP2_3_6,CP2_3,CP2,3,6,0.8,2,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,2.5,1.7,NA,Inf
2023-07-03,NA,CP2_3_7,CP2_3,CP2,3,7,0.6,2.4,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,0.9,0.30000000000000004,NA,Inf
2023-07-03,NA,CP2_3_8,CP2_3,CP2,3,8,1.7,2.2,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,NA,NA,NA,Inf
2023-07-03,NA,CP2_3_9,CP2_3,CP2,3,9,1.8,1.8,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,NA,NA,NA,Inf
2023-07-03,NA,CP2_3_10,CP2_3,CP2,3,10,1.4,2.5,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,2.3,0.8999999999999999,NA,Inf
2023-07-03,NA,CP2_3_11,CP2_3,CP2,3,11,1.5,2.2,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,2.1,0.6000000000000001,NA,23
2023-07-03,NA,CP2_3_12,CP2_3,CP2,3,12,1.3,1.8,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.4,0.09999999999999987,NA,Inf
2023-07-03,NA,CP2_3_13,CP2_3,CP2,3,13,1.1,1.9,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,2.2,1.1,NA,Inf
2023-07-03,NA,CP2_4_1,CP2_4,CP2,4,1,0.8,1.2,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.4,0.5999999999999999,NA,Inf
2023-07-03,NA,CP2_4_2,CP2_4,CP2,4,2,1.2,1.7,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,2.2,1.0000000000000002,NA,Inf
2023-07-03,NA,CP2_4_3,CP2_4,CP2,4,3,0.7,1.3,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,NA,NA,NA,Inf
2023-07-03,NA,CP2_4_4,CP2_4,CP2,4,4,0.9,1.7,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,NA,NA,NA,Inf
2023-07-03,NA,CP2_4_5,CP2_4,CP2,4,5,0.9,2.1,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,2.2,1.3000000000000003,NA,Inf
2023-07-03,NA,CP2_4_6,CP2_4,CP2,4,6,1.3,1.7,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,0.9,-0.4,NA,Inf
2023-07-03,NA,CP2_4_7,CP2_4,CP2,4,7,1.4,1.7,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,NA,NA,NA,Inf
2023-07-03,NA,CP2_4_8,CP2_4,CP2,4,8,1,1.1,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,NA,NA,NA,Inf
2023-07-03,NA,CP2_4_9,CP2_4,CP2,4,9,1.1,1.3,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.6,0.5,NA,Inf
2023-07-03,NA,CP2_4_10,CP2_4,CP2,4,10,0.9,1.2,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,3.4,2.5,NA,Inf
2023-07-03,NA,CP2_4_11,CP2_4,CP2,4,11,0.5,1.5,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.7,1.2,NA,Inf
2023-07-03,NA,CP2_4_12,CP2_4,CP2,4,12,1.5,1.8,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,2.8,1.2999999999999998,NA,65
2023-07-03,NA,CP2_4_13,CP2_4,CP2,4,13,0.7,0.8,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.7,1,NA,Inf
2023-07-03,NA,CP2_5_1,CP2_5,CP2,5,1,1.4,0.9,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.6,0.20000000000000018,NA,Inf
2023-07-03,NA,CP2_5_2,CP2_5,CP2,5,2,0.8,1.4,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,2.7,1.9000000000000001,NA,Inf
2023-07-03,NA,CP2_5_3,CP2_5,CP2,5,3,1.7,1.9,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,3.1,1.4000000000000001,NA,Inf
2023-07-03,NA,CP2_5_4,CP2_5,CP2,5,4,0.9,2.2,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.2,0.29999999999999993,NA,Inf
2023-07-03,NA,CP2_5_5,CP2_5,CP2,5,5,2.3,1.7,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,4,1.7000000000000002,NA,Inf
2023-07-03,NA,CP2_5_6,CP2_5,CP2,5,6,0.8,1.3,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.1,0.30000000000000004,NA,Inf
2023-07-03,NA,CP2_5_7,CP2_5,CP2,5,7,0.5,1.5,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,NA,NA,NA,Inf
2023-07-03,NA,CP2_5_8,CP2_5,CP2,5,8,1.4,1.8,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,5.1,3.6999999999999997,NA,16
2023-07-03,NA,CP2_5_9,CP2_5,CP2,5,9,1.5,2,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,2.4,0.8999999999999999,NA,51
2023-07-03,NA,CP2_5_10,CP2_5,CP2,5,10,0.9,0.9,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.4,0.4999999999999999,NA,23
2023-07-03,NA,CP2_5_11,CP2_5,CP2,5,11,1.2,1.8,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,2,0.8,NA,Inf
2023-07-03,NA,CP2_5_12,CP2_5,CP2,5,12,0.8,1.7,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,3.6,2.8,NA,23
2023-07-03,NA,CP2_5_13,CP2_5,CP2,5,13,0.9,1.4,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,2.4,1.5,NA,Inf
2023-07-03,NA,CP2_6_1,CP2_6,CP2,6,1,1,0.5,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,NA,NA,NA,Inf
2023-07-03,NA,CP2_6_5,CP2_6,CP2,6,5,1.3,1,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.9,0.5999999999999999,NA,Inf
2023-07-03,NA,CP2_6_7,CP2_6,CP2,6,7,0.8,1.1,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.3,0.5,NA,Inf
2023-07-03,NA,CP2_6_11,CP2_6,CP2,6,11,0.6,1.2,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,NA,NA,NA,Inf
2023-07-03,NA,CP2_6_12,CP2_6,CP2,6,12,1.1,1.2,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,NA,NA,NA,Inf
2023-07-03,NA,CP2_6_13,CP2_6,CP2,6,13,0.8,1.4,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,3.2,2.4000000000000004,NA,72
2023-07-03,NA,CP2_7_1,CP2_7,CP2,7,1,1.1,1.6,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,0.7,-0.40000000000000013,NA,Inf
2023-07-03,NA,CP2_7_2,CP2_7,CP2,7,2,1,1.3,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,2.1,1.1,NA,Inf
2023-07-03,NA,CP2_7_3,CP2_7,CP2,7,3,1.5,1.7,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.7,0.19999999999999996,NA,Inf
2023-07-03,NA,CP2_7_4,CP2_7,CP2,7,4,1.6,1.5,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,4.6,2.9999999999999996,NA,Inf
2023-07-03,NA,CP2_7_5,CP2_7,CP2,7,5,1.7,1.6,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,4.3,2.5999999999999996,NA,16
2023-07-03,NA,CP2_7_6,CP2_7,CP2,7,6,0.8,1.6,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,NA,NA,NA,Inf
2023-07-03,NA,CP2_7_7,CP2_7,CP2,7,7,1.6,1.7,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,2.9,1.2999999999999998,NA,Inf
2023-07-03,NA,CP2_7_8,CP2_7,CP2,7,8,0.7,1.4,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,NA,NA,NA,Inf
2023-07-03,NA,CP2_7_9,CP2_7,CP2,7,9,0.8,1.5,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.5,0.7,NA,Inf
2023-07-03,NA,CP2_7_10,CP2_7,CP2,7,10,1.2,1.3,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,1.9,0.7,NA,Inf
2023-07-03,NA,CP2_7_11,CP2_7,CP2,7,11,0.9,1,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,NA,NA,NA,Inf
2023-07-03,NA,CP2_7_12,CP2_7,CP2,7,12,1.2,1,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,3.4,2.2,NA,Inf
2023-07-03,NA,CP2_7_13,CP2_7,CP2,7,13,1.3,1.8,KN,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,0,2.9,1.5999999999999999,NA,Inf
2023-07-03,NA,CP3_1_1,CP3_1,CP3,1,1,0.8,0.9,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,0.9,0.09999999999999998,NA,Inf
2023-07-03,NA,CP3_1_2,CP3_1,CP3,1,2,1.4,1.3,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,0.7,-0.7,NA,Inf
2023-07-03,NA,CP3_1_3,CP3_1,CP3,1,3,1.3,1.7,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,NA,NA,NA,Inf
2023-07-03,NA,CP3_1_4,CP3_1,CP3,1,4,1.4,1.6,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,2.3,0.8999999999999999,NA,23
2023-07-03,NA,CP3_1_5,CP3_1,CP3,1,5,1.2,1.3,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,1,-0.19999999999999996,NA,Inf
2023-07-03,NA,CP3_1_6,CP3_1,CP3,1,6,0.9,1.5,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,1.9,0.9999999999999999,NA,Inf
2023-07-03,NA,CP3_1_7,CP3_1,CP3,1,7,1,1.5,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,1.7,0.7,NA,Inf
2023-07-03,NA,CP3_1_8,CP3_1,CP3,1,8,0.9,1.8,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,NA,NA,NA,Inf
2023-07-03,NA,CP3_1_9,CP3_1,CP3,1,9,1.2,1.6,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,2.2,1.0000000000000002,NA,Inf
2023-07-03,NA,CP3_1_10,CP3_1,CP3,1,10,1.1,0.9,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,NA,NA,NA,Inf
2023-07-03,NA,CP3_1_11,CP3_1,CP3,1,11,1,0.8,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,NA,NA,NA,Inf
2023-07-03,NA,CP3_1_12,CP3_1,CP3,1,12,1.2,1.7,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,1.9,0.7,NA,Inf
2023-07-03,NA,CP3_1_13,CP3_1,CP3,1,13,1.4,0.9,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,NA,NA,NA,Inf
2023-07-03,NA,CP3_2_1,CP3_2,CP3,2,1,0.7,1.3,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,NA,NA,NA,Inf
2023-07-03,NA,CP3_2_2,CP3_2,CP3,2,2,1,1.2,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,NA,NA,NA,Inf
2023-07-03,NA,CP3_2_3,CP3_2,CP3,2,3,1.1,1.5,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,1.7,0.5999999999999999,NA,Inf
2023-07-03,NA,CP3_2_4,CP3_2,CP3,2,4,0.9,1.5,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,0.9,0,NA,Inf
2023-07-03,NA,CP3_2_5,CP3_2,CP3,2,5,0.7,1.1,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,NA,NA,NA,Inf
2023-07-03,NA,CP3_2_6,CP3_2,CP3,2,6,0.5,1.1,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,NA,NA,NA,Inf
2023-07-03,NA,CP3_2_7,CP3_2,CP3,2,7,0.8,1.2,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,NA,NA,NA,Inf
2023-07-03,NA,CP3_2_8,CP3_2,CP3,2,8,1,1.4,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,1.3,0.30000000000000004,NA,23
2023-07-03,NA,CP3_2_9,CP3_2,CP3,2,9,0.5,1.5,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,0.5,0,NA,Inf
2023-07-03,NA,CP3_2_10,CP3_2,CP3,2,10,0.8,1.4,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,1.9,1.0999999999999999,NA,Inf
2023-07-03,NA,CP3_2_11,CP3_2,CP3,2,11,1,1.7,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,2.2,1.2000000000000002,NA,Inf
2023-07-03,NA,CP3_2_12,CP3_2,CP3,2,12,0.6,1.6,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,1,0.4,NA,Inf
2023-07-03,NA,CP3_3_1,CP3_3,CP3,3,1,0.5,2.4,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,0.9,0.4,NA,Inf
2023-07-03,NA,CP3_3_2,CP3_3,CP3,3,2,1.3,1.5,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,NA,NA,NA,Inf
2023-07-03,NA,CP3_3_3,CP3_3,CP3,3,3,1.1,1.6,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,1,-0.10000000000000009,NA,Inf
2023-07-03,NA,CP3_3_4,CP3_3,CP3,3,4,1.4,1.3,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,NA,NA,NA,Inf
2023-07-03,NA,CP3_3_5,CP3_3,CP3,3,5,1.6,1.5,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,4.1,2.4999999999999996,NA,23
2023-07-03,NA,CP3_3_6,CP3_3,CP3,3,6,1,1.5,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,2.2,1.2000000000000002,NA,23
2023-07-03,NA,CP3_3_7,CP3_3,CP3,3,7,1.9,0.8,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,3.6,1.7000000000000002,NA,Inf
2023-07-03,NA,CP3_3_8,CP3_3,CP3,3,8,1,1,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,3.4,2.4,NA,Inf
2023-07-03,NA,CP3_3_9,CP3_3,CP3,3,9,1.1,1.4,NA,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,0,1.1,0,NA,Inf
