block,Genotype,pop,mf,rep,elevation.group,elev_m,Lat,Long,GrwSsn_GD_Recent,GrwSsn_GD_Historical,Wtr_Year_GD_Recent,Wtr_Year_GD_Historical,Geographic_Dist,Elev_Dist,pheno,Survival
A,SQ3_4_7,SQ3,4,7,High,2373.170732,36.72109,-118.84933,0.2651042203227871,0.26544914521819013,0.3980989811471947,0.4149814395813324,264779.79412553,353.17073200000004,V,1
A,CC_9_3,CC,9,3,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707,V,1
A,WL2_8_9,WL2,8,9,High,2020.115818,38.8263,-120.25242,0.24160936486271645,0.2512423416542824,0.3959884299493191,0.4251656806811333,136.2621716836303,0.1158179999999902,V,1
A,CP2_6_5,CP2,6,5,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987,V,1
A,LVTR1_8_4,LVTR1,8,4,High,2741.38982,40.47917,-121.5032,0.3802446836917,0.523015897343951,0.3850068928061699,0.4653493047135006,213037.59230444234,721.3898199999999,V,1
A,LVTR1_2_1,LVTR1,2,1,High,2741.38982,40.47917,-121.5032,0.3802446836917,0.523015897343951,0.3850068928061699,0.4653493047135006,213037.59230444234,721.3898199999999,NA,0
A,IH_6_3,IH,6,3,Low,454.1298385,39.09332,-120.92114,0.4276173115614113,0.4171162792166099,0.5512696044386646,0.5297011909121362,65203.39531640123,-1565.8701615,V,1
A,FR_7_3,FR,7,3,Mid,787,40.01362,-121.18498,0.42020367443861306,0.39528242367203975,0.5593677338467359,0.5537173051587237,154693.88589950668,-1233,NA,0
A,WL1_4_11,WL1,4,11,Mid,1613.837245,38.78608,-120.2143,0.28714113574565586,0.2698928368884988,0.43874550888363106,0.45499905555109305,5460.644397173772,-406.16275500000006,V,1
A,WL2_7_9,WL2,7,9,High,2020.115818,38.8263,-120.25242,0.24160936486271645,0.2512423416542824,0.3959884299493191,0.4251656806811333,136.2621716836303,0.1158179999999902,V,1
A,YO4_1_13,YO4,1,13,High,2157.57391,37.76378,-119.77244,0.21645987797740815,0.22223656475407264,0.411013747677589,0.4127448102575633,125415.44368255768,137.57391000000007,V,1
A,CP3_2_9,CP3,2,9,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,19415.21628208722,246.3822009999999,NA,0
A,WL2_3_10,WL2,3,10,High,2020.115818,38.8263,-120.25242,0.24160936486271645,0.2512423416542824,0.3959884299493191,0.4251656806811333,136.2621716836303,0.1158179999999902,V,1
B,IH_7_4,IH,7,4,Low,454.1298385,39.09332,-120.92114,0.4276173115614113,0.4171162792166099,0.5512696044386646,0.5297011909121362,65203.39531640123,-1565.8701615,V,1
B,FR_1_12,FR,1,12,Mid,787,40.01362,-121.18498,0.42020367443861306,0.39528242367203975,0.5593677338467359,0.5537173051587237,154693.88589950668,-1233,NA,0
B,SC_8_4,SC,8,4,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701,V,1
B,BH_3_4,BH,3,4,Low,511.4294422,37.40985,-119.96458,0.2635424813135409,0.2609243489216868,0.7141615872159702,0.6473010342966006,159625.59620443787,-1508.5705578,V,1
B,WL2_8_10,WL2,8,10,High,2020.115818,38.8263,-120.25242,0.24160936486271645,0.2512423416542824,0.3959884299493191,0.4251656806811333,136.2621716836303,0.1158179999999902,V,1
B,FR_4_3,FR,4,3,Mid,787,40.01362,-121.18498,0.42020367443861306,0.39528242367203975,0.5593677338467359,0.5537173051587237,154693.88589950668,-1233,NA,0
B,WL2_7_10,WL2,7,10,High,2020.115818,38.8263,-120.25242,0.24160936486271645,0.2512423416542824,0.3959884299493191,0.4251656806811333,136.2621716836303,0.1158179999999902,V,1
B,DPR_4_9,DPR,4,9,Mid,1018.591893,39.22846,-120.81518,0.44604377014039326,0.43268079774606566,0.46754256056110965,0.4574497547442878,66245.65466431515,-1001.408107,V,1
B,BH_5_4,BH,5,4,Low,511.4294422,37.40985,-119.96458,0.2635424813135409,0.2609243489216868,0.7141615872159702,0.6473010342966006,159625.59620443787,-1508.5705578,V,1
B,IH_3_4,IH,3,4,Low,454.1298385,39.09332,-120.92114,0.4276173115614113,0.4171162792166099,0.5512696044386646,0.5297011909121362,65203.39531640123,-1565.8701615,V,1
B,CP2_3_2,CP2,3,2,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987,V,1
B,TM2_6_1,TM2,6,1,Low,379.1526973,39.59255,-121.55072,0.4104326313610405,0.40374579003782873,0.5715198745682244,0.5402588401134405,140893.43148019144,-1640.8473027,P,1
B,WL1_3_6,WL1,3,6,Mid,1613.837245,38.78608,-120.2143,0.28714113574565586,0.2698928368884988,0.43874550888363106,0.45499905555109305,5460.644397173772,-406.16275500000006,V,1
B,CP3_5_10,CP3,5,10,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,19415.21628208722,246.3822009999999,NA,0
B,IH_2_4,IH,2,4,Low,454.1298385,39.09332,-120.92114,0.4276173115614113,0.4171162792166099,0.5512696044386646,0.5297011909121362,65203.39531640123,-1565.8701615,V,1
B,CP3_4_10,CP3,4,10,High,2266.382201,38.70649,-120.08797,0.3140208563118357,0.23861805788165968,0.364092257481025,0.4232769175718225,19415.21628208722,246.3822009999999,V,1
B,TM2_3_11,TM2,3,11,Low,379.1526973,39.59255,-121.55072,0.4104326313610405,0.40374579003782873,0.5715198745682244,0.5402588401134405,140893.43148019144,-1640.8473027,F,1
B,SQ3_5_4,SQ3,5,4,High,2373.170732,36.72109,-118.84933,0.2651042203227871,0.26544914521819013,0.3980989811471947,0.4149814395813324,264779.79412553,353.17073200000004,NA,0
B,YO7_7_23,YO7,7,23,High,2469.978665,37.80903,-119.56605,0.3658794463964312,0.2923198098407516,0.39223020638191,0.4235359067181392,128036.86977041698,449.9786650000001,V,1
B,DPR_8_19,DPR,8,19,Mid,1018.591893,39.22846,-120.81518,0.44604377014039326,0.43268079774606566,0.46754256056110965,0.4574497547442878,66245.65466431515,-1001.408107,NA,0
B,SQ3_3_2,SQ3,3,2,High,2373.170732,36.72109,-118.84933,0.2651042203227871,0.26544914521819013,0.3980989811471947,0.4149814395813324,264779.79412553,353.17073200000004,V,1
B,LV1_5_3,LV1,5,3,High,2593.416641,40.47471,-121.50486,0.3442912701603746,0.4966899203012213,0.3778205487667237,0.4628628973751416,212682.4805822545,573.4166409999998,NA,0
B,CP2_7_9,CP2,7,9,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987,NA,0
B,LV3_6_9,LV3,6,9,High,2353.550747,40.47917,-121.52311,0.3325825215553561,0.5058235448386516,0.37313191896077375,0.4658954937107782,213902.19737702192,333.5507469999998,NA,0
B,WL1_7_6,WL1,7,6,Mid,1613.837245,38.78608,-120.2143,0.28714113574565586,0.2698928368884988,0.43874550888363106,0.45499905555109305,5460.644397173772,-406.16275500000006,V,1
B,CC_4_4,CC,4,4,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707,V,1
B,BH_7_4,BH,7,4,Low,511.4294422,37.40985,-119.96458,0.2635424813135409,0.2609243489216868,0.7141615872159702,0.6473010342966006,159625.59620443787,-1508.5705578,V,1
B,SQ2_8_10,SQ2,8,10,Mid,1934.45122,36.66557,-118.83543,0.26986030471198935,0.21540067180914552,0.42334597099779914,0.42098996360025726,270845.62816314533,-85.54878000000008,V,1
B,TM2_2_12,TM2,2,12,Low,379.1526973,39.59255,-121.55072,0.4104326313610405,0.40374579003782873,0.5715198745682244,0.5402588401134405,140893.43148019144,-1640.8473027,P,1
B,YO8_1_13,YO8,1,13,High,2590.97836,37.81117,-119.48624,0.4088623847579968,0.3419030914985199,0.41075566453605455,0.4547568497474344,131231.96957091635,570.9783600000001,X,0
B,WL2_5_10,WL2,5,10,High,2020.115818,38.8263,-120.25242,0.24160936486271645,0.2512423416542824,0.3959884299493191,0.4251656806811333,136.2621716836303,0.1158179999999902,V,1
A,LV1_3_2,LV1,3,2,High,2593.416641,40.47471,-121.50486,0.3442912701603746,0.4966899203012213,0.3778205487667237,0.4628628973751416,212682.4805822545,573.4166409999998,NA,0
A,IH_7_3,IH,7,3,Low,454.1298385,39.09332,-120.92114,0.4276173115614113,0.4171162792166099,0.5512696044386646,0.5297011909121362,65203.39531640123,-1565.8701615,NA,0
A,CC_8_3,CC,8,3,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707,V,1
A,CC_1_3,CC,1,3,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707,V,1
