Genotype,pop.mf,parent.pop,mf,rep,pheno,Site,Survival,elevation.group,elev_m,Recent_Gowers_Dist_UCD,Historic_Gowers_Dist_UCD,Recent_Gowers_Dist_WL2,Historic_Gowers_Dist_WL2
BH_1_7,BH_1,BH,1,7,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_1_8,BH_1,BH,1,8,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_1_8,BH_1,BH,1,8,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_1_9,BH_1,BH,1,9,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_1,BH_2,BH,2,1,B,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_1,BH_2,BH,2,1,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_10,BH_2,BH,2,10,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_10,BH_2,BH,2,10,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_11,BH_2,BH,2,11,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_11,BH_2,BH,2,11,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_12,BH_2,BH,2,12,V,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_12,BH_2,BH,2,12,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_13,BH_2,BH,2,13,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_13,BH_2,BH,2,13,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_14,BH_2,BH,2,14,V,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_2,BH_2,BH,2,2,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_2,BH_2,BH,2,2,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_3,BH_2,BH,2,3,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_3,BH_2,BH,2,3,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_4,BH_2,BH,2,4,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_4,BH_2,BH,2,4,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_5,BH_2,BH,2,5,F,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_5,BH_2,BH,2,5,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_6,BH_2,BH,2,6,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_6,BH_2,BH,2,6,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_7,BH_2,BH,2,7,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_7,BH_2,BH,2,7,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_8,BH_2,BH,2,8,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_8,BH_2,BH,2,8,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_9,BH_2,BH,2,9,V,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_2_9,BH_2,BH,2,9,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_1,BH_3,BH,3,1,F,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_1,BH_3,BH,3,1,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_10,BH_3,BH,3,10,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_10,BH_3,BH,3,10,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_11,BH_3,BH,3,11,B,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_11,BH_3,BH,3,11,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_12,BH_3,BH,3,12,V,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_12,BH_3,BH,3,12,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_13,BH_3,BH,3,13,P,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_13,BH_3,BH,3,13,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_14,BH_3,BH,3,14,V,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_2,BH_3,BH,3,2,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_2,BH_3,BH,3,2,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_3,BH_3,BH,3,3,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_3,BH_3,BH,3,3,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_4,BH_3,BH,3,4,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_4,BH_3,BH,3,4,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_5,BH_3,BH,3,5,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_5,BH_3,BH,3,5,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_6,BH_3,BH,3,6,P,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_6,BH_3,BH,3,6,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_7,BH_3,BH,3,7,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_7,BH_3,BH,3,7,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_8,BH_3,BH,3,8,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_8,BH_3,BH,3,8,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_9,BH_3,BH,3,9,V,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_3_9,BH_3,BH,3,9,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_1,BH_4,BH,4,1,V,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_1,BH_4,BH,4,1,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_10,BH_4,BH,4,10,B,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_10,BH_4,BH,4,10,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_11,BH_4,BH,4,11,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_11,BH_4,BH,4,11,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_12,BH_4,BH,4,12,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_12,BH_4,BH,4,12,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_13,BH_4,BH,4,13,V,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_13,BH_4,BH,4,13,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_14,BH_4,BH,4,14,V,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_2,BH_4,BH,4,2,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_2,BH_4,BH,4,2,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_3,BH_4,BH,4,3,V,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_3,BH_4,BH,4,3,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_4,BH_4,BH,4,4,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_4,BH_4,BH,4,4,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_5,BH_4,BH,4,5,V,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_5,BH_4,BH,4,5,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_6,BH_4,BH,4,6,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_6,BH_4,BH,4,6,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_7,BH_4,BH,4,7,V,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_7,BH_4,BH,4,7,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_8,BH_4,BH,4,8,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_8,BH_4,BH,4,8,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_9,BH_4,BH,4,9,B,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_4_9,BH_4,BH,4,9,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_1,BH_5,BH,5,1,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_1,BH_5,BH,5,1,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_10,BH_5,BH,5,10,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_10,BH_5,BH,5,10,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_11,BH_5,BH,5,11,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_11,BH_5,BH,5,11,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_12,BH_5,BH,5,12,V,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_12,BH_5,BH,5,12,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_13,BH_5,BH,5,13,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_13,BH_5,BH,5,13,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_14,BH_5,BH,5,14,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_15,BH_5,BH,5,15,B,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_16,BH_5,BH,5,16,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_17,BH_5,BH,5,17,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_18,BH_5,BH,5,18,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_19,BH_5,BH,5,19,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_2,BH_5,BH,5,2,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_2,BH_5,BH,5,2,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_20,BH_5,BH,5,20,P,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_21,BH_5,BH,5,21,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_22,BH_5,BH,5,22,B,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_23,BH_5,BH,5,23,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_24,BH_5,BH,5,24,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_25,BH_5,BH,5,25,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_26,BH_5,BH,5,26,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_27,BH_5,BH,5,27,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_28,BH_5,BH,5,28,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_29,BH_5,BH,5,29,P,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_3,BH_5,BH,5,3,V,UCD,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_3,BH_5,BH,5,3,NA,WL2,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_30,BH_5,BH,5,30,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_31,BH_5,BH,5,31,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_4,BH_5,BH,5,4,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_4,BH_5,BH,5,4,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_5,BH_5,BH,5,5,X,UCD,0,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
BH_5_5,BH_5,BH,5,5,V,WL2,1,Low,511.4294422,0.27265454874229916,0.29522671477160767,0.5545827042936846,0.5299295878157245
