BedLoc,block,Genotype,pop.mf,parent.pop,mf,rep,height.cm,long.leaf.cm,Site,Garden_Lat,Garden_Long,Garden_Elev,elevation.group,elev_m,Lat,Long,GrwSsn_GD_Recent,GrwSsn_GD_Historical,Wtr_Year_GD_Recent,Wtr_Year_GD_Historical,Geographic_Dist,Elev_Dist
G_14_C,J,SC_2_12,SC_2,SC,2,12,2.6,3.1,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
G_28_C,K,SC_2_13,SC_2,SC,2,13,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
G_42_C,K,SC_2_27,SC_2,SC,2,27,2,2.3,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
H_6_B,L,SC_2_26,SC_2,SC,2,26,4.3,3.2,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
H_12_B,L,SC_2_1,SC_2,SC,2,1,3,3.4,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
I_19_C,M,SC_2_22,SC_2,SC,2,22,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
J_16_B,M,SC_2_2,SC_2,SC,2,2,5.4,2.9,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
K_3_B,M,SC_2_15,SC_2,SC,2,15,4.4,3.7,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
D1_9_A,D1,SC_4_8,SC_4,SC,4,8,3.4,3,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
D2_27_D,D2,SC_4_10,SC_4,SC,4,10,2.3,3.8,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
F2_38_B,F2,SC_4_1,SC_4,SC,4,1,4.4,3.5,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
F1_18_D,F1,SC_4_13,SC_4,SC,4,13,3.4,3.1,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
H1_5_B,H1,SC_4_2,SC_4,SC,4,2,4.7,3.8,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
H2_34_A,H2,SC_4_3,SC_4,SC,4,3,3.5,1,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
J2_28_C,J2,SC_4_5,SC_4,SC,4,5,NA,NA,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
J1_9_B,J1,SC_4_4,SC_4,SC,4,4,3,3.3,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
L2_26_A,L2,SC_4_7,SC_4,SC,4,7,2.9,3.4,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
L1_7_D,L1,SC_4_6,SC_4,SC,4,6,2.9,4.6,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
A_28_C,A,SC_4_3,SC_4,SC,4,3,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
A_45_D,B,SC_4_4,SC_4,SC,4,4,6.3,4.8,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
B_9_A,D,SC_4_6,SC_4,SC,4,6,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
B_41_A,C,SC_4_5,SC_4,SC,4,5,5.2,3.6,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
C_34_C,E,SC_4_7,SC_4,SC,4,7,4,2.2,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
C_45_D,E,SC_4_15,SC_4,SC,4,15,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
D_28_B,G,SC_4_9,SC_4,SC,4,9,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
D_25_C,G,SC_4_17,SC_4,SC,4,17,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
D_55_C,F,SC_4_8,SC_4,SC,4,8,5.5,4.3,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
E_44_B,H,SC_4_10,SC_4,SC,4,10,5.2,3.7,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
E_47_D,I,SC_4_11,SC_4,SC,4,11,1,1.9,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
G_20_C,J,SC_4_12,SC_4,SC,4,12,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
G_35_D,K,SC_4_13,SC_4,SC,4,13,3.2,3.1,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
H_5_A,L,SC_4_1,SC_4,SC,4,1,4.8,4,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
H_25_B,K,SC_4_14,SC_4,SC,4,14,5.5,4,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
I_4_D,L,SC_4_16,SC_4,SC,4,16,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
K_9_C,M,SC_4_2,SC_4,SC,4,2,1.3,3.1,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
D1_21_C,D1,SC_5_10,SC_5,SC,5,10,0.7,3.3,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
D2_26_D,D2,SC_5_11,SC_5,SC,5,11,3.9,3.4,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
F1_8_B,F1,SC_5_13,SC_5,SC,5,13,3.2,0.8,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
F2_39_B,F2,SC_5_1,SC_5,SC,5,1,5.5,3.6,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
H2_28_B,H2,SC_5_4,SC_5,SC,5,4,4.5,2.8,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
H1_14_D,H1,SC_5_3,SC_5,SC,5,3,2.1,2.9,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
J2_35_D,J2,SC_5_7,SC_5,SC,5,7,1.8,2.8,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
J1_10_B,J1,SC_5_5,SC_5,SC,5,5,4,4.1,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
L1_4_A,L1,SC_5_8,SC_5,SC,5,8,4.3,4.5,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
L2_35_B,L2,SC_5_9,SC_5,SC,5,9,3,2.8,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
A_1_C,A,SC_5_15,SC_5,SC,5,15,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
A_24_C,A,SC_5_3,SC_5,SC,5,3,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
A_32_C,B,SC_5_4,SC_5,SC,5,4,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
B_50_A,C,SC_5_5,SC_5,SC,5,5,11.1,5.8,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
B_34_D,C,SC_5_16,SC_5,SC,5,16,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
C_35_B,E,SC_5_7,SC_5,SC,5,7,3.6,4.8,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
C_2_C,D,SC_5_6,SC_5,SC,5,6,2.8,3.9,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
D_21_A,G,SC_5_9,SC_5,SC,5,9,4.6,4.6,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
D_39_C,F,SC_5_14,SC_5,SC,5,14,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
D_46_D,F,SC_5_8,SC_5,SC,5,8,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
E_48_A,I,SC_5_11,SC_5,SC,5,11,5.7,3.5,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
E_19_D,H,SC_5_10,SC_5,SC,5,10,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
G_24_B,J,SC_5_12,SC_5,SC,5,12,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
G_31_B,K,SC_5_13,SC_5,SC,5,13,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
I_12_C,L,SC_5_1,SC_5,SC,5,1,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
J_6_B,M,SC_5_2,SC_5,SC,5,2,2.7,2.4,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
D1_18_A,D1,SC_6_10,SC_6,SC,6,10,3.5,2.5,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
D2_35_C,D2,SC_6_11,SC_6,SC,6,11,2.5,2.3,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
F1_13_A,F1,SC_6_12,SC_6,SC,6,12,NA,NA,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
F2_31_B,F2,SC_6_1,SC_6,SC,6,1,1.4,1.3,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
H1_4_C,H1,SC_6_2,SC_6,SC,6,2,3.1,3.1,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
H2_32_C,H2,SC_6_3,SC_6,SC,6,3,3.4,3.5,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
J1_16_B,J1,SC_6_4,SC_6,SC,6,4,4,4.5,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
J2_25_A,J2,SC_6_5,SC_6,SC,6,5,3.8,3.2,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
L1_12_B,L1,SC_6_6,SC_6,SC,6,6,4.2,4.1,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
L2_42_B,L2,SC_6_8,SC_6,SC,6,8,2.6,2.7,UCD,38.5325,-121.783,16,Low,421.5178299,38.41167,-120.73583000000001,0.2599068660312357,0.2472018352626114,0.19208256358582085,0.22299687308917487,92249.6541866876,405.5178299
A_9_A,A,SC_6_3,SC_6,SC,6,3,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
A_51_D,B,SC_6_4,SC_6,SC,6,4,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
B_56_A,B,SC_6_15,SC_6,SC,6,15,6.8,5.4,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
B_46_C,C,SC_6_5,SC_6,SC,6,5,11.2,4.9,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
C_5_C,D,SC_6_6,SC_6,SC,6,6,4.9,4.5,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
C_41_D,E,SC_6_7,SC_6,SC,6,7,3.2,2.3,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
D_14_B,G,SC_6_9,SC_6,SC,6,9,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
D_45_A,F,SC_6_8,SC_6,SC,6,8,6,3.3,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
E_15_A,H,SC_6_10,SC_6,SC,6,10,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
E_25_D,H,SC_6_14,SC_6,SC,6,14,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
F_19_A,I,SC_6_11,SC_6,SC,6,11,6.7,4.2,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
F_8_C,J,SC_6_12,SC_6,SC,6,12,4.6,3.3,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
H_19_C,K,SC_6_1,SC_6,SC,6,1,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
H_24_D,K,SC_6_13,SC_6,SC,6,13,2.6,2.2,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
K_7_C,M,SC_6_2,SC_6,SC,6,2,5.7,3.1,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
F_3_A,J,SC_7_6,SC_7,SC,7,6,5.2,3.4,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
A_35_A,B,SC_8_4,SC_8,SC,8,4,6.9,5,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
A_22_D,A,SC_8_3,SC_8,SC,8,3,3.9,3.1,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
B_11_A,D,SC_8_14,SC_8,SC,8,14,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
B_31_B,C,SC_8_5,SC_8,SC,8,5,NA,NA,WL2,38.82599,-120.2509,2020,Low,421.5178299,38.41167,-120.73583000000001,0.2875182857097167,0.2948552776410517,0.6405277716592315,0.6335281479577306,62498.874631501516,-1598.4821701
