BedLoc,block,Genotype,pop.mf,parent.pop,mf,rep,height.cm,long.leaf.cm,Site,Garden_Lat,Garden_Long,Garden_Elev,elevation.group,elev_m,Lat,Long,GrwSsn_GD_Recent,GrwSsn_GD_Historical,Wtr_Year_GD_Recent,Wtr_Year_GD_Historical,Geographic_Dist,Elev_Dist
J2_36_C,J2,CC_5_5,CC_5,CC,5,5,4.2,2.6,UCD,38.5325,-121.783,16,Low,313,39.58597,-121.43311,0.1809452818790792,0.2794449917448481,0.2741580240096135,0.2568375034917601,121108.5985814656,297
J2_28_A,J2,CC_5_6,CC_5,CC,5,6,NA,NA,UCD,38.5325,-121.783,16,Low,313,39.58597,-121.43311,0.1809452818790792,0.2794449917448481,0.2741580240096135,0.2568375034917601,121108.5985814656,297
L2_32_A,L2,CC_5_3,CC_5,CC,5,3,5.5,3,UCD,38.5325,-121.783,16,Low,313,39.58597,-121.43311,0.1809452818790792,0.2794449917448481,0.2741580240096135,0.2568375034917601,121108.5985814656,297
L1_17_D,L1,CC_5_11,CC_5,CC,5,11,NA,NA,UCD,38.5325,-121.783,16,Low,313,39.58597,-121.43311,0.1809452818790792,0.2794449917448481,0.2741580240096135,0.2568375034917601,121108.5985814656,297
A_6_A,A,CC_5_3,CC_5,CC,5,3,5.4,3,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
A_57_C,B,CC_5_4,CC_5,CC,5,4,9.2,4.4,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
B_28_A,C,CC_5_5,CC_5,CC,5,5,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
B_18_C,D,CC_5_6,CC_5,CC,5,6,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
C_40_A,E,CC_5_7,CC_5,CC,5,7,8.9,3,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
C_57_B,F,CC_5_8,CC_5,CC,5,8,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
D_29_B,G,CC_5_9,CC_5,CC,5,9,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
E_21_A,H,CC_5_10,CC_5,CC,5,10,9.7,3.2,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
F_43_A,I,CC_5_11,CC_5,CC,5,11,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
G_12_D,J,CC_5_12,CC_5,CC,5,12,10.1,3.3,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
H_32_B,K,CC_5_13,CC_5,CC,5,13,9.6,2,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
H_7_D,L,CC_5_1,CC_5,CC,5,1,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
K_12_B,M,CC_5_2,CC_5,CC,5,2,10,2.1,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
F1_12_A,F1,CC_6_3,CC_6,CC,6,3,6.5,3.1,UCD,38.5325,-121.783,16,Low,313,39.58597,-121.43311,0.1809452818790792,0.2794449917448481,0.2741580240096135,0.2568375034917601,121108.5985814656,297
H1_16_B,H1,CC_6_6,CC_6,CC,6,6,4.4,1.7,UCD,38.5325,-121.783,16,Low,313,39.58597,-121.43311,0.1809452818790792,0.2794449917448481,0.2741580240096135,0.2568375034917601,121108.5985814656,297
H2_35_B,H2,CC_6_5,CC_6,CC,6,5,NA,NA,UCD,38.5325,-121.783,16,Low,313,39.58597,-121.43311,0.1809452818790792,0.2794449917448481,0.2741580240096135,0.2568375034917601,121108.5985814656,297
J1_16_C,J1,CC_6_4,CC_6,CC,6,4,5.6,3,UCD,38.5325,-121.783,16,Low,313,39.58597,-121.43311,0.1809452818790792,0.2794449917448481,0.2741580240096135,0.2568375034917601,121108.5985814656,297
L2_24_C,L2,CC_6_10,CC_6,CC,6,10,NA,NA,UCD,38.5325,-121.783,16,Low,313,39.58597,-121.43311,0.1809452818790792,0.2794449917448481,0.2741580240096135,0.2568375034917601,121108.5985814656,297
D1_12_A,D1,CC_7_4,CC_7,CC,7,4,4.1,2.5,UCD,38.5325,-121.783,16,Low,313,39.58597,-121.43311,0.1809452818790792,0.2794449917448481,0.2741580240096135,0.2568375034917601,121108.5985814656,297
F2_31_A,F2,CC_7_8,CC_7,CC,7,8,4.9,1.5,UCD,38.5325,-121.783,16,Low,313,39.58597,-121.43311,0.1809452818790792,0.2794449917448481,0.2741580240096135,0.2568375034917601,121108.5985814656,297
F2_36_D,F2,CC_7_1,CC_7,CC,7,1,NA,NA,UCD,38.5325,-121.783,16,Low,313,39.58597,-121.43311,0.1809452818790792,0.2794449917448481,0.2741580240096135,0.2568375034917601,121108.5985814656,297
H1_11_B,H1,CC_7_2,CC_7,CC,7,2,6.8,3.3,UCD,38.5325,-121.783,16,Low,313,39.58597,-121.43311,0.1809452818790792,0.2794449917448481,0.2741580240096135,0.2568375034917601,121108.5985814656,297
L1_17_C,L1,CC_7_3,CC_7,CC,7,3,4.2,2.5,UCD,38.5325,-121.783,16,Low,313,39.58597,-121.43311,0.1809452818790792,0.2794449917448481,0.2741580240096135,0.2568375034917601,121108.5985814656,297
A_14_D,A,CC_8_3,CC_8,CC,8,3,7.5,3,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
A_48_D,B,CC_8_4,CC_8,CC,8,4,13,3.8,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
B_39_A,C,CC_8_5,CC_8,CC,8,5,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
B_21_C,D,CC_8_6,CC_8,CC,8,6,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
C_23_C,E,CC_8_7,CC_8,CC,8,7,7.6,3.6,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
C_58_D,F,CC_8_8,CC_8,CC,8,8,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
D_23_D,G,CC_8_9,CC_8,CC,8,9,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
E_22_C,H,CC_8_10,CC_8,CC,8,10,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
F_43_B,I,CC_8_11,CC_8,CC,8,11,5,1.3,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
G_30_A,K,CC_8_13,CC_8,CC,8,13,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
G_10_C,J,CC_8_12,CC_8,CC,8,12,8.5,3.1,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
H_3_B,L,CC_8_1,CC_8,CC,8,1,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
J_3_D,M,CC_8_2,CC_8,CC,8,2,10.3,3.2,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
A_20_A,A,CC_9_3,CC_9,CC,9,3,8.7,3,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
A_49_C,B,CC_9_4,CC_9,CC,9,4,10.3,2.9,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
B_23_A,C,CC_9_5,CC_9,CC,9,5,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
C_45_B,E,CC_9_7,CC_9,CC,9,7,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
C_2_D,D,CC_9_6,CC_9,CC,9,6,10.8,2.8,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
D_17_A,G,CC_9_9,CC_9,CC,9,9,9.2,3.3,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
D_39_A,F,CC_9_8,CC_9,CC,9,8,7.8,2.3,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
E_28_B,H,CC_9_10,CC_9,CC,9,10,12.6,3,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
F_43_C,I,CC_9_11,CC_9,CC,9,11,7.1,2.1,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
G_17_A,J,CC_9_12,CC_9,CC,9,12,14.1,2.9,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
G_38_C,K,CC_9_13,CC_9,CC,9,13,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
I_8_B,L,CC_9_1,CC_9,CC,9,1,7,3.2,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
K_4_D,M,CC_9_2,CC_9,CC,9,2,NA,NA,WL2,38.82599,-120.2509,2020,Low,313,39.58597,-121.43311,0.39954363432357376,0.3628520203062128,0.6056543656685672,0.5694875331935266,132498.41828627142,-1707
F1_18_C,F1,CP2_1_4,CP2_1,CP2,1,4,NA,NA,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
J1_3_D,J1,CP2_1_6,CP2_1,CP2,1,6,0.3,3,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
L2_32_C,L2,CP2_1_1,CP2_1,CP2,1,1,1.2,2.7,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
A_18_C,A,CP2_1_1,CP2_1,CP2,1,1,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
A_49_D,B,CP2_1_2,CP2_1,CP2,1,2,0.6,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
B_16_C,D,CP2_1_14,CP2_1,CP2,1,14,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
B_21_D,D,CP2_1_4,CP2_1,CP2,1,4,2.6,1.5,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
B_35_C,C,CP2_1_3,CP2_1,CP2,1,3,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
C_21_B,E,CP2_1_5,CP2_1,CP2,1,5,1.3,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
D_10_A,G,CP2_1_7,CP2_1,CP2,1,7,2.7,3,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
D_47_B,F,CP2_1_6,CP2_1,CP2,1,6,2.5,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
E_21_B,H,CP2_1_8,CP2_1,CP2,1,8,1.1,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
F_13_B,I,CP2_1_9,CP2_1,CP2,1,9,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
G_41_A,K,CP2_1_11,CP2_1,CP2,1,11,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
G_24_C,J,CP2_1_10,CP2_1,CP2,1,10,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
H_15_D,L,CP2_1_12,CP2_1,CP2,1,12,2.1,2.7,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
J_11_B,M,CP2_1_13,CP2_1,CP2,1,13,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
D1_3_B,D1,CP2_10_4,CP2_10,CP2,10,4,NA,NA,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
D2_23_B,D2,CP2_10_3,CP2_10,CP2,10,3,2.3,3,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
H1_16_C,H1,CP2_10_2,CP2_10,CP2,10,2,2.1,2.1,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
L1_9_C,L1,CP2_10_1,CP2_10,CP2,10,1,1,1.4,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
D2_25_B,D2,CP2_2_1,CP2_2,CP2,2,1,1,2.1,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
D1_7_D,D1,CP2_2_11,CP2_2,CP2,2,11,1.3,3.5,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
L1_4_B,L1,CP2_2_2,CP2_2,CP2,2,2,NA,NA,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
A_2_C,A,CP2_2_1,CP2_2,CP2,2,1,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
A_43_C,B,CP2_2_2,CP2_2,CP2,2,2,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
B_7_C,D,CP2_2_4,CP2_2,CP2,2,4,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
B_39_C,C,CP2_2_3,CP2_2,CP2,2,3,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
C_16_B,D,CP2_2_5,CP2_2,CP2,2,5,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
C_51_A,F,CP2_2_6,CP2_2,CP2,2,6,1,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
D_28_A,G,CP2_2_7,CP2_2,CP2,2,7,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
D_57_A,F,CP2_2_15,CP2_2,CP2,2,15,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
D_22_C,G,CP2_2_14,CP2_2,CP2,2,14,2.6,2.2,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
E_26_C,H,CP2_2_8,CP2_2,CP2,2,8,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
F_22_B,I,CP2_2_9,CP2_2,CP2,2,9,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
G_5_C,J,CP2_2_10,CP2_2,CP2,2,10,2.1,2.8,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
H_20_D,K,CP2_2_11,CP2_2,CP2,2,11,1.6,3.6,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
I_16_D,L,CP2_2_12,CP2_2,CP2,2,12,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
K_10_C,M,CP2_2_13,CP2_2,CP2,2,13,0.9,0.3,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
F2_36_B,F2,CP2_3_5,CP2_3,CP2,3,5,3.4,2.2,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
H1_13_B,H1,CP2_3_3,CP2_3,CP2,3,3,3.5,3.5,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
H1_15_C,H1,CP2_3_10,CP2_3,CP2,3,10,1.4,2.4,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
H2_32_D,H2,CP2_3_4,CP2_3,CP2,3,4,1.2,1.4,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
H2_34_C,H2,CP2_3_6,CP2_3,CP2,3,6,3.5,3.3,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
J1_20_C,J1,CP2_3_12,CP2_3,CP2,3,12,1.2,2.4,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
J2_40_A,J2,CP2_3_2,CP2_3,CP2,3,2,2.9,1.6,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
L1_11_A,L1,CP2_3_8,CP2_3,CP2,3,8,2.6,3.6,UCD,38.5325,-121.783,16,High,2244.132886,38.66169,-120.13065,0.33632679367690843,0.33111720010767143,0.6006224071334514,0.6028634329364414,144473.26494042546,2228.132886
A_10_B,A,CP2_3_1,CP2_3,CP2,3,1,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
A_42_B,B,CP2_3_2,CP2_3,CP2,3,2,1.7,3.3,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
A_48_C,B,CP2_3_14,CP2_3,CP2,3,14,1.5,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
B_36_B,C,CP2_3_3,CP2_3,CP2,3,3,5.1,0.1,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
B_10_C,D,CP2_3_4,CP2_3,CP2,3,4,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
C_43_D,E,CP2_3_5,CP2_3,CP2,3,5,2.5,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
D_33_B,G,CP2_3_7,CP2_3,CP2,3,7,1.3,0.1,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
D_55_D,F,CP2_3_6,CP2_3,CP2,3,6,2.7,2.4,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
E_9_D,H,CP2_3_8,CP2_3,CP2,3,8,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
F_25_C,I,CP2_3_9,CP2_3,CP2,3,9,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
G_24_A,J,CP2_3_10,CP2_3,CP2,3,10,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
G_35_B,K,CP2_3_11,CP2_3,CP2,3,11,1.4,3.9,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
H_33_C,K,CP2_3_12,CP2_3,CP2,3,12,NA,NA,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
I_22_B,M,CP2_3_13,CP2_3,CP2,3,13,3,4.1,WL2,38.82599,-120.2509,2020,High,2244.132886,38.66169,-120.13065,0.31372573043884605,0.27186043205580307,0.3865863099171068,0.4367699034245114,21059.954625970597,224.13288599999987
