Bed,Date_Time,SoilTemp
A,2023-10-27T18:10:00Z,3.5
A,2023-10-27T21:10:00Z,1
A,2023-10-28T00:10:00Z,0.5
A,2023-10-28T03:10:00Z,-0.5
A,2023-10-28T06:10:00Z,-1
A,2023-10-28T09:10:00Z,-1
A,2023-10-28T12:10:00Z,0
A,2023-10-28T15:10:00Z,7.5
A,2023-10-28T18:10:00Z,1
A,2023-10-28T21:10:00Z,0.5
A,2023-10-29T00:10:00Z,0
A,2023-10-29T03:10:00Z,-0.5
A,2023-10-29T06:10:00Z,-0.5
A,2023-10-29T09:10:00Z,-0.5
A,2023-10-29T12:10:00Z,0
A,2023-10-29T15:10:00Z,10
A,2023-10-29T18:10:00Z,3.5
A,2023-10-29T21:10:00Z,1
A,2023-10-30T00:10:00Z,0
A,2023-10-30T03:10:00Z,-0.5
A,2023-10-30T06:10:00Z,-1
A,2023-10-30T09:10:00Z,-1
A,2023-10-30T12:10:00Z,0
A,2023-10-30T15:10:00Z,11.5
A,2023-10-30T18:10:00Z,5
A,2023-10-30T21:10:00Z,1
A,2023-10-31T00:10:00Z,0.5
A,2023-10-31T03:10:00Z,0
A,2023-10-31T06:10:00Z,-0.5
A,2023-10-31T09:10:00Z,-0.5
A,2023-10-31T12:10:00Z,0.5
A,2023-10-31T15:10:00Z,10.5
A,2023-10-31T18:10:00Z,5
A,2023-10-31T21:10:00Z,1.5
A,2023-11-01T00:10:00Z,0.5
A,2023-11-01T03:10:00Z,0
A,2023-11-01T06:10:00Z,-0.5
A,2023-11-01T09:10:00Z,-0.5
A,2023-11-01T12:10:00Z,0.5
A,2023-11-01T15:10:00Z,9
A,2023-11-01T18:10:00Z,5.5
A,2023-11-01T21:10:00Z,2.5
A,2023-11-02T00:10:00Z,0.5
A,2023-11-02T03:10:00Z,0.5
A,2023-11-02T06:10:00Z,0
A,2023-11-02T09:10:00Z,0
A,2023-11-02T12:10:00Z,5
A,2023-11-02T15:10:00Z,12.5
A,2023-11-02T18:10:00Z,7.5
A,2023-11-02T21:10:00Z,6
A,2023-11-03T00:10:00Z,4
A,2023-11-03T03:10:00Z,3
A,2023-11-03T06:10:00Z,1.5
A,2023-11-03T09:10:00Z,1
A,2023-11-03T12:10:00Z,6.5
A,2023-11-03T15:10:00Z,15.5
A,2023-11-03T18:10:00Z,8.5
A,2023-11-03T21:10:00Z,5
A,2023-11-04T00:10:00Z,3
A,2023-11-04T03:10:00Z,2
A,2023-11-04T06:10:00Z,1.5
A,2023-11-04T09:10:00Z,1.5
A,2023-11-04T12:10:00Z,5.5
A,2023-11-04T15:10:00Z,11
A,2023-11-04T18:10:00Z,8.5
A,2023-11-04T21:10:00Z,5
A,2023-11-05T00:10:00Z,5.5
A,2023-11-05T02:10:00Z,5.5
A,2023-11-05T05:10:00Z,5
A,2023-11-05T08:10:00Z,5.5
A,2023-11-05T11:10:00Z,7.5
A,2023-11-05T14:10:00Z,9.5
A,2023-11-05T17:10:00Z,7.5
A,2023-11-05T20:10:00Z,6.5
A,2023-11-05T23:10:00Z,6
A,2023-11-06T02:10:00Z,5.5
A,2023-11-06T05:10:00Z,5
A,2023-11-06T08:10:00Z,5
A,2023-11-06T11:10:00Z,4
A,2023-11-06T14:10:00Z,4
A,2023-11-06T17:10:00Z,4
A,2023-11-06T20:10:00Z,3
A,2023-11-06T23:10:00Z,2.5
A,2023-11-07T02:10:00Z,1
A,2023-11-07T05:10:00Z,1
A,2023-11-07T08:10:00Z,0.5
A,2023-11-07T11:10:00Z,1
A,2023-11-07T14:10:00Z,5.5
A,2023-11-07T17:10:00Z,3
A,2023-11-07T20:10:00Z,1.5
A,2023-11-07T23:10:00Z,0.5
A,2023-11-08T02:10:00Z,0
A,2023-11-08T05:10:00Z,-0.5
A,2023-11-08T08:10:00Z,-1
A,2023-11-08T11:10:00Z,0
A,2023-11-08T14:10:00Z,7
A,2023-11-08T17:10:00Z,1.5
A,2023-11-08T20:10:00Z,0.5
A,2023-11-08T23:10:00Z,-0.5
A,2023-11-09T02:10:00Z,-1.5
A,2023-11-09T05:10:00Z,-2.5
A,2023-11-09T08:10:00Z,-2.5
A,2023-11-09T11:10:00Z,0
A,2023-11-09T14:10:00Z,4
A,2023-11-09T17:10:00Z,2
A,2023-11-09T20:10:00Z,1
A,2023-11-09T23:10:00Z,0
A,2023-11-10T02:10:00Z,-1
A,2023-11-10T05:10:00Z,-1
A,2023-11-10T08:10:00Z,-0.5
A,2023-11-10T11:10:00Z,0
A,2023-11-10T14:10:00Z,7
A,2023-11-10T17:10:00Z,2.5
A,2023-11-10T20:10:00Z,1
A,2023-11-10T23:10:00Z,0.5
A,2023-11-11T02:10:00Z,-0.5
A,2023-11-11T05:10:00Z,-1
A,2023-11-11T08:10:00Z,-0.5
A,2023-11-11T11:10:00Z,0
A,2023-11-11T14:10:00Z,9
A,2023-11-11T17:10:00Z,3.5
A,2023-11-11T20:10:00Z,1.5
A,2023-11-11T23:10:00Z,0.5
A,2023-11-12T02:10:00Z,-0.5
A,2023-11-12T05:10:00Z,-1
A,2023-11-12T08:10:00Z,-0.5
A,2023-11-12T11:10:00Z,0
A,2023-11-12T14:10:00Z,7.5
A,2023-11-12T17:10:00Z,2.5
A,2023-11-12T20:10:00Z,1
A,2023-11-12T23:10:00Z,1
A,2023-11-13T02:10:00Z,0.5
A,2023-11-13T05:10:00Z,0.5
A,2023-11-13T08:10:00Z,0.5
A,2023-11-13T11:10:00Z,2
A,2023-11-13T14:10:00Z,8.5
A,2023-11-13T17:10:00Z,3.5
A,2023-11-13T20:10:00Z,1.5
A,2023-11-13T23:10:00Z,1
A,2023-11-14T02:10:00Z,0.5
A,2023-11-14T05:10:00Z,0
A,2023-11-14T08:10:00Z,0
A,2023-11-14T11:10:00Z,0.5
A,2023-11-14T14:10:00Z,6.5
A,2023-11-14T17:10:00Z,3
A,2023-11-14T20:10:00Z,1
A,2023-11-14T23:10:00Z,0.5
A,2023-11-15T02:10:00Z,0
A,2023-11-15T05:10:00Z,-0.5
A,2023-11-15T08:10:00Z,-0.5
A,2023-11-15T11:10:00Z,1
A,2023-11-15T14:10:00Z,5
A,2023-11-15T17:10:00Z,4
A,2023-11-15T20:10:00Z,3.5
A,2023-11-15T23:10:00Z,3.5
A,2023-11-16T02:10:00Z,3
A,2023-11-16T05:10:00Z,3
A,2023-11-16T08:10:00Z,3
A,2023-11-16T11:10:00Z,6.5
A,2023-11-16T14:10:00Z,9.5
A,2023-11-16T17:10:00Z,5.5
A,2023-11-16T20:10:00Z,2.5
A,2023-11-16T23:10:00Z,1.5
A,2023-11-17T02:10:00Z,1
A,2023-11-17T05:10:00Z,0.5
A,2023-11-17T08:10:00Z,0.5
A,2023-11-17T11:10:00Z,0.5
A,2023-11-17T14:10:00Z,5.5
A,2023-11-17T17:10:00Z,4
A,2023-11-17T20:10:00Z,3
A,2023-11-17T23:10:00Z,3
A,2023-11-18T02:10:00Z,3
A,2023-11-18T05:10:00Z,3
A,2023-11-18T08:10:00Z,3
A,2023-11-18T11:10:00Z,4
A,2023-11-18T14:10:00Z,4
A,2023-11-18T17:10:00Z,2.5
A,2023-11-18T20:10:00Z,2.5
A,2023-11-18T23:10:00Z,1
A,2023-11-19T02:10:00Z,1
A,2023-11-19T05:10:00Z,0.5
A,2023-11-19T08:10:00Z,0.5
A,2023-11-19T11:10:00Z,0.5
A,2023-11-19T14:10:00Z,3
A,2023-11-19T17:10:00Z,1
A,2023-11-19T20:10:00Z,0.5
A,2023-11-19T23:10:00Z,0.5
A,2023-11-20T02:10:00Z,0.5
A,2023-11-20T05:10:00Z,0.5
A,2023-11-20T08:10:00Z,0.5
A,2023-11-20T11:10:00Z,0.5
A,2023-11-20T14:10:00Z,9
A,2023-11-20T17:10:00Z,4
A,2023-11-20T20:10:00Z,2
A,2023-11-20T23:10:00Z,1
A,2023-11-21T02:10:00Z,0.5
A,2023-11-21T05:10:00Z,0.5
A,2023-11-21T08:10:00Z,0.5
A,2023-11-21T11:10:00Z,0.5
A,2023-11-21T14:10:00Z,7
A,2023-11-21T17:10:00Z,4
A,2023-11-21T20:10:00Z,1.5
A,2023-11-21T23:10:00Z,1
A,2023-11-22T02:10:00Z,0.5
A,2023-11-22T05:10:00Z,0
A,2023-11-22T08:10:00Z,0
A,2023-11-22T11:10:00Z,0
A,2023-11-22T14:10:00Z,9
A,2023-11-22T17:10:00Z,4
A,2023-11-22T20:10:00Z,2.5
A,2023-11-22T23:10:00Z,1.5
A,2023-11-23T02:10:00Z,1.5
A,2023-11-23T05:10:00Z,1.5
A,2023-11-23T08:10:00Z,1.5
A,2023-11-23T11:10:00Z,3
A,2023-11-23T14:10:00Z,9
A,2023-11-23T17:10:00Z,2
A,2023-11-23T20:10:00Z,1
A,2023-11-23T23:10:00Z,0
A,2023-11-24T02:10:00Z,-1
A,2023-11-24T05:10:00Z,-2
A,2023-11-24T08:10:00Z,-2.5
A,2023-11-24T11:10:00Z,-0.5
A,2023-11-24T14:10:00Z,1.5
A,2023-11-24T17:10:00Z,0.5
A,2023-11-24T20:10:00Z,0
A,2023-11-24T23:10:00Z,-1.5
A,2023-11-25T02:10:00Z,-2.5
A,2023-11-25T05:10:00Z,-3.5
A,2023-11-25T08:10:00Z,-3.5
A,2023-11-25T11:10:00Z,-0.5
A,2023-11-25T14:10:00Z,1
A,2023-11-25T17:10:00Z,0
A,2023-11-25T20:10:00Z,-0.5
A,2023-11-25T23:10:00Z,-1.5
A,2023-11-26T02:10:00Z,-2.5
A,2023-11-26T05:10:00Z,-3
A,2023-11-26T08:10:00Z,-3
A,2023-11-26T11:10:00Z,-0.5
A,2023-11-26T14:10:00Z,1.5
A,2023-11-26T17:10:00Z,0
A,2023-11-26T20:10:00Z,0
A,2023-11-26T23:10:00Z,-1.5
A,2023-11-27T02:10:00Z,-2.5
A,2023-11-27T05:10:00Z,-2
A,2023-11-27T08:10:00Z,-2
A,2023-11-27T11:10:00Z,-0.5
A,2023-11-27T14:10:00Z,1.5
A,2023-11-27T17:10:00Z,0
A,2023-11-27T20:10:00Z,0
A,2023-11-27T23:10:00Z,-1
A,2023-11-28T02:10:00Z,-3
A,2023-11-28T05:10:00Z,-3.5
A,2023-11-28T08:10:00Z,-3.5
A,2023-11-28T11:10:00Z,-0.5
A,2023-11-28T14:10:00Z,0.5
A,2023-11-28T17:10:00Z,0
A,2023-11-28T20:10:00Z,0
A,2023-11-28T23:10:00Z,-1
A,2023-11-29T02:10:00Z,-2.5
A,2023-11-29T05:10:00Z,-3
A,2023-11-29T08:10:00Z,-1.5
A,2023-11-29T11:10:00Z,0
A,2023-11-29T14:10:00Z,2
A,2023-11-29T17:10:00Z,0
A,2023-11-29T20:10:00Z,0
A,2023-11-29T23:10:00Z,-0.5
A,2023-11-30T02:10:00Z,-0.5
A,2023-11-30T05:10:00Z,-0.5
A,2023-11-30T08:10:00Z,-0.5
A,2023-11-30T11:10:00Z,0
A,2023-11-30T14:10:00Z,0
A,2023-11-30T17:10:00Z,0
A,2023-11-30T20:10:00Z,0
A,2023-11-30T23:10:00Z,0
A,2023-12-01T02:10:00Z,0
A,2023-12-01T05:10:00Z,0
A,2023-12-01T08:10:00Z,0
A,2023-12-01T11:10:00Z,0
A,2023-12-01T14:10:00Z,0
A,2023-12-01T17:10:00Z,0
A,2023-12-01T20:10:00Z,0
A,2023-12-01T23:10:00Z,0
A,2023-12-02T02:10:00Z,0
A,2023-12-02T05:10:00Z,0
A,2023-12-02T08:10:00Z,0
A,2023-12-02T11:10:00Z,0
A,2023-12-02T14:10:00Z,0
A,2023-12-02T17:10:00Z,0
A,2023-12-02T20:10:00Z,0
A,2023-12-02T23:10:00Z,0
A,2023-12-03T02:10:00Z,0
A,2023-12-03T05:10:00Z,0
A,2023-12-03T08:10:00Z,0
A,2023-12-03T11:10:00Z,0
A,2023-12-03T14:10:00Z,0
A,2023-12-03T17:10:00Z,0
A,2023-12-03T20:10:00Z,0
A,2023-12-03T23:10:00Z,0
A,2023-12-04T02:10:00Z,0
A,2023-12-04T05:10:00Z,0
A,2023-12-04T08:10:00Z,0
A,2023-12-04T11:10:00Z,0
A,2023-12-04T14:10:00Z,0
A,2023-12-04T17:10:00Z,0
A,2023-12-04T20:10:00Z,0
A,2023-12-04T23:10:00Z,0
A,2023-12-05T02:10:00Z,0
A,2023-12-05T05:10:00Z,0
A,2023-12-05T08:10:00Z,0
A,2023-12-05T11:10:00Z,0
A,2023-12-05T14:10:00Z,0
A,2023-12-05T17:10:00Z,0
A,2023-12-05T20:10:00Z,0
A,2023-12-05T23:10:00Z,0
A,2023-12-06T02:10:00Z,0
A,2023-12-06T05:10:00Z,0
A,2023-12-06T08:10:00Z,0
A,2023-12-06T11:10:00Z,0
A,2023-12-06T14:10:00Z,0
A,2023-12-06T17:10:00Z,0
A,2023-12-06T20:10:00Z,0
A,2023-12-06T23:10:00Z,0
A,2023-12-07T02:10:00Z,0
A,2023-12-07T05:10:00Z,0
A,2023-12-07T08:10:00Z,0
A,2023-12-07T11:10:00Z,0
A,2023-12-07T14:10:00Z,0
A,2023-12-07T17:10:00Z,0
A,2023-12-07T20:10:00Z,0
A,2023-12-07T23:10:00Z,0
A,2023-12-08T02:10:00Z,0
A,2023-12-08T05:10:00Z,0
A,2023-12-08T08:10:00Z,0
A,2023-12-08T11:10:00Z,0
A,2023-12-08T14:10:00Z,0
A,2023-12-08T17:10:00Z,0
A,2023-12-08T20:10:00Z,0
A,2023-12-08T23:10:00Z,0
A,2023-12-09T02:10:00Z,0
A,2023-12-09T05:10:00Z,0
A,2023-12-09T08:10:00Z,0
A,2023-12-09T11:10:00Z,0
A,2023-12-09T14:10:00Z,0
A,2023-12-09T17:10:00Z,0
A,2023-12-09T20:10:00Z,0
A,2023-12-09T23:10:00Z,0
A,2023-12-10T02:10:00Z,0
A,2023-12-10T05:10:00Z,0
A,2023-12-10T08:10:00Z,0
A,2023-12-10T11:10:00Z,0
A,2023-12-10T14:10:00Z,0
A,2023-12-10T17:10:00Z,0
A,2023-12-10T20:10:00Z,0
A,2023-12-10T23:10:00Z,0
A,2023-12-11T02:10:00Z,0
A,2023-12-11T05:10:00Z,0
A,2023-12-11T08:10:00Z,0
A,2023-12-11T11:10:00Z,0
A,2023-12-11T14:10:00Z,0
A,2023-12-11T17:10:00Z,0
A,2023-12-11T20:10:00Z,0
A,2023-12-11T23:10:00Z,0
A,2023-12-12T02:10:00Z,0
A,2023-12-12T05:10:00Z,0
A,2023-12-12T08:10:00Z,0
A,2023-12-12T11:10:00Z,0
A,2023-12-12T14:10:00Z,0
A,2023-12-12T17:10:00Z,0
A,2023-12-12T20:10:00Z,0
A,2023-12-12T23:10:00Z,0
A,2023-12-13T02:10:00Z,0
A,2023-12-13T05:10:00Z,0
A,2023-12-13T08:10:00Z,0
A,2023-12-13T11:10:00Z,0
A,2023-12-13T14:10:00Z,0
A,2023-12-13T17:10:00Z,0
A,2023-12-13T20:10:00Z,0
A,2023-12-13T23:10:00Z,0
A,2023-12-14T02:10:00Z,0
A,2023-12-14T05:10:00Z,0
A,2023-12-14T08:10:00Z,0
A,2023-12-14T11:10:00Z,0
A,2023-12-14T14:10:00Z,0
A,2023-12-14T17:10:00Z,0
A,2023-12-14T20:10:00Z,0
A,2023-12-14T23:10:00Z,0
A,2023-12-15T02:10:00Z,0
A,2023-12-15T05:10:00Z,0
A,2023-12-15T08:10:00Z,0
A,2023-12-15T11:10:00Z,0
A,2023-12-15T14:10:00Z,0
A,2023-12-15T17:10:00Z,0
A,2023-12-15T20:10:00Z,0
A,2023-12-15T23:10:00Z,0
A,2023-12-16T02:10:00Z,0
A,2023-12-16T05:10:00Z,0
A,2023-12-16T08:10:00Z,0
A,2023-12-16T11:10:00Z,0
A,2023-12-16T14:10:00Z,0
A,2023-12-16T17:10:00Z,0
A,2023-12-16T20:10:00Z,0
A,2023-12-16T23:10:00Z,0
A,2023-12-17T02:10:00Z,0
A,2023-12-17T05:10:00Z,0
A,2023-12-17T08:10:00Z,0
A,2023-12-17T11:10:00Z,0
A,2023-12-17T14:10:00Z,0
A,2023-12-17T17:10:00Z,0
A,2023-12-17T20:10:00Z,0
A,2023-12-17T23:10:00Z,0
A,2023-12-18T02:10:00Z,0
A,2023-12-18T05:10:00Z,0
A,2023-12-18T08:10:00Z,0
A,2023-12-18T11:10:00Z,0
A,2023-12-18T14:10:00Z,0
A,2023-12-18T17:10:00Z,0
A,2023-12-18T20:10:00Z,0
A,2023-12-18T23:10:00Z,0
A,2023-12-19T02:10:00Z,0
A,2023-12-19T05:10:00Z,0
A,2023-12-19T08:10:00Z,0
A,2023-12-19T11:10:00Z,0
A,2023-12-19T14:10:00Z,0
A,2023-12-19T17:10:00Z,0
A,2023-12-19T20:10:00Z,0
A,2023-12-19T23:10:00Z,0
A,2023-12-20T02:10:00Z,0
A,2023-12-20T05:10:00Z,0
A,2023-12-20T08:10:00Z,0
A,2023-12-20T11:10:00Z,0
A,2023-12-20T14:10:00Z,0
A,2023-12-20T17:10:00Z,0
A,2023-12-20T20:10:00Z,0
A,2023-12-20T23:10:00Z,0
A,2023-12-21T02:10:00Z,0
A,2023-12-21T05:10:00Z,0
A,2023-12-21T08:10:00Z,0
A,2023-12-21T11:10:00Z,0
A,2023-12-21T14:10:00Z,0
A,2023-12-21T17:10:00Z,0
A,2023-12-21T20:10:00Z,0
A,2023-12-21T23:10:00Z,0
A,2023-12-22T02:10:00Z,0
A,2023-12-22T05:10:00Z,0
A,2023-12-22T08:10:00Z,0
A,2023-12-22T11:10:00Z,0
A,2023-12-22T14:10:00Z,0
A,2023-12-22T17:10:00Z,0
A,2023-12-22T20:10:00Z,0
A,2023-12-22T23:10:00Z,0
A,2023-12-23T02:10:00Z,0
A,2023-12-23T05:10:00Z,0
A,2023-12-23T08:10:00Z,0
A,2023-12-23T11:10:00Z,0
A,2023-12-23T14:10:00Z,0
A,2023-12-23T17:10:00Z,0
A,2023-12-23T20:10:00Z,0
A,2023-12-23T23:10:00Z,0
A,2023-12-24T02:10:00Z,0
A,2023-12-24T05:10:00Z,0
A,2023-12-24T08:10:00Z,-0.5
A,2023-12-24T11:10:00Z,0
A,2023-12-24T14:10:00Z,0
A,2023-12-24T17:10:00Z,0
A,2023-12-24T20:10:00Z,0
A,2023-12-24T23:10:00Z,0
A,2023-12-25T02:10:00Z,0
A,2023-12-25T05:10:00Z,0
A,2023-12-25T08:10:00Z,0
A,2023-12-25T11:10:00Z,0
A,2023-12-25T14:10:00Z,0
A,2023-12-25T17:10:00Z,0
A,2023-12-25T20:10:00Z,0
A,2023-12-25T23:10:00Z,0
A,2023-12-26T02:10:00Z,0
A,2023-12-26T05:10:00Z,0
A,2023-12-26T08:10:00Z,0
A,2023-12-26T11:10:00Z,0
A,2023-12-26T14:10:00Z,0
A,2023-12-26T17:10:00Z,0
A,2023-12-26T20:10:00Z,0
A,2023-12-26T23:10:00Z,0
A,2023-12-27T02:10:00Z,0
A,2023-12-27T05:10:00Z,0
A,2023-12-27T08:10:00Z,0
A,2023-12-27T11:10:00Z,0
A,2023-12-27T14:10:00Z,0
A,2023-12-27T17:10:00Z,0
A,2023-12-27T20:10:00Z,0
A,2023-12-27T23:10:00Z,0
A,2023-12-28T02:10:00Z,0
A,2023-12-28T05:10:00Z,0
A,2023-12-28T08:10:00Z,0
A,2023-12-28T11:10:00Z,0
A,2023-12-28T14:10:00Z,0
A,2023-12-28T17:10:00Z,0
A,2023-12-28T20:10:00Z,0
A,2023-12-28T23:10:00Z,0
A,2023-12-29T02:10:00Z,0
A,2023-12-29T05:10:00Z,0
A,2023-12-29T08:10:00Z,0
A,2023-12-29T11:10:00Z,0
A,2023-12-29T14:10:00Z,0
A,2023-12-29T17:10:00Z,0
A,2023-12-29T20:10:00Z,0
A,2023-12-29T23:10:00Z,0
A,2023-12-30T02:10:00Z,0
A,2023-12-30T05:10:00Z,0
A,2023-12-30T08:10:00Z,0
A,2023-12-30T11:10:00Z,0
A,2023-12-30T14:10:00Z,0
A,2023-12-30T17:10:00Z,0
A,2023-12-30T20:10:00Z,0
A,2023-12-30T23:10:00Z,0
A,2023-12-31T02:10:00Z,0
A,2023-12-31T05:10:00Z,0
A,2023-12-31T08:10:00Z,0
A,2023-12-31T11:10:00Z,0
A,2023-12-31T14:10:00Z,0
A,2023-12-31T17:10:00Z,0
A,2023-12-31T20:10:00Z,0
A,2023-12-31T23:10:00Z,0
A,2024-01-01T02:10:00Z,0
A,2024-01-01T05:10:00Z,0
A,2024-01-01T08:10:00Z,0
A,2024-01-01T11:10:00Z,-0.5
A,2024-01-01T14:10:00Z,0
A,2024-01-01T17:10:00Z,0
A,2024-01-01T20:10:00Z,0
A,2024-01-01T23:10:00Z,-0.5
A,2024-01-02T02:10:00Z,-0.5
A,2024-01-02T05:10:00Z,-0.5
A,2024-01-02T08:10:00Z,-0.5
A,2024-01-02T11:10:00Z,-0.5
A,2024-01-02T14:10:00Z,0
A,2024-01-02T17:10:00Z,0
A,2024-01-02T20:10:00Z,0
A,2024-01-02T23:10:00Z,0
A,2024-01-03T02:10:00Z,0
A,2024-01-03T05:10:00Z,0
A,2024-01-03T08:10:00Z,0
A,2024-01-03T11:10:00Z,0
A,2024-01-03T14:10:00Z,0
A,2024-01-03T17:10:00Z,0
A,2024-01-03T20:10:00Z,0
A,2024-01-03T23:10:00Z,0
A,2024-01-04T02:10:00Z,0
A,2024-01-04T05:10:00Z,0
A,2024-01-04T08:10:00Z,0
A,2024-01-04T11:10:00Z,0
A,2024-01-04T14:10:00Z,0
A,2024-01-04T17:10:00Z,0
A,2024-01-04T20:10:00Z,0
A,2024-01-04T23:10:00Z,0
A,2024-01-05T02:10:00Z,0
A,2024-01-05T05:10:00Z,0
A,2024-01-05T08:10:00Z,0
A,2024-01-05T11:10:00Z,0
A,2024-01-05T14:10:00Z,0
A,2024-01-05T17:10:00Z,0
A,2024-01-05T20:10:00Z,0
A,2024-01-05T23:10:00Z,0
A,2024-01-06T02:10:00Z,0
A,2024-01-06T05:10:00Z,0
A,2024-01-06T08:10:00Z,0
A,2024-01-06T11:10:00Z,0
A,2024-01-06T14:10:00Z,0
A,2024-01-06T17:10:00Z,0
A,2024-01-06T20:10:00Z,0
A,2024-01-06T23:10:00Z,0
A,2024-01-07T02:10:00Z,0
A,2024-01-07T05:10:00Z,0
A,2024-01-07T08:10:00Z,0
A,2024-01-07T11:10:00Z,0
A,2024-01-07T14:10:00Z,0
A,2024-01-07T17:10:00Z,0
A,2024-01-07T20:10:00Z,0
A,2024-01-07T23:10:00Z,0
A,2024-01-08T02:10:00Z,0
A,2024-01-08T05:10:00Z,0
A,2024-01-08T08:10:00Z,0
A,2024-01-08T11:10:00Z,0
A,2024-01-08T14:10:00Z,0
A,2024-01-08T17:10:00Z,0
A,2024-01-08T20:10:00Z,0
A,2024-01-08T23:10:00Z,0
A,2024-01-09T02:10:00Z,0
A,2024-01-09T05:10:00Z,0
A,2024-01-09T08:10:00Z,0
A,2024-01-09T11:10:00Z,0
A,2024-01-09T14:10:00Z,0
A,2024-01-09T17:10:00Z,0
A,2024-01-09T20:10:00Z,0
A,2024-01-09T23:10:00Z,0
A,2024-01-10T02:10:00Z,0
A,2024-01-10T05:10:00Z,0
A,2024-01-10T08:10:00Z,0
A,2024-01-10T11:10:00Z,0
A,2024-01-10T14:10:00Z,0
A,2024-01-10T17:10:00Z,0
A,2024-01-10T20:10:00Z,0
A,2024-01-10T23:10:00Z,0
A,2024-01-11T02:10:00Z,0
A,2024-01-11T05:10:00Z,0
A,2024-01-11T08:10:00Z,0
A,2024-01-11T11:10:00Z,0
A,2024-01-11T14:10:00Z,0
A,2024-01-11T17:10:00Z,0
A,2024-01-11T20:10:00Z,0
A,2024-01-11T23:10:00Z,0
A,2024-01-12T02:10:00Z,0
A,2024-01-12T05:10:00Z,0
A,2024-01-12T08:10:00Z,0
A,2024-01-12T11:10:00Z,0
A,2024-01-12T14:10:00Z,0
A,2024-01-12T17:10:00Z,0
A,2024-01-12T20:10:00Z,0
A,2024-01-12T23:10:00Z,0
A,2024-01-13T02:10:00Z,0
A,2024-01-13T05:10:00Z,0
A,2024-01-13T08:10:00Z,0
A,2024-01-13T11:10:00Z,0
A,2024-01-13T14:10:00Z,0
A,2024-01-13T17:10:00Z,0
A,2024-01-13T20:10:00Z,0
A,2024-01-13T23:10:00Z,0
A,2024-01-14T02:10:00Z,0
A,2024-01-14T05:10:00Z,0
A,2024-01-14T08:10:00Z,0
A,2024-01-14T11:10:00Z,0
A,2024-01-14T14:10:00Z,0
A,2024-01-14T17:10:00Z,0
A,2024-01-14T20:10:00Z,0
A,2024-01-14T23:10:00Z,0
A,2024-01-15T02:10:00Z,0
A,2024-01-15T05:10:00Z,0
A,2024-01-15T08:10:00Z,0
A,2024-01-15T11:10:00Z,0
A,2024-01-15T14:10:00Z,0
A,2024-01-15T17:10:00Z,0
A,2024-01-15T20:10:00Z,0
A,2024-01-15T23:10:00Z,0
A,2024-01-16T02:10:00Z,0
A,2024-01-16T05:10:00Z,0
A,2024-01-16T08:10:00Z,0
A,2024-01-16T11:10:00Z,0
A,2024-01-16T14:10:00Z,0
A,2024-01-16T17:10:00Z,0
A,2024-01-16T20:10:00Z,0
A,2024-01-16T23:10:00Z,0
A,2024-01-17T02:10:00Z,0
A,2024-01-17T05:10:00Z,0
A,2024-01-17T08:10:00Z,0
A,2024-01-17T11:10:00Z,0
A,2024-01-17T14:10:00Z,0
A,2024-01-17T17:10:00Z,0
A,2024-01-17T20:10:00Z,0
A,2024-01-17T23:10:00Z,0
A,2024-01-18T02:10:00Z,0
A,2024-01-18T05:10:00Z,0
A,2024-01-18T08:10:00Z,0
A,2024-01-18T11:10:00Z,0
A,2024-01-18T14:10:00Z,0
A,2024-01-18T17:10:00Z,0
A,2024-01-18T20:10:00Z,0
A,2024-01-18T23:10:00Z,0
A,2024-01-19T02:10:00Z,0
A,2024-01-19T05:10:00Z,0
A,2024-01-19T08:10:00Z,0
A,2024-01-19T11:10:00Z,0
A,2024-01-19T14:10:00Z,0
A,2024-01-19T17:10:00Z,0
A,2024-01-19T20:10:00Z,0
A,2024-01-19T23:10:00Z,0
A,2024-01-20T02:10:00Z,0
A,2024-01-20T05:10:00Z,0
A,2024-01-20T08:10:00Z,0
A,2024-01-20T11:10:00Z,0
A,2024-01-20T14:10:00Z,0
A,2024-01-20T17:10:00Z,0
A,2024-01-20T20:10:00Z,0
A,2024-01-20T23:10:00Z,0
A,2024-01-21T02:10:00Z,0
A,2024-01-21T05:10:00Z,0
A,2024-01-21T08:10:00Z,0
A,2024-01-21T11:10:00Z,0
A,2024-01-21T14:10:00Z,0
A,2024-01-21T17:10:00Z,0
A,2024-01-21T20:10:00Z,0
A,2024-01-21T23:10:00Z,0
A,2024-01-22T02:10:00Z,0
A,2024-01-22T05:10:00Z,0
A,2024-01-22T08:10:00Z,0
A,2024-01-22T11:10:00Z,0
A,2024-01-22T14:10:00Z,0
A,2024-01-22T17:10:00Z,0
A,2024-01-22T20:10:00Z,0
A,2024-01-22T23:10:00Z,0
A,2024-01-23T02:10:00Z,0
A,2024-01-23T05:10:00Z,0
A,2024-01-23T08:10:00Z,0
A,2024-01-23T11:10:00Z,0
A,2024-01-23T14:10:00Z,0
A,2024-01-23T17:10:00Z,0
A,2024-01-23T20:10:00Z,0
A,2024-01-23T23:10:00Z,0
A,2024-01-24T02:10:00Z,0
A,2024-01-24T05:10:00Z,0.5
A,2024-01-24T08:10:00Z,0.5
A,2024-01-24T11:10:00Z,0
A,2024-01-24T14:10:00Z,0
A,2024-01-24T17:10:00Z,0.5
A,2024-01-24T20:10:00Z,0
A,2024-01-24T23:10:00Z,0
A,2024-01-25T02:10:00Z,0
