Pop ,mf ,rep ,DNA ,height (cm) ,longest leaf (cm) ,Notes 
IH ,3,10,1,2.6,2.8,
IH ,3,11,1,2.8,2.1,
IH ,3,12,1,4.2,2.5,
IH ,3,13,1,2.7,2.1,
IH ,4,1,1,4.9,3.5,
IH ,4,2,1,4.8,2.8,
IH ,4,3,1,4.2,3.1,
IH ,4,4,1,3.9,2.8,
IH ,4,5,1,2.8,2.7,
IH ,4,6,1,3,3.3,
IH ,4,7,1,3.6,3,
IH ,4,8,1,3.5,3,
IH ,4,9,1,2.5,2.7,
IH ,4,10,1,2,2.4,
IH ,4,11,1,2.6,2.1,
IH ,4,12,1,2.8,2.8,
IH ,4,13,1,2.8,2.3,
IH ,5,1,1,2.9,2.8,
IH ,5,2,1,3.9,2.7,
IH ,5,3,1,2.8,2.1,
IH ,5,4,1,2.2,2.4,
IH ,5,5,1,3.6,2.5,
IH ,5,6,1,1.5,1.8,
IH ,5,7,1,2,2.1,
IH ,5,8,1,3.1,2.5,
IH ,5,9,1,2.7,2.6,
IH ,5,10,1,2.8,3.1,
IH ,5,11,1,3,2.2,
IH ,5,12,1,2,2.9,
IH ,5,13,1,3,3.2,
IH ,6,1,1,2.6,2.3,
IH ,6,2,1,4.9,2.5,
IH ,6,3,1,1.8,1.7,
IH ,6,4,1,1.7,2.1,
IH ,6,5,1,2.9,2.9,
IH ,6,6,1,2.6,2.1,
IH ,6,7,1,1.9,2,
IH ,6,8,1,3.1,2.1,
IH ,6,9,1,2,2.5,
IH ,6,10,1,2.1,2.5,
IH ,6,11,1,1.6,2,
IH ,6,12,1,3.5,2.3,
IH ,6,13,1,2.2,1.9,
IH ,7,1,1,2.2,2.1,
IH ,7,2,1,2.5,2.7,
IH ,7,3,1,2.5,2.7,
IH ,7,4,1,3.9,2.7,
IH ,7,5,1,3.1,2.5,
IH ,7,6,1,3.2,2.5,
IH ,7,7,1,2.3,2.5,
IH ,7,8,1,2,2.1,
IH ,7,9,1,2.6,2.3,
IH ,7,10,1,1.5,1.5,
IH ,7,11,1,2,2.3,
IH ,7,12,1,2.7,2.2,
IH ,7,13,1,2.2,2.4,
WR ,1,1,1,0.9,0.5,
WR ,1,2,1,1,1.2,
WR ,1,7,1,0.7,1.6,
WR ,2,2,1,1,1.3,
WR ,2,7,1,0.8,1.2,
WR ,2,10,1,0.7,0.8,
WR ,2,11,1,1,1.4,
WR ,2,15,1,1.3,1.6,
WR ,2,16,1,0.4,0.6,
WR ,2,18,1,1.3,1.5,
WR ,2,19,1,1.4,1.6,
WR ,2,20,1,1.2,1.1,
WR ,2,21,1,1.1,1.2,
WR ,2,23,1,0.9,1.7,
WR ,3,2,1,2.5,2.6,
WV ,4,8,1,0.6,0.6,
WV ,4,10,1,0.5,0.5,
WV ,3,2,0,0.1,0.1,too small to collect DNA
