parent.pop,elevation.group,elev_m,ppt_dist,cwd_dist,pck_dist,tmn_dist,tmx_dist,ann_tmean_dist,mean_diurnal_range_dist,temp_seasonality_dist,temp_ann_range_dist,tmean_wettest_month_dist,tmean_driest_month_dist,ann_ppt_dist,ppt_seasonality_dist,ppt_warmest_month_dist,ppt_coldest_month_dist
BH,Low,511.4294422,38.80380952380952,-30.927904761904763,6.723333333333334,-2.4529523809523806,-0.25052380952380915,-1.3517380952380957,2.2024285714285696,-1.1977155886192268,-0.8243333333333318,6.673333333333333,4.1228333333333325,304.78,-59.352653342656225,0.7283333333333335,54.778666666666624
CC,Low,313,73.50392555555554,-32.992407407407406,6.723333333333334,-0.06229629629629585,1.1495925925925938,0.543648148148149,1.211888888888888,-0.3283156922452086,1.1713333333333402,7.293,8.877750000000002,760.99533,-54.924369535601755,-4.664,183.61599666666666
CP2,High,2244.132886,44.25611055555555,-6.0746666666666584,-31.97366611111112,-4.659999999999999,-3.3211666666666666,-3.9905833333333334,1.3388333333333335,0.6495817477450139,-0.19433333333332925,0.049499999999999655,0.17983333333333462,265.5366633333333,-33.787778720227664,1.4659999999999993,113.60566333333333
CP3,High,2266.382201,41.45699944444445,-23.472055555555556,-34.940165555555545,-5.257777777777777,-4.106111111111112,-4.681944444444445,1.1516666666666655,0.6864905204373919,-0.23433333333333195,-0.64400000000000035,-0.4566666666666652,248.7419966666667,-35.98823491769416,2.322,101.36533
DPR,Mid,1018.591893,64.21806566666666,-51.0916,4.124933333333332,0.4313666666666691,2.0824333333333342,1.2569,1.651066666666667,-0.0650074882807985,0.72366666666667,5.150666666666666,7.015969444444444,774.7939899999999,-33.31689047356193,-5.519,235.15065666666663
FR,Mid,787,25.533407407407402,8.33748148148149,2.868555555555557,-1.261333333333333,3.039777777777779,0.8892222222222212,4.30111111111111,0.013101145793252833,3.1966666666666725,4.7188333333333325,5.887583333333335,329.2606666666666,-32.08887733749282,-4.133,91.84933333333336
IH,Low,454.1298385,68.26219966666666,-41.021233333333335,6.522466666666667,-0.5719333333333338,1.3582999999999998,0.393183333333333,1.9302333333333337,0.2107460819368674,1.9376666666666722,6.142666666666666,8.209555555555557,815.23533,-46.873221645689114,-5.548,194.71866333333332
LV1,High,2593.416641,42.68673133333333,-15.768,-23.26399933333333,-6.2909999999999995,-3.3949333333333342,-4.842966666666667,2.896066666666666,-0.6970538592250479,-2.658999999999999,0.8309999999999995,-2.689583333333333,180.28032333333334,-27.264759464345786,8.255833333333332,105.14598999999998
LV3,High,2353.550747,41.79766599999999,-27.763599999999997,-23.504733333333327,-6.3338,-3.3818666666666672,-4.857833333333334,2.951933333333333,-0.7149661717809721,-2.65433333333333,0.8464999999999998,-2.725249999999999,175.8349966666666,-27.444771681202553,8.109333333333332,102.03966333333332
LVTR1,High,2741.38982,45.855132,-7.498533333333327,-24.337198000000004,-6.619866666666667,-3.514666666666667,-5.067266666666667,3.1052,-0.7378585660558876,-2.583999999999996,0.7083333333333335,-2.966166666666668,196.12232666666665,-27.67948836554561,9.846666666666668,114.92032666666665
