parent.pop,elevation.group,elev_m,Lat,Long,ann_tmean,mean_diurnal_range,temp_seasonality,temp_ann_range,tmean_wettest_quarter,tmean_driest_quarter,ann_ppt,ppt_seasonality,ppt_warmest_quarter,ppt_coldest_quarter,TimePd
LVTR1,High,2741.38982,40.47917,-121.5032,3.2531666666666665,13.795666666666667,644.6384333112368,33.348,-1.1882222222222223,6.432055555555555,1857.9646233333333,104.70268959000236,228.55799666666667,780.45098,Historical
SC,Low,421.5178299,38.41167,-120.73583000000001,15.272208333333333,14.956527777777778,654.9336094157597,33.588,8.700555555555555,18.3945,740.89,115.93011358239649,82.84166666666667,364.8276666666667,Historical
SQ1,Mid,1921.036585,36.56435,-118.7764,8.25511111111111,12.275666666666666,652.6205289271014,30.827333333333335,2.3498333333333337,11.321777777777777,1006.70165,120.71523628892481,117.35199999999999,504.15365333333335,Historical
SQ2,Mid,1934.45122,36.66557,-118.83543,8.192930555555556,12.332027777777778,651.2577003047579,30.861,2.5915,11.371944444444445,1033.1409933333334,121.03934431262628,107.166,516.7143266666667,Historical
SQ3,High,2373.170732,36.72109,-118.84933,6.060763888888889,12.184527777777777,638.7282130845538,30.59166666666667,0.6342777777777777,9.33,1125.22866,120.53409171967351,117.042,581.00766,Historical
TM2,Low,379.1526973,39.59255,-121.55072,15.508819444444445,13.944138888888888,671.71506372371,32.931666666666665,8.930833333333334,18.95,1100.79633,118.87738483014816,109.657,560.5029966666667,Historical
WL1,Mid,1613.837245,38.78608,-120.2143,9.710013888888888,13.46186111111111,663.8827296069676,32.37833333333333,3.5133888888888887,13.196388888888889,1221.0666533333333,111.15053274538245,131.79366666666667,605.3323233333333,Historical
WL2,High,2020.115818,38.8263,-120.25242,7.436,12.631055555555555,659.836514188184,31.483999999999998,1.1816111111111112,10.853111111111112,1253.48099,108.3803169952393,135.87366666666668,610.05199,Historical
WR,Mid,1158,39.34346,-120.80659,11.888555555555556,13.343499999999999,673.4100398034553,32.147666666666666,5.392555555555555,15.468944444444444,1600.4506333333334,118.4345610042509,155.48033333333333,802.2596433333333,Historical
WV,Mid,748.8570558,40.74084,-123.00364,11.415958333333334,14.903305555555555,718.9309778994168,35.291333333333334,4.553333333333333,15.165666666666667,1010.751,110.92828417384945,99.62433333333334,505.29766666666666,Historical
YO11,High,2872.295032,37.93844,-119.23157,2.4957777777777777,14.378777777777778,669.817917116974,33.428333333333335,-3.3496111111111113,5.387666666666667,799.4406666666666,107.88101887882979,88.831,383.947,Historical
YO4,High,2157.57391,37.76378,-119.77244,7.346097222222222,12.552694444444445,651.1604457869923,31.182,1.6621666666666668,10.787222222222223,1135.2486533333333,115.84426961507152,107.22166666666666,572.91432,Historical
YO7,High,2469.978665,37.80903,-119.56605,4.851083333333333,13.607166666666666,646.7775324471019,32.19733333333333,-0.7887222222222221,8.216055555555556,1213.12799,113.98596141083883,117.423,617.8183233333333,Historical
YO8,High,2590.97836,37.81117,-119.48624,4.3109166666666665,13.919944444444445,649.6675619750079,32.53033333333333,-1.3785555555555555,7.693833333333333,1202.9799933333334,114.00193598081282,116.852,615.6583266666667,Historical
