cwd_WL2,ppt_WL2,pck_WL2,tmn_WL2,tmx_WL2,ann_tmean_WL2,mean_diurnal_range_WL2,temp_seasonality_WL2,temp_ann_range_WL2,ann_ppt_WL2,ppt_seasonality_WL2,tmean_wettest_month_WL2,tmean_driest_month_WL2,ppt_warmest_month_WL2,ppt_coldest_month_WL2
81.315,33.153333333333336,6.723333333333334,8.725,19.863333333333333,14.294166666666667,11.138333333333334,6.732024522137948,30.119999999999997,198.92000000000002,161.89218592608003,1.7350000000000003,16.45,5.62,144.55
