parent.pop,elevation.group,elev_m,Lat,Long,year,month,wtr_yr,cwd,pck,ppt,tmn,tmx
CP3,High,2266.382201,38.70649,-120.08797,2003,sep,2003,82.36,0,11.63,7.91,21.78
CP3,High,2266.382201,38.70649,-120.08797,2003,oct,2003,64.58,0,2.11,4.3,18.59
CP3,High,2266.382201,38.70649,-120.08797,2003,nov,2004,22.4,89.27,106.51,-5.52,4.33
CP3,High,2266.382201,38.70649,-120.08797,2003,dec,2004,15.95,429.72,346.94,-5.85,3.41
CP3,High,2266.382201,38.70649,-120.08797,2004,jan,2004,17.49,526.7399,113.79,-6.16,4.34
CP3,High,2266.382201,38.70649,-120.08797,2004,feb,2004,23.2,756.02,236.89,-7.92,2.35
CP3,High,2266.382201,38.70649,-120.08797,2004,mar,2004,36.98,640.15,45.86,-2.11,11.57
CP3,High,2266.382201,38.70649,-120.08797,2004,apr,2004,38.05,432.37,25.11,-1.52,10.53
CP3,High,2266.382201,38.70649,-120.08797,2004,may,2004,48.63,0,51.3,0.76,14.2
CP3,High,2266.382201,38.70649,-120.08797,2004,jun,2004,85.67,0,23.43,5.57,20.08
CP3,High,2266.382201,38.70649,-120.08797,2004,jul,2004,94.29,0,6.02,9.27,23.66
CP3,High,2266.382201,38.70649,-120.08797,2004,aug,2004,84.76,0,1.57,8.75,22.63
CP3,High,2266.382201,38.70649,-120.08797,2004,sep,2004,79.97,0,6.35,6.26,19.74
CP3,High,2266.382201,38.70649,-120.08797,2004,oct,2004,53.37,0,204.38,0.05,11.38
CP3,High,2266.382201,38.70649,-120.08797,2004,nov,2005,23.5,27.96,81.21,-4.46,6.03
CP3,High,2266.382201,38.70649,-120.08797,2004,dec,2005,18.27,159.94,184.33,-4.48,5.41
CP3,High,2266.382201,38.70649,-120.08797,2005,jan,2005,16.22,401.99,267.46,-5.46,4.08
CP3,High,2266.382201,38.70649,-120.08797,2005,feb,2005,26.73,504.13,135.19,-5.03,4.75
CP3,High,2266.382201,38.70649,-120.08797,2005,mar,2005,24.03,609.4199,228.06,-5,6.9
CP3,High,2266.382201,38.70649,-120.08797,2005,apr,2005,23.89,536.9,97.96,-4.7,8.35
CP3,High,2266.382201,38.70649,-120.08797,2005,may,2005,12.84,183.62,185.95,0.27,12.57
CP3,High,2266.382201,38.70649,-120.08797,2005,jun,2005,49.42,0,52.89,2.7,15.4
CP3,High,2266.382201,38.70649,-120.08797,2005,jul,2005,96.49,0,0.75,10.96,25.4
CP3,High,2266.382201,38.70649,-120.08797,2005,aug,2005,85.4,0,10.02,9.66,23.56
CP3,High,2266.382201,38.70649,-120.08797,2005,sep,2005,75.98,0,20.34,4.52,17.78
CP3,High,2266.382201,38.70649,-120.08797,2005,oct,2005,58.93,0,40.28,1.56,14.19
CP3,High,2266.382201,38.70649,-120.08797,2005,nov,2006,26.73,0,92.51,-1.06,9.59
CP3,High,2266.382201,38.70649,-120.08797,2005,dec,2006,17,358.27,460.92,-4.26,5.21
CP3,High,2266.382201,38.70649,-120.08797,2006,jan,2006,15.11,626.9299,284.07,-6.23,3.72
CP3,High,2266.382201,38.70649,-120.08797,2006,feb,2006,26.8,715.7499,138.22,-6.2,6.36
CP3,High,2266.382201,38.70649,-120.08797,2006,mar,2006,16.42,986.4899,280.37,-8.81,1.52
CP3,High,2266.382201,38.70649,-120.08797,2006,apr,2006,14.23,1018.0699,290.92,-2.94,7.43
CP3,High,2266.382201,38.70649,-120.08797,2006,may,2006,50.09,528.5599,39.71,1.62,15.44
CP3,High,2266.382201,38.70649,-120.08797,2006,jun,2006,87.16,0,5.36,6.4,20.84
CP3,High,2266.382201,38.70649,-120.08797,2006,jul,2006,96.49,0,5.36,11.4,24.95
CP3,High,2266.382201,38.70649,-120.08797,2006,aug,2006,83.68,0,4.19,8.59,22.72
CP3,High,2266.382201,38.70649,-120.08797,2006,sep,2006,79.5,0,3.41,5.89,20.36
CP3,High,2266.382201,38.70649,-120.08797,2006,oct,2006,57.89,0,25.76,0.78,13.61
CP3,High,2266.382201,38.70649,-120.08797,2006,nov,2007,25.52,0,125.28,-2.09,7.7
CP3,High,2266.382201,38.70649,-120.08797,2006,dec,2007,17.83,106.07,136.38,-5.26,5.07
CP3,High,2266.382201,38.70649,-120.08797,2007,jan,2007,16.47,145.14,47.51,-7.69,3.86
CP3,High,2266.382201,38.70649,-120.08797,2007,feb,2007,25.3,365.39,265.12,-4.87,4.75
CP3,High,2266.382201,38.70649,-120.08797,2007,mar,2007,34.29,279.02,46.62,-2.9,9.94
CP3,High,2266.382201,38.70649,-120.08797,2007,apr,2007,37.51,108.71,75.27,-2.13,10.25
CP3,High,2266.382201,38.70649,-120.08797,2007,may,2007,50.38,0,32.76,1.82,15.67
CP3,High,2266.382201,38.70649,-120.08797,2007,jun,2007,86.42,0,9.38,6.25,20.22
CP3,High,2266.382201,38.70649,-120.08797,2007,jul,2007,97.63,0,1.35,11.29,24.94
CP3,High,2266.382201,38.70649,-120.08797,2007,aug,2007,88.98,0,4.25,11.07,24.46
CP3,High,2266.382201,38.70649,-120.08797,2007,sep,2007,78.46,0,26.46,5.46,18.3
CP3,High,2266.382201,38.70649,-120.08797,2007,oct,2007,57.11,0,46.81,0.7,12.62
CP3,High,2266.382201,38.70649,-120.08797,2007,nov,2008,27.65,0,27.03,-1.06,11.23
CP3,High,2266.382201,38.70649,-120.08797,2007,dec,2008,16.19,134.23,140.59,-7.11,2.21
CP3,High,2266.382201,38.70649,-120.08797,2008,jan,2008,14.46,416.37,288.62,-7.47,1.39
CP3,High,2266.382201,38.70649,-120.08797,2008,feb,2008,25.01,568.2399,189.68,-6.42,5.25
CP3,High,2266.382201,38.70649,-120.08797,2008,mar,2008,32.56,526.2,32.65,-4.72,7.39
CP3,High,2266.382201,38.70649,-120.08797,2008,apr,2008,36.49,376.05,13.82,-3.98,9.18
CP3,High,2266.382201,38.70649,-120.08797,2008,may,2008,47.77,0,62.16,0.9,12.78
CP3,High,2266.382201,38.70649,-120.08797,2008,jun,2008,84.8,0,0.1,5.1,19.64
CP3,High,2266.382201,38.70649,-120.08797,2008,jul,2008,97.14,0,4.01,10.81,24.56
CP3,High,2266.382201,38.70649,-120.08797,2008,aug,2008,89.62,0,0.09,11.1,24.92
CP3,High,2266.382201,38.70649,-120.08797,2008,sep,2008,83.37,0,0.8,7.36,21.68
CP3,High,2266.382201,38.70649,-120.08797,2008,oct,2008,60.3,0,45.96,1.73,15.15
CP3,High,2266.382201,38.70649,-120.08797,2008,nov,2009,27.26,0,135.42,-0.6,9.59
CP3,High,2266.382201,38.70649,-120.08797,2008,dec,2009,17.24,144.75,166.92,-6.11,4.4
CP3,High,2266.382201,38.70649,-120.08797,2009,jan,2009,18.94,199.8,108.86,-4.39,6.91
CP3,High,2266.382201,38.70649,-120.08797,2009,feb,2009,25.37,393.13,202.99,-6.11,3.5
CP3,High,2266.382201,38.70649,-120.08797,2009,mar,2009,24.91,517.9999,210.49,-5.87,6.09
CP3,High,2266.382201,38.70649,-120.08797,2009,apr,2009,36.08,379.59,54.68,-3.53,9.36
CP3,High,2266.382201,38.70649,-120.08797,2009,may,2009,14.02,0,121.42,3.08,16.09
CP3,High,2266.382201,38.70649,-120.08797,2009,jun,2009,55.18,0,24.99,4.3,16.4
CP3,High,2266.382201,38.70649,-120.08797,2009,jul,2009,96.89,0,1.59,10.74,24.46
CP3,High,2266.382201,38.70649,-120.08797,2009,aug,2009,85.89,0,8.27,8.72,22.86
CP3,High,2266.382201,38.70649,-120.08797,2009,sep,2009,85.78,0,1.73,9.21,22.9
CP3,High,2266.382201,38.70649,-120.08797,2009,oct,2009,54.19,0,132.76,-0.09,12.28
CP3,High,2266.382201,38.70649,-120.08797,2009,nov,2010,26.19,0,49.19,-1.92,9.29
CP3,High,2266.382201,38.70649,-120.08797,2009,dec,2010,16.53,159.89,166.32,-6.83,3.24
CP3,High,2266.382201,38.70649,-120.08797,2010,jan,2010,17.87,339.26,209.71,-4.47,4.41
CP3,High,2266.382201,38.70649,-120.08797,2010,feb,2010,26.75,451.82,140.07,-5.05,4.78
CP3,High,2266.382201,38.70649,-120.08797,2010,mar,2010,30.54,502.31,128.55,-5.61,6.49
CP3,High,2266.382201,38.70649,-120.08797,2010,apr,2010,12.79,551.28,188.72,-5.42,6.43
CP3,High,2266.382201,38.70649,-120.08797,2010,may,2010,11.57,351.33,108.13,-2.8,9.14
CP3,High,2266.382201,38.70649,-120.08797,2010,jun,2010,82.44,0,7.14,5.14,17.21
CP3,High,2266.382201,38.70649,-120.08797,2010,jul,2010,94.34,0,4.81,10.12,23.82
CP3,High,2266.382201,38.70649,-120.08797,2010,aug,2010,82.48,0,4.09,7.93,21.93
CP3,High,2266.382201,38.70649,-120.08797,2010,sep,2010,80.49,0,0.96,6.36,21.01
CP3,High,2266.382201,38.70649,-120.08797,2010,oct,2010,56.61,0,227.44,2.83,12.93
CP3,High,2266.382201,38.70649,-120.08797,2010,nov,2011,21.84,111.55,208.35,-4.15,6.32
CP3,High,2266.382201,38.70649,-120.08797,2010,dec,2011,16.59,461.48,387.37,-4.05,4
CP3,High,2266.382201,38.70649,-120.08797,2011,jan,2011,18.51,488.32,59.42,-5.3,6.84
CP3,High,2266.382201,38.70649,-120.08797,2011,feb,2011,23.52,690.6599,209.95,-8.49,2.88
CP3,High,2266.382201,38.70649,-120.08797,2011,mar,2011,18.77,1058.4398,392.5,-5.45,3.75
CP3,High,2266.382201,38.70649,-120.08797,2011,apr,2011,23.94,980.71,86.94,-4.02,7.65
CP3,High,2266.382201,38.70649,-120.08797,2011,may,2011,11.83,737.52,91.35,-2,9.66
CP3,High,2266.382201,38.70649,-120.08797,2011,jun,2011,49.97,105.79,88.98,3.38,15.57
CP3,High,2266.382201,38.70649,-120.08797,2011,jul,2011,60.02,0,12.22,8.4,21.89
CP3,High,2266.382201,38.70649,-120.08797,2011,aug,2011,83.68,0,0.14,9.47,23.22
CP3,High,2266.382201,38.70649,-120.08797,2011,sep,2011,82.12,0,18.38,8.41,21.67
CP3,High,2266.382201,38.70649,-120.08797,2011,oct,2011,59.06,0,90.71,2.52,14.78
CP3,High,2266.382201,38.70649,-120.08797,2011,nov,2012,24.62,0,44.41,-3.21,7.23
CP3,High,2266.382201,38.70649,-120.08797,2011,dec,2012,17.83,0,2.43,-5.57,5.31
CP3,High,2266.382201,38.70649,-120.08797,2012,jan,2012,19.41,73.21,157.19,-3.33,7.3
CP3,High,2266.382201,38.70649,-120.08797,2012,feb,2012,26.47,99.29,46.63,-6.14,5.45
CP3,High,2266.382201,38.70649,-120.08797,2012,mar,2012,22.89,246.35,232.48,-4.54,5.19
CP3,High,2266.382201,38.70649,-120.08797,2012,apr,2012,14.36,113.26,120.5,-2.57,9.87
CP3,High,2266.382201,38.70649,-120.08797,2012,may,2012,49.61,0,14.13,1.47,14.89
CP3,High,2266.382201,38.70649,-120.08797,2012,jun,2012,84.05,0,25.36,5.21,18.78
CP3,High,2266.382201,38.70649,-120.08797,2012,jul,2012,94.33,0,4.21,9.89,23.17
CP3,High,2266.382201,38.70649,-120.08797,2012,aug,2012,62.55,0,20.11,11.52,25.23
CP3,High,2266.382201,38.70649,-120.08797,2012,sep,2012,84.77,0,4.09,8.79,22.44
CP3,High,2266.382201,38.70649,-120.08797,2012,oct,2012,60.91,0,68.72,2.41,15.41
CP3,High,2266.382201,38.70649,-120.08797,2012,nov,2013,26.31,0,149.49,-1.44,8.81
CP3,High,2266.382201,38.70649,-120.08797,2012,dec,2013,14.87,378.98,385.33,-6.57,1.62
CP3,High,2266.382201,38.70649,-120.08797,2013,jan,2013,16.88,407.79,39.01,-7.31,4.48
CP3,High,2266.382201,38.70649,-120.08797,2013,feb,2013,25.62,415.99,18.57,-7.29,5.06
CP3,High,2266.382201,38.70649,-120.08797,2013,mar,2013,33.98,354.23,80.58,-2.84,9.3
CP3,High,2266.382201,38.70649,-120.08797,2013,apr,2013,38.28,156.66,63.33,-1.81,11.14
CP3,High,2266.382201,38.70649,-120.08797,2013,may,2013,47.82,0,67.63,1.61,13.77
CP3,High,2266.382201,38.70649,-120.08797,2013,jun,2013,75.48,0,30.26,6.4,20.19
CP3,High,2266.382201,38.70649,-120.08797,2013,jul,2013,90.34,0,9.96,11.8,24.91
CP3,High,2266.382201,38.70649,-120.08797,2013,aug,2013,84.93,0,4.54,9.05,22.11
CP3,High,2266.382201,38.70649,-120.08797,2013,sep,2013,79.74,0,27.21,6.57,18.99
CP3,High,2266.382201,38.70649,-120.08797,2013,oct,2013,57.05,0,28.79,0.18,13.18
CP3,High,2266.382201,38.70649,-120.08797,2013,nov,2014,26.62,0,35.78,-1.49,9.36
CP3,High,2266.382201,38.70649,-120.08797,2013,dec,2014,18.21,23.13,47.95,-6.21,6.71
CP3,High,2266.382201,38.70649,-120.08797,2014,jan,2014,20.72,19.92,76,-2.28,9.38
CP3,High,2266.382201,38.70649,-120.08797,2014,feb,2014,26.5,187.56,253.4,-4.37,5.9
CP3,High,2266.382201,38.70649,-120.08797,2014,mar,2014,30.29,195.04,149.76,-3.23,7.75
CP3,High,2266.382201,38.70649,-120.08797,2014,apr,2014,37.47,28.38,81.89,-2.3,10.39
CP3,High,2266.382201,38.70649,-120.08797,2014,may,2014,49.44,0,40.03,1.82,14.31
CP3,High,2266.382201,38.70649,-120.08797,2014,jun,2014,86.59,0,3.17,6.16,19.96
CP3,High,2266.382201,38.70649,-120.08797,2014,jul,2014,67.1,0,32.83,11.78,24.82
CP3,High,2266.382201,38.70649,-120.08797,2014,aug,2014,62.63,0,17.97,9.53,22.01
CP3,High,2266.382201,38.70649,-120.08797,2014,sep,2014,73.37,0,44.72,7.83,20.52
CP3,High,2266.382201,38.70649,-120.08797,2014,oct,2014,62.76,0,19.54,3.25,16.74
CP3,High,2266.382201,38.70649,-120.08797,2014,nov,2015,27.32,0,86.62,-1,10.02
CP3,High,2266.382201,38.70649,-120.08797,2014,dec,2015,18.11,170.11,195.66,-3.79,4
CP3,High,2266.382201,38.70649,-120.08797,2015,jan,2015,20.2,138.04,5.47,-2.58,8.48
CP3,High,2266.382201,38.70649,-120.08797,2015,feb,2015,31.53,150.85,174.74,-1.44,9.89
CP3,High,2266.382201,38.70649,-120.08797,2015,mar,2015,35.64,30.06,33.94,-1.46,10.9
CP3,High,2266.382201,38.70649,-120.08797,2015,apr,2015,37.06,0,81.22,-2.53,9.92
CP3,High,2266.382201,38.70649,-120.08797,2015,may,2015,36.16,0,77.48,1.46,11.85
CP3,High,2266.382201,38.70649,-120.08797,2015,jun,2015,78.44,0,26.33,7.96,21.4
CP3,High,2266.382201,38.70649,-120.08797,2015,jul,2015,62.46,0,37.06,9,21.4
CP3,High,2266.382201,38.70649,-120.08797,2015,aug,2015,87.75,0,5.68,10.18,23.64
CP3,High,2266.382201,38.70649,-120.08797,2015,sep,2015,83.41,0,6.12,7.96,21.31
CP3,High,2266.382201,38.70649,-120.08797,2015,oct,2015,62.36,0,67.98,3.98,15.59
CP3,High,2266.382201,38.70649,-120.08797,2015,nov,2016,23.19,93.13,146.04,-5.13,5.68
CP3,High,2266.382201,38.70649,-120.08797,2015,dec,2016,15.44,349.27,262.49,-7.1,2.09
CP3,High,2266.382201,38.70649,-120.08797,2016,jan,2016,15.15,607.6099,265.02,-5.91,3.14
CP3,High,2266.382201,38.70649,-120.08797,2016,feb,2016,30.07,597.9999,67.14,-3.6,9.18
CP3,High,2266.382201,38.70649,-120.08797,2016,mar,2016,21.78,677.5599,254.7,-2.88,7.14
CP3,High,2266.382201,38.70649,-120.08797,2016,apr,2016,21.72,484.5,94.84,-1.06,10.76
CP3,High,2266.382201,38.70649,-120.08797,2016,may,2016,47.41,86.89,47.45,0.77,12.41
CP3,High,2266.382201,38.70649,-120.08797,2016,jun,2016,87.57,0,2.07,7.06,20.59
CP3,High,2266.382201,38.70649,-120.08797,2016,jul,2016,94.4,0,0,10.21,23.8
CP3,High,2266.382201,38.70649,-120.08797,2016,aug,2016,86.69,0,3.63,10.35,24.44
CP3,High,2266.382201,38.70649,-120.08797,2016,sep,2016,80.07,0,10.21,6.66,20.07
CP3,High,2266.382201,38.70649,-120.08797,2016,oct,2016,55.45,0,298.6,2.01,12.29
CP3,High,2266.382201,38.70649,-120.08797,2016,nov,2017,26.25,0,90.92,-1.37,9.06
CP3,High,2266.382201,38.70649,-120.08797,2016,dec,2017,17.3,181.39,203.09,-5.7,4.15
CP3,High,2266.382201,38.70649,-120.08797,2017,jan,2017,13.95,870.27,695.3699,-7.22,1.43
CP3,High,2266.382201,38.70649,-120.08797,2017,feb,2017,23.6,1381.9398,519.59,-5.15,3.21
CP3,High,2266.382201,38.70649,-120.08797,2017,mar,2017,26.62,1376.0798,147.4,-3.23,8.41
CP3,High,2266.382201,38.70649,-120.08797,2017,apr,2017,13.7,1359.5499,219.87,-3.21,7.82
CP3,High,2266.382201,38.70649,-120.08797,2017,may,2017,49.32,894.46,31.45,1.49,14.45
CP3,High,2266.382201,38.70649,-120.08797,2017,jun,2017,85.09,104.93,12.36,5.87,19.21
CP3,High,2266.382201,38.70649,-120.08797,2017,jul,2017,96.07,0,1.91,11.09,24.74
CP3,High,2266.382201,38.70649,-120.08797,2017,aug,2017,58.09,0,30.32,10.79,23.97
CP3,High,2266.382201,38.70649,-120.08797,2017,sep,2017,65.37,0,68.17,5.9,17.86
CP3,High,2266.382201,38.70649,-120.08797,2017,oct,2017,59.53,0,14.08,1.35,15.5
CP3,High,2266.382201,38.70649,-120.08797,2017,nov,2018,24.23,16.44,260.71,-0.31,8.27
CP3,High,2266.382201,38.70649,-120.08797,2017,dec,2018,19.93,0,20.61,-3.07,8.68
CP3,High,2266.382201,38.70649,-120.08797,2018,jan,2018,19.49,54.68,127.05,-2.63,6.75
CP3,High,2266.382201,38.70649,-120.08797,2018,feb,2018,25.79,81.92,40.57,-6.89,5
CP3,High,2266.382201,38.70649,-120.08797,2018,mar,2018,18.51,441.85,400.9,-6.39,4.15
CP3,High,2266.382201,38.70649,-120.08797,2018,apr,2018,14.64,280.46,107.65,-2.22,10.63
CP3,High,2266.382201,38.70649,-120.08797,2018,may,2018,49.28,0,39.59,2.26,13.62
CP3,High,2266.382201,38.70649,-120.08797,2018,jun,2018,86.93,0,0.04,6.49,20.5
CP3,High,2266.382201,38.70649,-120.08797,2018,jul,2018,99.31,0,7.77,12.19,25.58
CP3,High,2266.382201,38.70649,-120.08797,2018,aug,2018,89.08,0,1.42,10.9,24.55
CP3,High,2266.382201,38.70649,-120.08797,2018,sep,2018,83.3,0,0.19,7.67,21.38
CP3,High,2266.382201,38.70649,-120.08797,2018,oct,2018,58.9,0,32.11,1.54,13.64
CP3,High,2266.382201,38.70649,-120.08797,2018,nov,2019,27.2,0,170.27,-1.11,10.62
CP3,High,2266.382201,38.70649,-120.08797,2018,dec,2019,17.48,66.48,81.49,-5.55,4.45
CP3,High,2266.382201,38.70649,-120.08797,2019,jan,2019,16.94,283.25,254.77,-4.66,4.54
CP3,High,2266.382201,38.70649,-120.08797,2019,feb,2019,19.45,752.2199,476.2,-9.43,-0.37
CP3,High,2266.382201,38.70649,-120.08797,2019,mar,2019,18.97,938.9999,215.47,-5.42,4.23
CP3,High,2266.382201,38.70649,-120.08797,2019,apr,2019,38.81,733.65,66.14,-0.94,10.71
CP3,High,2266.382201,38.70649,-120.08797,2019,may,2019,12.4,432.13,142.06,-0.36,10.88
CP3,High,2266.382201,38.70649,-120.08797,2019,jun,2019,83.76,0,13.53,5.05,18.68
CP3,High,2266.382201,38.70649,-120.08797,2019,jul,2019,92.14,0,5.5,9.24,22.26
CP3,High,2266.382201,38.70649,-120.08797,2019,aug,2019,85.7,0,0.17,10.08,23.73
CP3,High,2266.382201,38.70649,-120.08797,2019,sep,2019,77.51,0,27.67,5.65,18.32
CP3,High,2266.382201,38.70649,-120.08797,2019,oct,2019,56.24,0,3.43,-0.71,13.22
CP3,High,2266.382201,38.70649,-120.08797,2019,nov,2020,27.5,0,65.79,-1,11.05
CP3,High,2266.382201,38.70649,-120.08797,2019,dec,2020,16.51,277.33,283.89,-4.1,2.83
CP3,High,2266.382201,38.70649,-120.08797,2020,jan,2020,18.18,325.84,65.12,-4.35,4.78
CP3,High,2266.382201,38.70649,-120.08797,2020,feb,2020,28.35,299.16,5.05,-5.17,7.73
CP3,High,2266.382201,38.70649,-120.08797,2020,mar,2020,26.07,468.57,197.14,-5.99,4.02
CP3,High,2266.382201,38.70649,-120.08797,2020,apr,2020,31.72,308.45,103.1,-1.98,10.21
CP3,High,2266.382201,38.70649,-120.08797,2020,may,2020,36.62,0,68.58,1.76,14.01
CP3,High,2266.382201,38.70649,-120.08797,2020,jun,2020,83.53,0,13.46,4.79,18.66
CP3,High,2266.382201,38.70649,-120.08797,2020,jul,2020,95.35,0,7.53,10.08,23.8
CP3,High,2266.382201,38.70649,-120.08797,2020,aug,2020,89.02,0,7.2,11.43,24.74
CP3,High,2266.382201,38.70649,-120.08797,2020,sep,2020,84.78,0,2.6,9.16,22.26
CP3,High,2266.382201,38.70649,-120.08797,2020,oct,2020,65.89,0,0.19,5,19.16
CP3,High,2266.382201,38.70649,-120.08797,2020,nov,2021,25.67,0,101.2,-3.12,8.59
CP3,High,2266.382201,38.70649,-120.08797,2020,dec,2021,18.53,49.7,91.76,-4.77,6.25
CP3,High,2266.382201,38.70649,-120.08797,2021,jan,2021,17.6,208.02,181.92,-5.47,4.32
CP3,High,2266.382201,38.70649,-120.08797,2021,feb,2021,26.19,267.62,78.02,-6.25,4.91
CP3,High,2266.382201,38.70649,-120.08797,2021,mar,2021,29.47,324.16,94.62,-6.35,5.15
CP3,High,2266.382201,38.70649,-120.08797,2021,apr,2021,38.2,123.67,27.3,-2.13,10.77
CP3,High,2266.382201,38.70649,-120.08797,2021,may,2021,49.4,0,22.36,1.76,14.28
CP3,High,2266.382201,38.70649,-120.08797,2021,jun,2021,89.93,0,3.98,8.74,21.46
CP3,High,2266.382201,38.70649,-120.08797,2021,jul,2021,66.41,0,20.52,12.32,24.9
CP3,High,2266.382201,38.70649,-120.08797,2021,aug,2021,88.47,0,1.23,10.56,23.2
CP3,High,2266.382201,38.70649,-120.08797,2021,sep,2021,84.19,0,6.95,8.52,20.93
CP3,High,2266.382201,38.70649,-120.08797,2021,oct,2021,54.46,0,316.5,1.13,11.21
CP3,High,2266.382201,38.70649,-120.08797,2021,nov,2022,28.15,0,43.91,1.16,10.79
CP3,High,2266.382201,38.70649,-120.08797,2021,dec,2022,16.43,425.57,446.5,-4.27,3.67
CP3,High,2266.382201,38.70649,-120.08797,2022,jan,2022,18.75,411.41,6.54,-4.32,6.54
CP3,High,2266.382201,38.70649,-120.08797,2022,feb,2022,27.33,412.47,27.13,-5.14,5.86
CP3,High,2266.382201,38.70649,-120.08797,2022,mar,2022,33.12,349.26,44.65,-2.76,7.86
CP3,High,2266.382201,38.70649,-120.08797,2022,apr,2022,17.64,264.52,146.6,-2.48,8.18
CP3,High,2266.382201,38.70649,-120.08797,2022,may,2022,46.27,0,21.48,-0.5,12.07
CP3,High,2266.382201,38.70649,-120.08797,2022,jun,2022,83.65,0,26.05,5.64,17.93
CP3,High,2266.382201,38.70649,-120.08797,2022,jul,2022,95.87,0,0.17,11.34,23.42
CP3,High,2266.382201,38.70649,-120.08797,2022,aug,2022,73.54,0,14.97,11.47,23.82
CP3,High,2266.382201,38.70649,-120.08797,2022,sep,2022,72.3,0,59.22,9.33,20.47
CP3,High,2266.382201,38.70649,-120.08797,2022,oct,2022,62.6,0,3.86,3.73,16.57
CP3,High,2266.382201,38.70649,-120.08797,2022,nov,2023,22.87,97.49,134.48,-5.55,5.24
CP3,High,2266.382201,38.70649,-120.08797,2022,dec,2023,15.35,622.6899,531.5999,-6.6,2.58
CP3,High,2266.382201,38.70649,-120.08797,2023,jan,2023,14.05,1181.0999,564.8799,-7.45,1.19
CP3,High,2266.382201,38.70649,-120.08797,2023,feb,2023,21.78,1391.6898,218.16,-8.16,2.21
CP3,High,2266.382201,38.70649,-120.08797,2023,mar,2023,17.78,1916.5698,534.4899,-7.99,0.54
CP3,High,2266.382201,38.70649,-120.08797,2023,apr,2023,38.47,1781.3899,21.39,-3.99,8.55
CP3,High,2266.382201,38.70649,-120.08797,2023,may,2023,45.33,1382.4698,69.55,1.23,12.15
CP3,High,2266.382201,38.70649,-120.08797,2023,jun,2023,49.89,754.0699,39.57,3.54,15.27
CP3,High,2266.382201,38.70649,-120.08797,2023,jul,2023,95.3,0,0.02,10.84,24.16
CP3,High,2266.382201,38.70649,-120.08797,2023,aug,2023,56.01,0,52.11,9.65,21.37
CP3,High,2266.382201,38.70649,-120.08797,2023,sep,2023,64.58,0,42.78,6.39,16.79
CP3,High,2266.382201,38.70649,-120.08797,2023,oct,2023,59.26,0,25.42,2.8,13.7
DPR,Mid,1018.591893,39.22846,-120.81518,1993,nov,1994,18.4,0,103.62,3.29,15.96
DPR,Mid,1018.591893,39.22846,-120.81518,1993,dec,1994,13,0,189.93,0.27,10.85
DPR,Mid,1018.591893,39.22846,-120.81518,1994,jan,1994,11.39,0,82.65,1.51,12.49
DPR,Mid,1018.591893,39.22846,-120.81518,1994,feb,1994,18.29,17.62,237.43,-0.16,9.99
DPR,Mid,1018.591893,39.22846,-120.81518,1994,mar,1994,30.1,0,38.33,3.35,16.96
DPR,Mid,1018.591893,39.22846,-120.81518,1994,apr,1994,43.26,0,94.01,4.77,17.98
DPR,Mid,1018.591893,39.22846,-120.81518,1994,may,1994,40.54,0,47.44,8.26,20.55
DPR,Mid,1018.591893,39.22846,-120.81518,1994,jun,1994,41,0,5.15,11.24,26.81
DPR,Mid,1018.591893,39.22846,-120.81518,1994,jul,1994,39.19,0,0,16.43,32.21
DPR,Mid,1018.591893,39.22846,-120.81518,1994,aug,1994,39.66,0,0,15.25,31.79
DPR,Mid,1018.591893,39.22846,-120.81518,1994,sep,1994,53.11,0,20.82,12.99,27.98
DPR,Mid,1018.591893,39.22846,-120.81518,1994,oct,1994,46.63,0,28.37,7.22,21.18
DPR,Mid,1018.591893,39.22846,-120.81518,1994,nov,1995,10.83,0,305.76,0.46,9.64
DPR,Mid,1018.591893,39.22846,-120.81518,1994,dec,1995,9.24,36.27,291.03,0.54,9.16
DPR,Mid,1018.591893,39.22846,-120.81518,1995,jan,1995,5.62,95.48,696.1199,2.67,8.5
DPR,Mid,1018.591893,39.22846,-120.81518,1995,feb,1995,21.38,0,43.05,4.13,16.73
DPR,Mid,1018.591893,39.22846,-120.81518,1995,mar,1995,10.9,0,631.4099,2.13,11.11
DPR,Mid,1018.591893,39.22846,-120.81518,1995,apr,1995,14.26,0,199.28,3.25,15.2
DPR,Mid,1018.591893,39.22846,-120.81518,1995,may,1995,0,0,139.56,7.09,18.05
DPR,Mid,1018.591893,39.22846,-120.81518,1995,jun,1995,0,0,65.84,10.53,23.46
DPR,Mid,1018.591893,39.22846,-120.81518,1995,jul,1995,0,0,0.51,14.05,28.93
DPR,Mid,1018.591893,39.22846,-120.81518,1995,aug,1995,38.78,0,0.05,15.36,30.77
DPR,Mid,1018.591893,39.22846,-120.81518,1995,sep,1995,52.14,0,0,13.19,28.31
DPR,Mid,1018.591893,39.22846,-120.81518,1995,oct,1995,47.96,0,0,8.16,24
DPR,Mid,1018.591893,39.22846,-120.81518,1995,nov,1996,20.01,0,19.87,6.14,18.49
DPR,Mid,1018.591893,39.22846,-120.81518,1995,dec,1996,11.57,0,369.4,2.55,11.01
DPR,Mid,1018.591893,39.22846,-120.81518,1996,jan,1996,5.76,2.97,374.43,1.88,10.86
DPR,Mid,1018.591893,39.22846,-120.81518,1996,feb,1996,12.98,0,379.66,3.59,12.3
