parent.pop,elevation.group,elev_m,Lat,Long,year,cwd,pck,ppt,tmn,tmx,ann_tmean,mean_diurnal_range,temp_seasonality,temp_ann_range,ann_ppt,ppt_seasonality,tmean_wettest_month,tmean_driest_month,ppt_warmest_month,ppt_coldest_month
LVTR1,High,2741.38982,40.47917,-121.5032,2006,76.298,25.974,46.59799999999999,1.7540000000000002,16.182,8.968,14.428,6.112508282202978,27.3,232.99,185.37779847524968,0.4850000000000001,12.97,9.03,203.76
LVTR1,High,2741.38982,40.47917,-121.5032,2007,70.95,0,68.038,1.646,16.484,9.065,14.838,5.458254070671316,27.58,340.19,131.83446365992566,4.540000000000001,13.655,38.66,228.01
LVTR1,High,2741.38982,40.47917,-121.5032,2008,77.596,10,79.902,2.178,17.45,9.814,15.272,5.371455110116811,25.67,399.5100000000001,140.42290007655717,2.7749999999999995,14.745,0,249.59
LVTR1,High,2741.38982,40.47917,-121.5032,2009,73.882,7.94,64.824,1.7080000000000002,16.59,9.149,14.882,6.258130112102177,28.49,324.12,119.97331878786927,4.665,14.705000000000002,1.21,185.8
LVTR1,High,2741.38982,40.47917,-121.5032,2010,74.828,36.948,121.284,1.9560000000000002,15.972000000000001,8.964,14.016000000000002,6.155624866737739,29.03,606.4200000000001,118.42600137994042,6.835,15.31,4.53,318.51
LVTR1,High,2741.38982,40.47917,-121.5032,2011,76.42,13.986,59.136,1.8539999999999999,16.354,9.104,14.5,6.016771767318418,27.25,295.67999999999995,132.13913635487384,6.569999999999999,13.235,0,178.93
LVTR1,High,2741.38982,40.47917,-121.5032,2012,77.788,42.372,105.95800000000001,3.166,16.85,10.008,13.684,5.793019074713978,25.64,529.79,170.30678149659025,1.815,12.345,1.4,421.26
LVTR1,High,2741.38982,40.47917,-121.5032,2013,75.776,0,39.24,1.7699999999999998,15.8,8.785,14.03,5.967663906421004,28.55,196.2,73.16804598858852,1.2849999999999997,12.73,10.55,71.82
LVTR1,High,2741.38982,40.47917,-121.5032,2014,74.296,14.522,115.902,3.6420000000000003,16.82,10.231,13.178,5.69118550918875,26.67,579.51,104.38021633162828,7.194999999999999,16.35,9.79,263.37
LVTR1,High,2741.38982,40.47917,-121.5032,2015,68.01400000000001,25.381999999999998,63.36,2.648,15.636000000000001,9.142,12.988,6.294964852959864,27.49,316.79999999999995,83.77548756723841,-1.09,13.73,73.96,147.02
LVTR1,High,2741.38982,40.47917,-121.5032,2016,75.188,24.418,162.61398,2.806,15.63,9.218,12.824,5.791105896113453,25.92,813.0699,144.9440753560561,4.995,14.19,11.11,535.5599
LVTR1,High,2741.38982,40.47917,-121.5032,2017,77.734,53.598,107.57,3.2079999999999997,16.79,9.999,13.582,6.444208058404073,26.49,537.85,181.9322339604785,1.57,15.815,13.8,459.15
LVTR1,High,2741.38982,40.47917,-121.5032,2018,77.224,14.656,55.458000000000006,1.9240000000000004,16.964,9.444,15.04,6.10004139330218,28.97,277.29,160.17994666245207,1.495,12.135,2.65,209.33
LVTR1,High,2741.38982,40.47917,-121.5032,2019,68.594,0,29.942,1.4060000000000004,15.568,8.487,14.162,5.6351958705975775,26.880000000000003,149.70999999999998,79.0762857268557,9.805,13.47,33.2,68.11
LVTR1,High,2741.38982,40.47917,-121.5032,2020,76.338,12.040000000000001,31.058,3.2399999999999998,18.202,10.721,14.962,6.557637150681638,29.18,155.29,161.22041992038595,0.16500000000000004,13.7,8.38,121.76
LVTR1,High,2741.38982,40.47917,-121.5032,2021,78.424,0,106.58600000000001,3.416,17.35,10.383,13.934,6.416160845864137,27.7,532.93,154.76122329460338,4.885,15.43,3.62,396.59
LVTR1,High,2741.38982,40.47917,-121.5032,2022,78.782,23.838,33.682,2.744,17.11,9.927,14.366,7.356711731473513,31.87,168.41000000000005,161.05991406589885,-2.3899999999999997,8.995,4.86,130.99
LVTR1,High,2741.38982,40.47917,-121.5032,2023,75.682,7.888,37.086,2.044,15.728,8.886,13.684,5.787164029125147,27.8,185.43,105.6091513970709,0.5299999999999998,15.205,0.28,104.49
SC,Low,421.5178299,38.41167,-120.73583000000001,1994,47.37285714285714,0,62.878571428571426,5.677142857142857,18.825714285714284,12.251428571428573,13.148571428571428,5.093849816433632,28.09,440.1499999999999,80.43569480628824,8.09,20.83,0.21,131.94
SC,Low,421.5178299,38.41167,-120.73583000000001,1995,25.677142857142858,0,152.84,6.824285714285715,17.81285714285714,12.318571428571428,10.988571428571428,3.5651142037407837,22.049999999999997,1069.88,79.5401558477777,9.31,11.06,41.95,335.75
SC,Low,421.5178299,38.41167,-120.73583000000001,1996,25.314285714285713,0,142.07285714285715,7.261428571428572,19.18,13.220714285714283,11.918571428571427,4.695232891429551,26.51,994.51,70.26177632830245,9.13,21.505,14.42,329.03
SC,Low,421.5178299,38.41167,-120.73583000000001,1997,48.14714285714286,0,62.54571428571428,6.765714285714286,19.900000000000002,13.332857142857144,13.134285714285715,5.530653108767879,27.29,437.82,162.92149002574425,8.115,13.095,14.04,292.09
SC,Low,421.5178299,38.41167,-120.73583000000001,1998,21.517142857142858,0,155.8542857142857,5.564285714285714,16.174285714285713,10.869285714285713,10.61,3.965398706909799,25.09,1090.98,73.13137415954566,8.219999999999999,18.275,16.09,335.28
SC,Low,421.5178299,38.41167,-120.73583000000001,1999,48.425714285714285,0,77.51714285714286,5.007142857142857,17.80142857142857,11.404285714285717,12.794285714285714,4.678974628209537,26.41,542.62,109.26696724925426,7.9,19.84,5,231.79
SC,Low,421.5178299,38.41167,-120.73583000000001,2000,33.285714285714285,0,107.36142857142856,7.1257142857142854,19.484285714285715,13.305,12.358571428571429,5.315661608241569,27.99,751.53,103.39627048952444,9.835,23.06,11.3,294.89
SC,Low,421.5178299,38.41167,-120.73583000000001,2001,50.91428571428572,0,81.99428571428571,6.221428571428571,19.737142857142857,12.979285714285714,13.515714285714289,6.409476986314504,30.36,573.96,89.80175553275565,7.69,21.295,1.75,209.58
SC,Low,421.5178299,38.41167,-120.73583000000001,2002,50.77857142857143,0,81.59285714285714,6.19,19.291428571428572,12.740714285714285,13.101428571428572,5.437384043645919,29.94,571.15,94.4933428032392,8.74,22.445,0,233.72
SC,Low,421.5178299,38.41167,-120.73583000000001,2003,46.11857142857143,0,80.22285714285714,6.52,19,12.76,12.48,5.005962278456893,28.54,561.56,100.4011350365386,8.82,22.369999999999997,0,215.14
SC,Low,421.5178299,38.41167,-120.73583000000001,2004,54.77428571428571,0,63.15,6.75,20.274285714285714,13.512142857142855,13.524285714285716,5.604536746498959,28.77,442.05,110.82225141895168,8.725,22.075,0.04,166.58
SC,Low,421.5178299,38.41167,-120.73583000000001,2005,29.215714285714284,0,138.5857142857143,6.7457142857142856,18.518571428571427,12.632142857142856,11.772857142857143,4.122091759797504,24.18,970.1,71.96593350530806,9.36,19.12,30.06,300.55
SC,Low,421.5178299,38.41167,-120.73583000000001,2006,39.99428571428571,0,118.92428571428572,6.715714285714285,18.818571428571428,12.767142857142858,12.102857142857143,6.0178836653364955,29.47,832.4699999999999,77.64573665774861,12.405,23.45,0.04,236.78
SC,Low,421.5178299,38.41167,-120.73583000000001,2007,51.44428571428572,0,65.76,6.0771428571428565,19.562857142857144,12.82,13.485714285714286,5.910745158889303,30.58,460.31999999999994,107.27815321443546,9.07,22.09,0.53,201.77
SC,Low,421.5178299,38.41167,-120.73583000000001,2008,55.39,0,58.85714285714286,5.898571428571429,18.942857142857143,12.420714285714284,13.044285714285714,6.152205179561924,30.39,412,130.53923297915975,6.71,22.705,0,210.27
