month,growmonth,parent.pop,elevation.group,elev_m,PckSum,year,cwd,pck,ppt,tmn,tmx,AvgFirstMonth,AvgLastMonth
4,8,SC,Low,421.5178299,0.5973333199818929,1976,65.68000030517578,0,42.68000030517578,4.420000076293945,18.670000076293945,2,10
5,9,SC,Low,421.5178299,0.5973333199818929,1976,72.839996337890625,0,4.949999809265137,9.359999656677246,27.959999084472656,2,10
6,10,SC,Low,421.5178299,0.5973333199818929,1976,98.3499984741211,0,0.8399999737739563,11.31999969482422,30.56999969482422,2,10
11,3,TM2,Low,379.1526973,5.467333396275838,1976,34.13999938964844,0,38.88999938964844,7.059999942779541,19.709999084472656,2,10
12,4,TM2,Low,379.1526973,5.467333396275838,1976,19.719999313354492,0,14.020000457763672,1.2999999523162842,16.489999771118164,2,10
1,5,TM2,Low,379.1526973,5.467333396275838,1976,20.729999542236328,0,21.709999084472656,0.9300000071525574,14.5600004196167,2,10
2,6,TM2,Low,379.1526973,5.467333396275838,1976,21.229999542236328,0,92.81999969482422,3.880000114440918,15.029999732971191,2,10
3,7,TM2,Low,379.1526973,5.467333396275838,1976,30.459999084472656,0,45.47999954223633,2.8399999141693115,16.700000762939453,2,10
4,8,TM2,Low,379.1526973,5.467333396275838,1976,47.72999954223633,0,66.660003662109375,5.21999979019165,18.06999969482422,2,10
5,9,TM2,Low,379.1526973,5.467333396275838,1976,92.44000244140624,0,0.01999999955296516,10.390000343322754,27.61000061035156,2,10
6,10,TM2,Low,379.1526973,5.467333396275838,1976,108.83000183105467,0,3.900000095367432,12.020000457763672,29.489999771118164,2,10
11,3,BH,Low,511.4294422,0.23399999936421711,1977,47.70000076293945,0,56.77000045776367,4.880000114440918,18.469999313354492,2,10
12,4,BH,Low,511.4294422,0.23399999936421711,1977,32.95000076293945,0,196.2599945068359,4.96999979019165,14.760000228881836,2,10
1,5,BH,Low,511.4294422,0.23399999936421711,1977,28.600000381469727,0,48.04999923706055,0.2800000011920929,10.600000381469728,2,10
2,6,BH,Low,511.4294422,0.23399999936421711,1977,43.56999969482422,0,28.219999313354492,2.6500000953674316,16.8799991607666,2,10
3,7,BH,Low,511.4294422,0.23399999936421711,1977,56.79999923706055,0,34.22999954223633,1.0199999809265137,15.0600004196167,2,10
4,8,BH,Low,511.4294422,0.23399999936421711,1977,79.58000183105469,0,0.47999998927116394,6.28000020980835,23.940000534057617,2,10
5,9,BH,Low,511.4294422,0.23399999936421711,1977,38.939998626708984,0,44.91999816894531,6.559999942779541,20.799999237060547,2,10
6,10,BH,Low,511.4294422,0.23399999936421711,1977,124.76000213623048,0,21.15999984741211,13.9399995803833,32.2599983215332,2,10
11,3,CC,Low,313,0.9510000069936116,1977,34.54999923706055,0,100.41000366210938,5.630000114440918,18.549999237060547,2,11
12,4,CC,Low,313,0.9510000069936116,1977,21.3799991607666,0,214.44000244140625,5.349999904632568,13.920000076293944,2,11
1,5,CC,Low,313,0.9510000069936116,1977,19.770000457763672,0,63.849998474121094,1.1699999570846558,11.5,2,11
2,6,CC,Low,313,0.9510000069936116,1977,33.959999084472656,0,59.54999923706055,4.579999923706055,18.219999313354492,2,11
3,7,CC,Low,313,0.9510000069936116,1977,48.7400016784668,0,49.41999816894531,3.4700000286102295,16.309999465942383,2,11
4,8,CC,Low,313,0.9510000069936116,1977,71.55999755859375,0,10.460000038146973,8.619999885559082,24.11000061035156,2,11
5,9,CC,Low,313,0.9510000069936116,1977,41.220001220703125,0,58.290000915527344,8.130000114440918,19.899999618530273,2,11
6,10,CC,Low,313,0.9510000069936116,1977,99.45999908447266,0,0.14000000059604645,16.010000228881836,32.88999938964844,2,11
7,11,CC,Low,313,0.9510000069936116,1977,132.4499969482422,0,1.7000000476837158,16.280000686645508,34.619998931884766,2,11
11,3,IH,Low,454.1298385,17.344000211358072,1977,34.849998474121094,0,110.8499984741211,4.329999923706055,17.549999237060547,2,12
12,4,IH,Low,454.1298385,17.344000211358072,1977,20.280000686645508,0,260.010009765625,4.230000019073486,13.630000114440918,2,12
1,5,IH,Low,454.1298385,17.344000211358072,1977,20.040000915527344,0,76.12000274658203,0.10999999940395357,12.140000343322754,2,12
2,6,IH,Low,454.1298385,17.344000211358072,1977,30,0,68.83000183105469,2.549999952316284,17.260000228881836,2,12
3,7,IH,Low,454.1298385,17.344000211358072,1977,39.959999084472656,0,56.7599983215332,1.2200000286102295,14.979999542236328,2,12
4,8,IH,Low,454.1298385,17.344000211358072,1977,62.08000183105469,0,5.460000038146973,6.849999904632568,23.170000076293945,2,12
5,9,IH,Low,454.1298385,17.344000211358072,1977,2.5,0,77.31999969482422,6.510000228881836,18.63999938964844,2,12
6,10,IH,Low,454.1298385,17.344000211358072,1977,79.910003662109375,0,0,15.050000190734863,31.209999084472656,2,12
7,11,IH,Low,454.1298385,17.344000211358072,1977,183.9199981689453,0,0.8999999761581421,15.510000228881836,33.25,2,12
8,12,IH,Low,454.1298385,17.344000211358072,1977,170.5,0,5.400000095367432,16.389999389648438,32.939998626708984,2,12
11,3,SC,Low,421.5178299,0.5973333199818929,1977,39.400001525878906,0,72.19000244140625,4.710000038146973,18.510000228881836,2,10
12,4,SC,Low,421.5178299,0.5973333199818929,1977,25.899999618530273,0,176.57000732421875,4.809999942779541,14.31999969482422,2,10
1,5,SC,Low,421.5178299,0.5973333199818929,1977,24.260000228881836,0,45.810001373291016,0.75,10.84000015258789,2,10
2,6,SC,Low,421.5178299,0.5973333199818929,1977,36.619998931884766,0,43.4900016784668,2.930000066757202,17.469999313354492,2,10
3,7,SC,Low,421.5178299,0.5973333199818929,1977,50.68000030517578,0,44.22999954223633,1.8200000524520872,15.81999969482422,2,10
4,8,SC,Low,421.5178299,0.5973333199818929,1977,78.18000030517578,0,4.960000038146973,6.679999828338623,24.18000030517578,2,10
5,9,SC,Low,421.5178299,0.5973333199818929,1977,45.560001373291016,0,61.119998931884766,6.789999961853027,20.3700008392334,2,10
6,10,SC,Low,421.5178299,0.5973333199818929,1977,126.58999633789062,0,0,14.68000030517578,32.61000061035156,2,10
11,3,TM2,Low,379.1526973,5.467333396275838,1977,33.650001525878906,0,107.2300033569336,5.289999961853027,18.059999465942383,2,10
12,4,TM2,Low,379.1526973,5.467333396275838,1977,19.649999618530273,0,238.7400054931641,4.96999979019165,13.539999961853027,2,10
1,5,TM2,Low,379.1526973,5.467333396275838,1977,20.059999465942383,0,74.16999816894531,1,11.460000038146973,2,10
2,6,TM2,Low,379.1526973,5.467333396275838,1977,22.6299991607666,0,65.01000213623047,4.389999866485596,17.940000534057617,2,10
3,7,TM2,Low,379.1526973,5.467333396275838,1977,30.8700008392334,0,55.560001373291016,3.0199999809265137,15.729999542236328,2,10
4,8,TM2,Low,379.1526973,5.467333396275838,1977,53.43000030517578,0,13.100000381469728,8.270000457763672,23.649999618530273,2,10
5,9,TM2,Low,379.1526973,5.467333396275838,1977,61.459999084472656,0,68.30999755859375,7.570000171661377,19.3700008392334,2,10
6,10,TM2,Low,379.1526973,5.467333396275838,1977,116.9000015258789,0,0.6399999856948853,15.68000030517578,32.45000076293945,2,10
11,3,BH,Low,511.4294422,0.23399999936421711,1978,41.2400016784668,0,94.63999938964844,3.25,16.09000015258789,2,10
12,4,BH,Low,511.4294422,0.23399999936421711,1978,27.309999465942383,0,51.459999084472656,-0.7200000286102295,11,2,10
1,5,BH,Low,511.4294422,0.23399999936421711,1978,27.34000015258789,0,226.72999572753903,4.690000057220459,14.130000114440918,2,10
2,6,BH,Low,511.4294422,0.23399999936421711,1978,37.66999816894531,0,138.22000122070312,4.420000076293945,14,2,10
3,7,BH,Low,511.4294422,0.23399999936421711,1978,43.52000045776367,0,183.6999969482422,7.570000171661377,17.989999771118164,2,10
4,8,BH,Low,511.4294422,0.23399999936421711,1978,38.099998474121094,0,175.24000549316406,5.639999866485596,17.020000457763672,2,10
5,9,BH,Low,511.4294422,0.23399999936421711,1978,73.160003662109375,0,0,8.979999542236328,26.100000381469727,2,10
6,10,BH,Low,511.4294422,0.23399999936421711,1978,94.4499969482422,0,2.6600000858306885,11.289999961853027,30.38999938964844,2,10
11,3,CC,Low,313,0.9510000069936116,1978,31.34000015258789,0,85.76000213623047,3.569999933242798,16.43000030517578,2,11
12,4,CC,Low,313,0.9510000069936116,1978,19.280000686645508,0,48.29999923706055,0.5199999809265137,11.279999732971191,2,11
1,5,CC,Low,313,0.9510000069936116,1978,18.280000686645508,0,373.1400146484375,5.699999809265137,13.079999923706056,2,11
2,6,CC,Low,313,0.9510000069936116,1978,29.719999313354492,0,161.39999389648438,5.5,14.149999618530272,2,11
3,7,CC,Low,313,0.9510000069936116,1978,37.0099983215332,0,205.27000427246097,7.949999809265137,18.829999923706055,2,11
4,8,CC,Low,313,0.9510000069936116,1978,35.70000076293945,0,172.3000030517578,6.989999771118164,17.90999984741211,2,11
5,9,CC,Low,313,0.9510000069936116,1978,70.23999786376953,0,13.56999969482422,10.890000343322754,25.649999618530273,2,11
6,10,CC,Low,313,0.9510000069936116,1978,87.8499984741211,0,4.199999809265137,13.399999618530272,29.84000015258789,2,11
7,11,CC,Low,313,0.9510000069936116,1978,53.130001068115234,0,4.980000019073486,17.309999465942383,34.380001068115234,2,11
11,3,IH,Low,454.1298385,17.344000211358072,1978,30.200000762939453,0,113.1999969482422,2.8299999237060547,15.010000228881836,2,12
12,4,IH,Low,454.1298385,17.344000211358072,1978,18.799999237060547,0,61.380001068115234,-0.8299999833106995,10.899999618530272,2,12
1,5,IH,Low,454.1298385,17.344000211358072,1978,16.579999923706055,0,377.4700012207031,4.340000152587891,12.619999885559082,2,12
2,6,IH,Low,454.1298385,17.344000211358072,1978,22.989999771118164,0,170.6999969482422,3.849999904632568,13.460000038146973,2,12
3,7,IH,Low,454.1298385,17.344000211358072,1978,22.06999969482422,0,222.19000244140625,6.880000114440918,18.020000457763672,2,12
4,8,IH,Low,454.1298385,17.344000211358072,1978,21.31999969482422,0,188.8800048828125,5.75,16.639999389648438,2,12
5,9,IH,Low,454.1298385,17.344000211358072,1978,51.939998626708984,0,8.029999732971191,9.40999984741211,24.6200008392334,2,12
6,10,IH,Low,454.1298385,17.344000211358072,1978,55.349998474121094,0,2.359999895095825,11.609999656677246,28.290000915527344,2,12
7,11,IH,Low,454.1298385,17.344000211358072,1978,71.19000244140625,0,0,15.899999618530272,32.880001068115234,2,12
8,12,IH,Low,454.1298385,17.344000211358072,1978,89.37999725341797,0,0,15.229999542236328,32.5,2,12
11,3,SC,Low,421.5178299,0.5973333199818929,1978,35.779998779296875,0,71.11000061035156,3.930000066757202,16.260000228881836,2,10
12,4,SC,Low,421.5178299,0.5973333199818929,1978,22.579999923706055,0,58.56999969482422,-0.10000000149011612,10.81999969482422,2,10
1,5,SC,Low,421.5178299,0.5973333199818929,1978,21.170000076293945,0,255.82000732421875,5.190000057220459,13.93000030517578,2,10
2,6,SC,Low,421.5178299,0.5973333199818929,1978,28.13999938964844,0,122.80999755859376,4.639999866485596,14.289999961853027,2,10
3,7,SC,Low,421.5178299,0.5973333199818929,1978,31.75,0,171.36000061035156,7.670000076293945,18.709999084472656,2,10
4,8,SC,Low,421.5178299,0.5973333199818929,1978,35.70000076293945,0,177.3000030517578,6.510000228881836,17.43000030517578,2,10
5,9,SC,Low,421.5178299,0.5973333199818929,1978,69.98999786376953,0,1.5700000524520874,9.579999923706056,26.030000686645508,2,10
6,10,SC,Low,421.5178299,0.5973333199818929,1978,95.41999816894533,0,3.690000057220459,11.520000457763672,30.15999984741211,2,10
11,3,TM2,Low,379.1526973,5.467333396275838,1978,30.31999969482422,0,90.779998779296875,3.2699999809265137,16.040000915527344,2,10
12,4,TM2,Low,379.1526973,5.467333396275838,1978,18.1299991607666,0,55.869998931884766,0.23999999463558197,11.109999656677246,2,10
1,5,TM2,Low,379.1526973,5.467333396275838,1978,16.290000915527344,0,425.8599853515625,5.21999979019165,12.630000114440918,2,10
2,6,TM2,Low,379.1526973,5.467333396275838,1978,3.5799999237060547,0,185.36000061035156,5.010000228881836,13.710000038146973,2,10
3,7,TM2,Low,379.1526973,5.467333396275838,1978,0,0,233.2100067138672,7.409999847412109,18.329999923706055,2,10
4,8,TM2,Low,379.1526973,5.467333396275838,1978,0,0,202.97999572753903,6.420000076293945,17.420000076293945,2,10
5,9,TM2,Low,379.1526973,5.467333396275838,1978,0,0,18.18000030517578,10.380000114440918,25.170000076293945,2,10
6,10,TM2,Low,379.1526973,5.467333396275838,1978,87.660003662109375,0,5.25,13.010000228881836,29.3799991607666,2,10
11,3,BH,Low,511.4294422,0.23399999936421711,1979,43.540000915527344,0,67.73999786376953,4.360000133514404,17.40999984741211,2,10
12,4,BH,Low,511.4294422,0.23399999936421711,1979,31.1299991607666,0,55.5099983215332,2.740000009536743,16.110000610351562,2,10
1,5,BH,Low,511.4294422,0.23399999936421711,1979,26.209999084472656,0,176.72999572753906,1.350000023841858,11.68000030517578,2,10
2,6,BH,Low,511.4294422,0.23399999936421711,1979,35.880001068115234,0,127.5999984741211,1.5,13.260000228881836,2,10
3,7,BH,Low,511.4294422,0.23399999936421711,1979,41.029998779296875,0,108.3499984741211,4.480000019073486,16.1200008392334,2,10
4,8,BH,Low,511.4294422,0.23399999936421711,1979,70.37999725341797,0,18.56999969482422,5.300000190734863,19.530000686645508,2,10
5,9,BH,Low,511.4294422,0.23399999936421711,1979,74.7699966430664,0,10.470000267028809,9.850000381469728,27.059999465942383,2,10
6,10,BH,Low,511.4294422,0.23399999936421711,1979,97.6500015258789,0,0,12.3100004196167,32.4900016784668,2,10
11,3,CC,Low,313,0.9510000069936116,1979,29.799999237060547,0,109.73999786376952,6.130000114440918,16.290000915527344,2,11
12,4,CC,Low,313,0.9510000069936116,1979,20.43000030517578,0,169.4499969482422,3.259999990463257,15.010000228881836,2,11
1,5,CC,Low,313,0.9510000069936116,1979,19.020000457763672,0,204.22999572753903,1.809999942779541,11.520000457763672,2,11
2,6,CC,Low,313,0.9510000069936116,1979,28.729999542236328,0,230.4900054931641,3.0299999713897705,13.479999542236328,2,11
3,7,CC,Low,313,0.9510000069936116,1979,43.91999816894531,0,134.0399932861328,6,17.229999542236328,2,11
4,8,CC,Low,313,0.9510000069936116,1979,59.36000061035156,0,68.160003662109375,6.380000114440918,19.489999771118164,2,11
5,9,CC,Low,313,0.9510000069936116,1979,70.7699966430664,0,28.1200008392334,10.979999542236328,26.3799991607666,2,11
6,10,CC,Low,313,0.9510000069936116,1979,88.95999908447266,0,0.119999997317791,13.270000457763672,31.579999923706055,2,11
7,11,CC,Low,313,0.9510000069936116,1979,52.2599983215332,0,2.8299999237060547,16.09000015258789,33.650001525878906,2,11
11,3,IH,Low,454.1298385,17.344000211358072,1979,27.34000015258789,0,109.69000244140624,4.119999885559082,15.43000030517578,2,12
12,4,IH,Low,454.1298385,17.344000211358072,1979,20.40999984741211,0,157.94000244140625,2.200000047683716,14.949999809265137,2,12
1,5,IH,Low,454.1298385,17.344000211358072,1979,17.389999389648438,4.820000171661377,226.8500061035156,0.5,10.600000381469728,2,12
2,6,IH,Low,454.1298385,17.344000211358072,1979,21.209999084472656,0,236.8000030517578,1.5800000429153442,12.279999732971191,2,12
3,7,IH,Low,454.1298385,17.344000211358072,1979,21.06999969482422,0,169.72999572753906,4.320000171661377,15.789999961853027,2,12
4,8,IH,Low,454.1298385,17.344000211358072,1979,38.34000015258789,0,66.81999969482422,5.369999885559082,18.420000076293945,2,12
5,9,IH,Low,454.1298385,17.344000211358072,1979,52.439998626708984,0,32.58000183105469,9.890000343322754,25.209999084472656,2,12
6,10,IH,Low,454.1298385,17.344000211358072,1979,56.439998626708984,0,0,12.380000114440918,30.219999313354492,2,12
7,11,IH,Low,454.1298385,17.344000211358072,1979,0,0,8.050000190734863,15.050000190734863,32.06999969482422,2,12
8,12,IH,Low,454.1298385,17.344000211358072,1979,108.55999755859376,0,1.1699999570846558,14.0600004196167,30.790000915527344,2,12
11,3,SC,Low,421.5178299,0.5973333199818929,1979,33.959999084472656,0,91.2300033569336,4.75,16.68000030517578,2,10
12,4,SC,Low,421.5178299,0.5973333199818929,1979,23.770000457763672,0,108.44000244140624,2.5999999046325684,15.5,2,10
1,5,SC,Low,421.5178299,0.5973333199818929,1979,22.020000457763672,0,174.64999389648438,1.1699999570846558,11.539999961853027,2,10
2,6,SC,Low,421.5178299,0.5973333199818929,1979,25.780000686645508,0,182.6499938964844,2.1500000953674316,13.350000381469728,2,10
3,7,SC,Low,421.5178299,0.5973333199818929,1979,30.100000381469727,0,142.05999755859375,5.119999885559082,16.68000030517578,2,10
4,8,SC,Low,421.5178299,0.5973333199818929,1979,66.66999816894531,0,38.22999954223633,5.869999885559082,19.530000686645508,2,10
5,9,SC,Low,421.5178299,0.5973333199818929,1979,71.69999694824219,0,16.579999923706055,9.899999618530272,26.899999618530273,2,10
6,10,SC,Low,421.5178299,0.5973333199818929,1979,95.18000030517578,0,0,11.84000015258789,32.41999816894531,2,10
11,3,TM2,Low,379.1526973,5.467333396275838,1979,17.549999237060547,0,124.04000091552734,5.710000038146973,15.859999656677246,2,10
12,4,TM2,Low,379.1526973,5.467333396275838,1979,5.210000038146973,0,192.22999572753903,3.0899999141693115,14.739999771118164,2,10
1,5,TM2,Low,379.1526973,5.467333396275838,1979,19.780000686645508,0,221.6199951171875,1.440000057220459,11.140000343322754,2,10
2,6,TM2,Low,379.1526973,5.467333396275838,1979,13.649999618530272,0,261.5199890136719,2.5399999618530273,12.970000267028809,2,10
3,7,TM2,Low,379.1526973,5.467333396275838,1979,20.84000015258789,0,148.6999969482422,5.539999961853027,16.770000457763672,2,10
4,8,TM2,Low,379.1526973,5.467333396275838,1979,39.5099983215332,0,79.279998779296875,5.889999866485596,19.030000686645508,2,10
5,9,TM2,Low,379.1526973,5.467333396275838,1979,90.91999816894533,0,34.47999954223633,10.59000015258789,25.979999542236328,2,10
6,10,TM2,Low,379.1526973,5.467333396275838,1979,110.33000183105467,0,0.36000001430511475,12.949999809265137,31.15999984741211,2,10
11,3,BH,Low,511.4294422,0.23399999936421711,1980,46.77000045776367,0,15.6899995803833,3.940000057220459,20.3799991607666,2,10
12,4,BH,Low,511.4294422,0.23399999936421711,1980,32.540000915527344,0,28.729999542236328,3.0999999046325684,15.479999542236328,2,10
1,5,BH,Low,511.4294422,0.23399999936421711,1980,27.63999938964844,0,236.08999633789065,4.239999771118164,13.890000343322754,2,10
2,6,BH,Low,511.4294422,0.23399999936421711,1980,38.45000076293945,0,173.0500030517578,3.819999933242798,16.09000015258789,2,10
3,7,BH,Low,511.4294422,0.23399999936421711,1980,48.90999984741211,0,74.94999694824219,3.299999952316284,15.68000030517578,2,10
4,8,BH,Low,511.4294422,0.23399999936421711,1980,69.279998779296875,0,37.279998779296875,6.050000190734863,20.38999938964844,2,10
5,9,BH,Low,511.4294422,0.23399999936421711,1980,62.279998779296875,0,21.600000381469727,8.010000228881836,22.88999938964844,2,10
6,10,BH,Low,511.4294422,0.23399999936421711,1980,91.94000244140624,0,0,10.5,28.18000030517578,2,10
11,3,CC,Low,313,0.9510000069936116,1980,32.84000015258789,0,23.530000686645508,5.289999961853027,19.59000015258789,2,11
12,4,CC,Low,313,0.9510000069936116,1980,21.450000762939453,0,132.1699981689453,4.210000038146973,14.59000015258789,2,11
1,5,CC,Low,313,0.9510000069936116,1980,17.959999084472656,0,262.19000244140625,4.659999847412109,12.81999969482422,2,11
2,6,CC,Low,313,0.9510000069936116,1980,29.75,0,281.7099914550781,6.599999904632568,15.300000190734863,2,11
3,7,CC,Low,313,0.9510000069936116,1980,49.34000015258789,0,78.1500015258789,4.929999828338623,17,2,11
4,8,CC,Low,313,0.9510000069936116,1980,67.94999694824219,0,53.400001525878906,7.96999979019165,21.1200008392334,2,11
5,9,CC,Low,313,0.9510000069936116,1980,68.55999755859375,0,27.790000915527344,9.649999618530272,24.280000686645508,2,11
6,10,CC,Low,313,0.9510000069936116,1980,84.81999969482422,0,13.859999656677246,11.670000076293944,27.329999923706055,2,11
7,11,CC,Low,313,0.9510000069936116,1980,52.31999969482422,0,8.550000190734863,16.780000686645508,33.90999984741211,2,11
11,3,IH,Low,454.1298385,17.344000211358072,1980,34.130001068115234,0,28.13999938964844,4.489999771118164,18.770000457763672,2,12
12,4,IH,Low,454.1298385,17.344000211358072,1980,22.239999771118164,0,88.5,2.309999942779541,15.510000228881836,2,12
1,5,IH,Low,454.1298385,17.344000211358072,1980,16.450000762939453,0,344.260009765625,3.619999885559082,12.760000228881836,2,12
2,6,IH,Low,454.1298385,17.344000211358072,1980,22.459999084472656,0,324.1499938964844,4.909999847412109,14.9399995803833,2,12
3,7,IH,Low,454.1298385,17.344000211358072,1980,37.959999084472656,0,105.63999938964844,2.799999952316284,15.520000457763672,2,12
4,8,IH,Low,454.1298385,17.344000211358072,1980,57.65999984741211,0,61.16999816894531,6.300000190734863,19.399999618530273,2,12
5,9,IH,Low,454.1298385,17.344000211358072,1980,49.970001220703125,0,33.959999084472656,8.09000015258789,22.049999237060547,2,12
6,10,IH,Low,454.1298385,17.344000211358072,1980,53.18000030517578,0,5.25,10.210000038146973,25.649999618530273,2,12
7,11,IH,Low,454.1298385,17.344000211358072,1980,0,0,20.31999969482422,15.619999885559082,31.8799991607666,2,12
8,12,IH,Low,454.1298385,17.344000211358072,1980,92.05999755859376,0,0.17000000178813934,14,31.299999237060547,2,12
11,3,SC,Low,421.5178299,0.5973333199818929,1980,39.560001373291016,0,11.0600004196167,4.909999847412109,20.239999771118164,2,10
12,4,SC,Low,421.5178299,0.5973333199818929,1980,26.6200008392334,0,60.88999938964844,2.4700000286102295,15.260000228881836,2,10
1,5,SC,Low,421.5178299,0.5973333199818929,1980,20.520000457763672,0,240.8699951171875,4.03000020980835,13.1899995803833,2,10
2,6,SC,Low,421.5178299,0.5973333199818929,1980,27.770000457763672,0,202.94000244140625,5.130000114440918,16.110000610351562,2,10
3,7,SC,Low,421.5178299,0.5973333199818929,1980,46.7400016784668,0,71.410003662109375,3.3499999046325684,16.440000534057617,2,10
4,8,SC,Low,421.5178299,0.5973333199818929,1980,68.089996337890625,0,52.459999084472656,6.610000133514404,20.739999771118164,2,10
5,9,SC,Low,421.5178299,0.5973333199818929,1980,67.66999816894531,0,26,8.170000076293945,23.920000076293945,2,10
6,10,SC,Low,421.5178299,0.5973333199818929,1980,85.62000274658203,0,1.850000023841858,10.15999984741211,28.079999923706055,2,10
11,3,TM2,Low,379.1526973,5.467333396275838,1980,32.86000061035156,0,27.670000076293945,5.130000114440918,19.13999938964844,2,10
12,4,TM2,Low,379.1526973,5.467333396275838,1980,19.68000030517578,0,156.60000610351562,4.099999904632568,14.520000457763672,2,10
1,5,TM2,Low,379.1526973,5.467333396275838,1980,4.119999885559082,0,294.8800048828125,4.260000228881836,12.56999969482422,2,10
2,6,TM2,Low,379.1526973,5.467333396275838,1980,0,0,315.8299865722656,6.070000171661377,14.869999885559082,2,10
3,7,TM2,Low,379.1526973,5.467333396275838,1980,0,0,83.56999969482422,4.329999923706055,16.43000030517578,2,10
4,8,TM2,Low,379.1526973,5.467333396275838,1980,0,0,64.41999816894531,7.510000228881836,20.63999938964844,2,10
5,9,TM2,Low,379.1526973,5.467333396275838,1980,61.2400016784668,0,35.779998779296875,9.170000076293944,23.790000915527344,2,10
6,10,TM2,Low,379.1526973,5.467333396275838,1980,78.61000061035156,0,15.989999771118164,11.229999542236328,26.75,2,10
11,3,BH,Low,511.4294422,0.23399999936421711,1981,42.91999816894531,0,129.57000732421875,6.389999866485596,18.75,2,10
12,4,BH,Low,511.4294422,0.23399999936421711,1981,29.190000534057617,0,82.410003662109375,4.360000133514404,14.300000190734863,2,10
1,5,BH,Low,511.4294422,0.23399999936421711,1981,33.040000915527344,0,126.13999938964844,4.159999847412109,15.579999923706056,2,10
2,6,BH,Low,511.4294422,0.23399999936421711,1981,43.27000045776367,0,39.779998779296875,4.139999866485596,15.84000015258789,2,10
3,7,BH,Low,511.4294422,0.23399999936421711,1981,53.130001068115234,0,115.04000091552734,4.409999847412109,15.460000038146973,2,10
4,8,BH,Low,511.4294422,0.23399999936421711,1981,73.18000030517578,0,32.310001373291016,6.75,21.270000457763672,2,10
5,9,BH,Low,511.4294422,0.23399999936421711,1981,74.58000183105469,0,11.579999923706056,9.720000267028809,26.15999984741211,2,10
6,10,BH,Low,511.4294422,0.23399999936421711,1981,102.3000030517578,0,0,14.970000267028809,34.18000030517578,2,10
11,3,CC,Low,313,0.9510000069936116,1981,29.530000686645508,0,347.2099914550781,8.289999961853027,16.969999313354492,2,11
12,4,CC,Low,313,0.9510000069936116,1981,19.170000076293945,0,256.5,5.28000020980835,12.739999771118164,2,11
1,5,CC,Low,313,0.9510000069936116,1981,19.86000061035156,0,215.88999938964844,4.389999866485596,13.220000267028809,2,11
2,6,CC,Low,313,0.9510000069936116,1981,32.9900016784668,0,68.08000183105469,5.480000019073486,16.020000457763672,2,11
3,7,CC,Low,313,0.9510000069936116,1981,45.11000061035156,0,183.1699981689453,5.78000020980835,16.40999984741211,2,11
4,8,CC,Low,313,0.9510000069936116,1981,68.9000015258789,0,42.86000061035156,8.260000228881836,22.18000030517578,2,11
5,9,CC,Low,313,0.9510000069936116,1981,71.12000274658203,0,17.8799991607666,11.390000343322754,26.520000457763672,2,11
6,10,CC,Low,313,0.9510000069936116,1981,91.9000015258789,0,0.05000000074505806,16,33.2400016784668,2,11
7,11,CC,Low,313,0.9510000069936116,1981,112.6999969482422,0,0,16.010000228881836,35.2400016784668,2,11
11,3,IH,Low,454.1298385,17.344000211358072,1981,25.329999923706055,0,353.8399963378906,6.090000152587891,16.40999984741211,2,12
12,4,IH,Low,454.1298385,17.344000211358072,1981,18.170000076293945,0,318.25,4.110000133514404,12.779999732971191,2,12
1,5,IH,Low,454.1298385,17.344000211358072,1981,19.3700008392334,0,237.1999969482422,3.359999895095825,14.140000343322754,2,12
2,6,IH,Low,454.1298385,17.344000211358072,1981,28.690000534057617,0,64.529998779296875,3.4000000953674316,15.380000114440918,2,12
3,7,IH,Low,454.1298385,17.344000211358072,1981,33.86000061035156,0,200.13999938964844,3.660000085830689,14.949999809265137,2,12
4,8,IH,Low,454.1298385,17.344000211358072,1981,58.380001068115234,0,31.489999771118164,6.090000152587891,20.770000457763672,2,12
5,9,IH,Low,454.1298385,17.344000211358072,1981,51.95000076293945,0,25.5,9.4399995803833,24.56999969482422,2,12
6,10,IH,Low,454.1298385,17.344000211358072,1981,58.349998474121094,0,0,14.68000030517578,31.799999237060547,2,12
7,11,IH,Low,454.1298385,17.344000211358072,1981,72.20999908447266,0,0,15.119999885559082,33.939998626708984,2,12
8,12,IH,Low,454.1298385,17.344000211358072,1981,94.4499969482422,0,0,15.020000457763672,33.58000183105469,2,12
11,3,SC,Low,421.5178299,0.5973333199818929,1981,33.25,0,206.3999938964844,6.690000057220459,17.950000762939453,2,10
12,4,SC,Low,421.5178299,0.5973333199818929,1981,21.84000015258789,0,163.22000122070312,4.53000020980835,13.56999969482422,2,10
1,5,SC,Low,421.5178299,0.5973333199818929,1981,25.63999938964844,0,182.2400054931641,4.21999979019165,13.729999542236328,2,10
2,6,SC,Low,421.5178299,0.5973333199818929,1981,33.470001220703125,0,43.630001068115234,3.7300000190734863,16.329999923706055,2,10
3,7,SC,Low,421.5178299,0.5973333199818929,1981,42.209999084472656,0,140.35000610351562,4.21999979019165,15.81999969482422,2,10
4,8,SC,Low,421.5178299,0.5973333199818929,1981,68.56999969482422,0,36.93000030517578,6.489999771118164,21.479999542236328,2,10
5,9,SC,Low,421.5178299,0.5973333199818929,1981,71.220001220703125,0,19.1299991607666,9.4399995803833,26.049999237060547,2,10
6,10,SC,Low,421.5178299,0.5973333199818929,1981,97.66999816894533,0,0,14.18000030517578,34.08000183105469,2,10
