parent.pop,elevation.group,elev_m,Lat,Long,year,ann_tmean,mean_diurnal_range,temp_seasonality,temp_ann_range,tmean_wettest_quarter,tmean_driest_quarter,ann_ppt,ppt_seasonality,ppt_warmest_quarter,ppt_coldest_quarter
CP3,High,2266.382201,38.70649,-120.08797,1908,5.635833333333333,14.67,667.3649278840602,34.09,-1.4616666666666667,10.49,938.3700000000001,94.29871153650444,61.910000000000004,518.8499999999999
CP3,High,2266.382201,38.70649,-120.08797,1909,5.5675,13.42,638.5099664631142,32.32,-1.7249999999999996,11.26,1478.8299000000002,166.12743598056642,21.06,1089.1199000000001
CP3,High,2266.382201,38.70649,-120.08797,1910,6.0024999999999995,13.91,654.8354928738001,31.200000000000003,-2.3649999999999998,10.506666666666666,1307.61,100.83227857323813,114.68,621.05
CP3,High,2266.382201,38.70649,-120.08797,1911,4.8125,13.505,584.1287023499967,34.129999999999995,-1.3999999999999997,7.575,1642.9398999999999,156.34275245432264,281.07,1058.3899000000001
CP3,High,2266.382201,38.70649,-120.08797,1912,3.6279166666666667,14.024166666666666,574.3685251226037,32.61,0.9966666666666666,2.8249999999999997,977.9999999999999,64.48128617513949,238.54999999999998,271.18
CP3,High,2266.382201,38.70649,-120.08797,1913,4.397083333333334,14.5475,666.1239121123626,36.26,5.794999999999999,6.941666666666666,923.03,76.12540610678585,99.5,322.28
CP3,High,2266.382201,38.70649,-120.08797,1914,5.87625,13.3525,589.4122698617974,32.07,-1.2783333333333333,9.118333333333334,1464.4299,123.37694685965943,125.11000000000001,966.6799000000001
CP3,High,2266.382201,38.70649,-120.08797,1915,5.5875,14.451666666666668,665.2725518025061,34.01,-2.3916666666666666,8.751666666666667,1192.27,126.40203929594784,67.80000000000001,766.1700000000001
CP3,High,2266.382201,38.70649,-120.08797,1916,4.995416666666667,14.194166666666666,626.1694317011727,32.79,-2.263333333333333,9.988333333333335,1431.5999,128.8604330705584,83.93,953.3299
CP3,High,2266.382201,38.70649,-120.08797,1917,4.649166666666667,14.441666666666666,796.4893377513067,36.57,-3.8683333333333336,7.456666666666667,1022.9400000000002,117.1867483348409,102.27000000000001,647.6000000000001
CP3,High,2266.382201,38.70649,-120.08797,1918,6.107083333333334,14.319166666666666,666.0026091381234,32.44,-0.5533333333333333,9.986666666666666,1093.5,114.28107256799092,347.29999999999995,419.43
CP3,High,2266.382201,38.70649,-120.08797,1919,5.7375,14.086666666666666,718.9886362738351,33.48,-1.8733333333333333,10.471666666666666,909.62,139.58115323381259,55.06,528.74
CP3,High,2266.382201,38.70649,-120.08797,1920,5.244166666666667,14.1,617.4531573448722,31.57,5.308333333333333,8.626666666666667,1152.8799999999999,97.16987974489561,253.28000000000003,346.05
CP3,High,2266.382201,38.70649,-120.08797,1921,5.70375,13.3325,676.9718379062617,32.629999999999995,-1.6650000000000003,9.761666666666667,1168.2000000000003,111.79942516881123,140.35,696.01
CP3,High,2266.382201,38.70649,-120.08797,1922,5.264166666666666,13.938333333333333,745.9355575789413,36.35,-2.4550000000000005,9.648333333333333,1304.7,106.57888813820966,46.86,783.01
CP3,High,2266.382201,38.70649,-120.08797,1923,4.98625,13.724166666666667,613.207036259518,32.32,-1.3216666666666665,8.151666666666667,1348.5900000000001,104.95729992285577,350.51,702.64
CP3,High,2266.382201,38.70649,-120.08797,1924,6.1258333333333335,14.625,623.720611744675,33.47,-0.2866666666666668,9.63,632.4899999999999,101.25906622078888,77.01,275.85
CP3,High,2266.382201,38.70649,-120.08797,1925,5.215833333333333,12.646666666666667,597.1822408510477,30.93,-1.6133333333333333,8.131666666666666,1199.4099999999999,84.03082291639934,209.90999999999997,567.4000000000001
CP3,High,2266.382201,38.70649,-120.08797,1926,7.4625,15.72,606.7582827093205,32.54,0.4750000000000001,11.96,778.54,118.37977581259602,34.66,419.80000000000007
CP3,High,2266.382201,38.70649,-120.08797,1927,5.3875,12.975,585.6844674861588,30.04,-1.2933333333333332,8.356666666666666,1322.73,100.92450670124305,146.79000000000002,543.1999999999999
CP3,High,2266.382201,38.70649,-120.08797,1928,6.091666666666667,13.815000000000001,615.6576798740343,31.12,5.111666666666667,9.725,931.6200000000001,136.26543751422724,86.34,315.74
CP3,High,2266.382201,38.70649,-120.08797,1929,4.66125,15.355833333333333,679.0687850083577,35.6,-2.903333333333333,6.835,810.92,84.80261957308338,134.81,332.32
CP3,High,2266.382201,38.70649,-120.08797,1930,5.25,13.791666666666668,664.4571947359466,34.76,-1.76,6.198333333333333,1172.07,113.11227346367696,159.48,792.83
CP3,High,2266.382201,38.70649,-120.08797,1931,5.6375,14.813333333333333,690.4652087871295,36.03,3.6316666666666664,9.688333333333334,744.25,92.13961052763149,65.34,287.22
CP3,High,2266.382201,38.70649,-120.08797,1932,4.047916666666667,13.8525,768.349691290405,33.65,-4.72,8.481666666666667,1126.0999999999997,124.40780963759772,96.22999999999999,747.4000000000001
CP3,High,2266.382201,38.70649,-120.08797,1933,4.3275,14.73,808.5931806651488,37.93,-5.653333333333333,9.423333333333334,969.3099999999998,101.96438593407477,62.03,465.25
CP3,High,2266.382201,38.70649,-120.08797,1934,6.751666666666667,14.701666666666666,587.1768098797891,33.16,-0.6000000000000001,11.479999999999999,781.8,106.75087998770636,80.34,493.77
CP3,High,2266.382201,38.70649,-120.08797,1935,4.3637500000000005,14.240833333333333,666.946574288035,34.69,4.831666666666666,3.9916666666666667,1230.8,98.79350299457525,340.59000000000003,400.51
CP3,High,2266.382201,38.70649,-120.08797,1936,4.681666666666667,14.761666666666667,695.1437828161011,33.61,-3.453333333333333,5.621666666666666,1489.0399000000002,138.8532770038304,107.22,1057.3399
CP3,High,2266.382201,38.70649,-120.08797,1937,4.2041666666666675,14.925,816.67354202424394,40.760000000000005,-5.971666666666667,7.483333333333334,1258.34,114.43822446681426,83.65,790.1
CP3,High,2266.382201,38.70649,-120.08797,1938,4.815,14.141666666666666,679.3168694290677,32.870000000000005,-1.6850000000000005,9.405,1991.8599000000004,112.6956253130184,126.52,1025.6898999999999
CP3,High,2266.382201,38.70649,-120.08797,1939,5.259166666666666,14.513333333333334,666.8986168463053,36.11,-2.2416666666666667,7.075,890.2499999999998,77.59421219289035,112.87999999999998,360.28
CP3,High,2266.382201,38.70649,-120.08797,1940,6.0287500000000005,14.034166666666668,599.2797997672631,31.03,-0.545,9.311666666666666,1321.0900000000001,143.7445222653405,302.41,863.3299999999999
CP3,High,2266.382201,38.70649,-120.08797,1941,4.49125,13.350833333333334,571.3739073894209,31.09,-1.3566666666666667,5.118333333333333,1418.35,102.12950699116567,191.02,887.8600000000001
CP3,High,2266.382201,38.70649,-120.08797,1942,4.69375,13.554166666666667,706.4263496642803,32.96,-3.0883333333333334,8.078333333333333,1521.93,109.60757337635722,237.85,937.81
CP3,High,2266.382201,38.70649,-120.08797,1943,5.2716666666666665,13.921666666666667,594.1426341350784,31.689999999999998,-1.3583333333333334,10.331666666666667,1495.3099999999997,103.50179237922852,70.86,706.39
CP3,High,2266.382201,38.70649,-120.08797,1944,4.785,13.985000000000001,663.3766241393689,32.95,-2.688333333333334,7.848333333333334,970.8100000000002,93.33818051422237,138.95000000000002,508.66
CP3,High,2266.382201,38.70649,-120.08797,1945,5.114166666666667,13.471666666666666,747.8102224414151,34.8,0.3783333333333337,10.375,1419.6699999999998,85.50738607414388,82.96,484.34
CP3,High,2266.382201,38.70649,-120.08797,1946,4.8687499999999995,13.214166666666667,691.5459665587215,32.96,-2.561666666666667,10.16,1203.14,119.78134217055857,31.06,616.0400000000001
CP3,High,2266.382201,38.70649,-120.08797,1947,5.5175,13.941666666666666,594.0853741830224,30.92,3.1983333333333337,10.035,1039.35,96.3860663808542,64.30999999999999,274.98
CP3,High,2266.382201,38.70649,-120.08797,1948,4.270416666666667,13.834166666666667,682.5421551527833,32.19,6.731666666666666,6.361666666666667,986.8100000000001,118.27139190065566,325.39,276.45
CP3,High,2266.382201,38.70649,-120.08797,1949,4.23,14.316666666666666,833.5502384379721,38.35,-6.616666666666667,8.178333333333335,966.45,101.54092540087345,59.94,469.47
CP3,High,2266.382201,38.70649,-120.08797,1950,4.761666666666668,13.978333333333333,702.4124446678337,34.46,-3.5366666666666666,8.716666666666667,1392.6000000000001,103.55204801316663,178.21999999999997,650.3299999999999
CP3,High,2266.382201,38.70649,-120.08797,1951,5.79375,12.959166666666667,653.1628338324219,31.240000000000002,-1.1900000000000002,10.771666666666667,1561.8500000000001,111.55245794809048,104.39,716.41
CP3,High,2266.382201,38.70649,-120.08797,1952,4.480833333333333,13.646666666666667,779.5153165832464,33.97,-4.675,8.798333333333334,1670.3300000000002,108.75496145777956,100.06,1013.72
