parent.pop,elevation.group,elev_m,Lat,Long,Gowers_Dist,bias,std.error,conf.low,conf.high,TimePd
SC,Low,421.5178299,38.41167,-120.73583000000001,0.19208256358582085,0.0016869786745000726,0.010965843930457487,0.16890292574753696,0.2118882440751046,Recent
BH,Low,511.4294422,37.40985,-119.96458,0.22583474182538152,-3.644571303343669e-4,0.011161457490739058,0.20432314425889253,0.24807525365253924,Recent
CC,Low,313,39.58597,-121.43311,0.2741580240096135,0.001171492521472417,0.00976056861817836,0.2538561685278796,0.2921168944484025,Recent
IH,Low,454.1298385,39.09332,-120.92114,0.2858453001546184,0.0019209529297156691,0.012931212396948657,0.2585796366504455,0.30926905779936,Recent
TM2,Low,379.1526973,39.59255,-121.55072,0.3053494140449003,-6.899479345567894e-5,0.011589155207522909,0.28270408202036623,0.3281327356563457,Recent
FR,Mid,787,40.01362,-121.18498,0.34940191931493975,-0.0010459275746882435,0.012598075148385103,0.3257560733242641,0.3751396204549919,Recent
WV,Mid,748.8570558,40.74084,-123.00364,0.4101415531272388,-8.92879010201908e-4,0.00931470056248926,0.3927779545081868,0.42929090976669465,Recent
SQ1,Mid,1921.036585,36.56435,-118.7764,0.4284632036279818,-0.0011395244261524495,0.0189835650887321,0.39239562418204743,0.46680983192622105,Recent
SQ2,Mid,1934.45122,36.66557,-118.83543,0.4457962250308367,4.580738547595442e-4,0.01942425104324804,0.40726731870464644,0.4834089836475079,Recent
DPR,Mid,1018.591893,39.22846,-120.81518,0.4602717482119945,-0.001120725989960103,0.014499047012443842,0.4329748642474116,0.4898100841564976,Recent
WL1,Mid,1613.837245,38.78608,-120.2143,0.4708241657573696,-5.827859618015019e-4,0.016159609286332907,0.4397346995137196,0.5030792039246226,Recent
WR,Mid,1158,39.34346,-120.80659,0.5146265043672675,-0.0012794218193674656,0.01523354745918366,0.48604872180985337,0.5457631305634166,Recent
SQ3,High,2373.170732,36.72109,-118.84933,0.5146283017384257,1.0520356847443235e-4,0.020899434938126127,0.47356095839398593,0.5554852379459165,Recent
YO4,High,2157.57391,37.76378,-119.77244,0.5396813988188448,-0.0018191337445888633,0.0175330657537193,0.5071363551475713,0.5758647099792961,Recent
