rowid,parent.pop,phylogroup,Lat,Long,elev_m,year,month,aet,cwd,pck,pet,ppt,tmn,tmx
3,CP2,2,38.66169,-120.13065,2244.132886,1913,apr,22.6,54.9,307.93,77.5,73.52,-4.14,7.26
3,CP2,2,38.66169,-120.13065,2244.132886,1913,aug,44.69,90.61,0,135.3,27.64,5.68,24.52
3,CP2,2,38.66169,-120.13065,2244.132886,1913,dec,2.21,19.19,266.36,21.4,289.18,-6.27,4.26
3,CP2,2,38.66169,-120.13065,2244.132886,1913,feb,3.44,25.36,323.14,28.8,35.18,-11.65,4.86
3,CP2,2,38.66169,-120.13065,2244.132886,1913,jan,1.53,19.17,298.7,20.7,215.09,-8.38,1.97
3,CP2,2,38.66169,-120.13065,2244.132886,1913,jul,68.76,80.94,0,149.7,100.7,5.06,22.78
3,CP2,2,38.66169,-120.13065,2244.132886,1913,jun,73.87,60.63,0,134.5,87.7,2.53,14.95
3,CP2,2,38.66169,-120.13065,2244.132886,1913,mar,13.77,38.83,384.36,52.6,88.56,-6.73,5.78
3,CP2,2,38.66169,-120.13065,2244.132886,1913,may,33.01,81.09,0,114.1,66.56,-0.35,12.17
3,CP2,2,38.66169,-120.13065,2244.132886,1913,nov,2.88,29.42,6.16,32.3,165.66,-2.44,8.76
3,CP2,2,38.66169,-120.13065,2244.132886,1913,oct,3.02,66.38,0,69.4,0.05,-0.07,18.63
3,CP2,2,38.66169,-120.13065,2244.132886,1913,sep,6.7,95.9,0,102.6,0.03,3.48,21.04
3,CP2,2,38.66169,-120.13065,2244.132886,1914,apr,24.47,59.43,652.3799,83.9,107.3,-2.08,9.63
3,CP2,2,38.66169,-120.13065,2244.132886,1914,aug,18.01,119.49,0,137.5,6.9,6.06,25.75
3,CP2,2,38.66169,-120.13065,2244.132886,1914,dec,1.51,18.19,146.14,19.7,152.69,-7.81,2.17
3,CP2,2,38.66169,-120.13065,2244.132886,1914,feb,8.04,26.06,912.0999,34.1,166.9,-6.31,6.87
3,CP2,2,38.66169,-120.13065,2244.132886,1914,jan,4.21,18.69,810.7399,22.9,551.34,-5.58,3.3
3,CP2,2,38.66169,-120.13065,2244.132886,1914,jul,30.83,122.27,0,153.1,4.73,7.17,22.81
3,CP2,2,38.66169,-120.13065,2244.132886,1914,jun,68.49,70.91,0,139.4,55.73,2.89,17.33
3,CP2,2,38.66169,-120.13065,2244.132886,1914,mar,16.5,46.5,797.1599,63,39.63,-2.62,11.3
3,CP2,2,38.66169,-120.13065,2244.132886,1914,may,35.52,87.28,167.38,122.8,43.03,1.55,15.33
3,CP2,2,38.66169,-120.13065,2244.132886,1914,nov,3.07,31.43,0,34.5,34.72,-3.22,13.66
3,CP2,2,38.66169,-120.13065,2244.132886,1914,oct,2.92,64.28,0,67.2,78.78,0.97,15.26
3,CP2,2,38.66169,-120.13065,2244.132886,1914,sep,6.53,94.27,0,100.8,19.35,4.17,18.87
3,CP2,2,38.66169,-120.13065,2244.132886,1915,apr,24.35,59.15,538.7299,83.5,66.17,-2.63,9.89
3,CP2,2,38.66169,-120.13065,2244.132886,1915,aug,18.38,121.72,0,140.1,0.02,7.55,26.2
3,CP2,2,38.66169,-120.13065,2244.132886,1915,dec,1.83,20.37,177.34,22.2,231.52,-6.08,5.81
3,CP2,2,38.66169,-120.13065,2244.132886,1915,feb,8.65,23.05,741.15,31.7,401.91,-6.86,4.01
3,CP2,2,38.66169,-120.13065,2244.132886,1915,jan,2.04,21.06,368.02,23.1,255.92,-6.44,4.62
3,CP2,2,38.66169,-120.13065,2244.132886,1915,jul,27.91,123.99,0,151.9,5.98,6.68,22.54
3,CP2,2,38.66169,-120.13065,2244.132886,1915,jun,31.13,110.57,0,141.7,0.01,2.88,18.65
3,CP2,2,38.66169,-120.13065,2244.132886,1915,mar,15.24,42.96,697.4699,58.2,67.27,-4.13,8.26
3,CP2,2,38.66169,-120.13065,2244.132886,1915,may,77.38,29.62,369.48,107,260.5,-1.44,9.23
3,CP2,2,38.66169,-120.13065,2244.132886,1915,nov,2.85,29.65,0,32.5,71.61,-3.96,10.63
3,CP2,2,38.66169,-120.13065,2244.132886,1915,oct,3.12,69.18,0,72.3,0.02,0.16,21.74
3,CP2,2,38.66169,-120.13065,2244.132886,1915,sep,6.59,95.21,0,101.8,6.33,3.02,20.85
3,CP2,2,38.66169,-120.13065,2244.132886,1916,apr,25.31,61.49,679.1899,86.8,29.95,-2.97,12.6
3,CP2,2,38.66169,-120.13065,2244.132886,1916,aug,34.69,98.31,0,133,21.31,5.72,22.86
3,CP2,2,38.66169,-120.13065,2244.132886,1916,dec,3.51,16.19,308.08,19.7,283.28,-8.41,2.74
3,CP2,2,38.66169,-120.13065,2244.132886,1916,feb,9.61,25.29,876.34,34.9,195.03,-5.07,6.82
3,CP2,2,38.66169,-120.13065,2244.132886,1916,jan,3.38,15.02,745.0999,18.4,574.14,-9.9,-0.99
3,CP2,2,38.66169,-120.13065,2244.132886,1916,jul,27.89,123.91,0,151.8,5.95,6.57,22.62
3,CP2,2,38.66169,-120.13065,2244.132886,1916,jun,30.87,109.63,0,140.5,0.06,2.35,18.52
3,CP2,2,38.66169,-120.13065,2244.132886,1916,mar,34.58,23.72,895.1899,58.3,177.6,-5.41,9.63
3,CP2,2,38.66169,-120.13065,2244.132886,1916,may,32.02,78.68,360.36,110.7,39.18,-2.06,11.9
3,CP2,2,38.66169,-120.13065,2244.132886,1916,nov,4.75,25.35,31.35,30.1,116.35,-5.92,8.55
3,CP2,2,38.66169,-120.13065,2244.132886,1916,oct,6.73,55.07,0,61.8,124.25,-1.5,11.98
3,CP2,2,38.66169,-120.13065,2244.132886,1916,sep,14.64,88.96,0,103.6,35.36,4.06,21.35
3,CP2,2,38.66169,-120.13065,2244.132886,1917,apr,22.76,55.34,696.8799,78.1,95.88,-4.77,8.31
3,CP2,2,38.66169,-120.13065,2244.132886,1917,aug,20.39,118.21,0,138.6,4.84,8.14,24.46
3,CP2,2,38.66169,-120.13065,2244.132886,1917,dec,1.85,22.55,16.43,24.4,88.42,-3.97,8.4
3,CP2,2,38.66169,-120.13065,2244.132886,1917,feb,5.55,24.95,693.9399,30.5,322.39,-8.18,3.72
3,CP2,2,38.66169,-120.13065,2244.132886,1917,jan,1.45,18.25,386.79,19.7,85.26,-10.51,2.11
3,CP2,2,38.66169,-120.13065,2244.132886,1917,jul,74,87.1,0,161.1,35.38,9.25,25.96
3,CP2,2,38.66169,-120.13065,2244.132886,1917,jun,31.92,113.38,0,145.3,0,3.08,20.53
3,CP2,2,38.66169,-120.13065,2244.132886,1917,mar,12.77,36.03,768.65,48.8,98.02,-9.8,5.47
3,CP2,2,38.66169,-120.13065,2244.132886,1917,may,31.15,76.55,414.35,107.7,31.4,-2.25,10.4
3,CP2,2,38.66169,-120.13065,2244.132886,1917,nov,2.95,30.95,0,33.9,42.85,-1.98,11.2
3,CP2,2,38.66169,-120.13065,2244.132886,1917,oct,3.09,69.11,0,72.2,0.05,2.62,19.08
3,CP2,2,38.66169,-120.13065,2244.132886,1917,sep,6.54,95.26,0,101.8,5.2,3.55,20.28
3,CP2,2,38.66169,-120.13065,2244.132886,1918,apr,27.63,53.77,363.12,81.4,50.51,-4.84,10.63
3,CP2,2,38.66169,-120.13065,2244.132886,1918,aug,17.65,118.35,0,136,0.99,6.92,23.82
3,CP2,2,38.66169,-120.13065,2244.132886,1918,dec,1.61,19.39,96.61,21,69.3,-7.59,4.7
3,CP2,2,38.66169,-120.13065,2244.132886,1918,feb,5.66,25.94,321.71,31.6,316.66,-7.49,4.48
3,CP2,2,38.66169,-120.13065,2244.132886,1918,jan,1.75,22.05,40.37,23.8,41.83,-6.47,5.99
3,CP2,2,38.66169,-120.13065,2244.132886,1918,jul,71.79,84.51,0,156.3,24.34,7.35,24.72
3,CP2,2,38.66169,-120.13065,2244.132886,1918,jun,34.89,123.91,0,158.8,6.45,7.35,24.5
3,CP2,2,38.66169,-120.13065,2244.132886,1918,mar,36.14,19.06,503.68,55.2,333.73,-5.85,7.2
3,CP2,2,38.66169,-120.13065,2244.132886,1918,may,31.62,77.68,59.28,109.3,31.47,-3.24,12.32
3,CP2,2,38.66169,-120.13065,2244.132886,1918,nov,5.63,24.77,41.07,30.4,136.73,-4.77,7.82
3,CP2,2,38.66169,-120.13065,2244.132886,1918,oct,7.43,60.47,0,67.9,86.12,1.82,15.11
3,CP2,2,38.66169,-120.13065,2244.132886,1918,sep,16.39,86.21,0,102.6,123.85,5.19,19.3
3,CP2,2,38.66169,-120.13065,2244.132886,1919,apr,25.08,60.92,406.04,86,28.35,-2.34,11.38
3,CP2,2,38.66169,-120.13065,2244.132886,1919,aug,18.03,121.57,0,139.6,0,7.97,25.4
3,CP2,2,38.66169,-120.13065,2244.132886,1919,dec,1.79,20.11,177.86,21.9,230.8,-7.04,6.07
3,CP2,2,38.66169,-120.13065,2244.132886,1919,feb,6.88,23.02,548.8499,29.9,406.93,-6.57,1.21
3,CP2,2,38.66169,-120.13065,2244.132886,1919,jan,1.8,22.7,149.8,24.5,85.43,-6.61,7.63
3,CP2,2,38.66169,-120.13065,2244.132886,1919,jul,29.2,131.5,0,160.7,5.27,9,25.92
3,CP2,2,38.66169,-120.13065,2244.132886,1919,jun,32.43,115.17,0,147.6,0,4.48,20.53
3,CP2,2,38.66169,-120.13065,2244.132886,1919,mar,21.87,32.33,613.0999,54.2,145.09,-5.9,6.35
3,CP2,2,38.66169,-120.13065,2244.132886,1919,may,37.46,92.04,0,129.5,24.88,1.86,19.15
3,CP2,2,38.66169,-120.13065,2244.132886,1919,nov,2.74,28.36,0,31.1,40.05,-4.78,9.02
3,CP2,2,38.66169,-120.13065,2244.132886,1919,oct,2.61,58.09,0,60.7,25.6,-2.36,11.78
3,CP2,2,38.66169,-120.13065,2244.132886,1919,sep,6.48,95.52,0,102,31.41,4.05,19.99
3,CP2,2,38.66169,-120.13065,2244.132886,1920,apr,57.74,21.46,401.08,79.2,210.51,-4.39,8.68
3,CP2,2,38.66169,-120.13065,2244.132886,1920,aug,44.43,93.87,0,138.3,26.82,7.83,24.52
3,CP2,2,38.66169,-120.13065,2244.132886,1920,dec,4.14,17.46,368.67,21.6,308.61,-6,4.43
3,CP2,2,38.66169,-120.13065,2244.132886,1920,feb,4.09,30.11,231.6,34.2,101.16,-5.2,5.91
3,CP2,2,38.66169,-120.13065,2244.132886,1920,jan,1.84,23.26,175.9,25.1,29.8,-5.83,8.13
3,CP2,2,38.66169,-120.13065,2244.132886,1920,jul,70.7,83.8,0,154.5,18.16,7.21,23.68
3,CP2,2,38.66169,-120.13065,2244.132886,1920,jun,60.04,83.46,0,143.5,47.46,3.62,18.96
3,CP2,2,38.66169,-120.13065,2244.132886,1920,mar,23.02,30.58,418.69,53.6,296.41,-6.45,6.4
3,CP2,2,38.66169,-120.13065,2244.132886,1920,may,34.37,84.43,0,118.8,4.75,-0.54,15.04
3,CP2,2,38.66169,-120.13065,2244.132886,1920,nov,6.75,23.55,95.82,30.3,205.39,-3.77,6.65
3,CP2,2,38.66169,-120.13065,2244.132886,1920,oct,6.36,53.64,0,60,178.62,-1.95,10.62
3,CP2,2,38.66169,-120.13065,2244.132886,1920,sep,11.8,87.8,0,99.6,24.24,3.05,18.95
3,CP2,2,38.66169,-120.13065,2244.132886,1921,apr,23.77,57.73,562.8099,81.5,26.03,-3.73,9.6
3,CP2,2,38.66169,-120.13065,2244.132886,1921,aug,17.9,118.9,0,136.8,0.05,7.24,24.08
3,CP2,2,38.66169,-120.13065,2244.132886,1921,dec,2.52,21.28,171.43,23.8,298.31,-3.92,7.06
3,CP2,2,38.66169,-120.13065,2244.132886,1921,feb,5.25,28.45,753.9399,33.7,110.32,-6.28,6.24
3,CP2,2,38.66169,-120.13065,2244.132886,1921,jan,4.01,17.79,676.5699,21.8,314.72,-6.92,2.61
3,CP2,2,38.66169,-120.13065,2244.132886,1921,jul,29.47,130.93,0,160.4,0.35,9.05,25.67
3,CP2,2,38.66169,-120.13065,2244.132886,1921,jun,36.36,110.24,0,146.6,23.9,4.6,19.82
3,CP2,2,38.66169,-120.13065,2244.132886,1921,mar,15.74,44.36,717.6799,60.1,124.63,-3.47,9.38
3,CP2,2,38.66169,-120.13065,2244.132886,1921,may,38,73.6,246.3,111.6,81.01,-1.24,11.61
3,CP2,2,38.66169,-120.13065,2244.132886,1921,nov,2.95,30.45,0,33.4,68.9,-2.61,11.02
3,CP2,2,38.66169,-120.13065,2244.132886,1921,oct,2.95,65.75,0,68.7,34.04,1.3,16.56
3,CP2,2,38.66169,-120.13065,2244.132886,1921,sep,6.67,96.73,0,103.4,2.36,4.88,20.33
3,CP2,2,38.66169,-120.13065,2244.132886,1922,apr,22.31,54.59,767.39,76.9,45.84,-6.07,8.81
3,CP2,2,38.66169,-120.13065,2244.132886,1922,aug,17.53,116.87,0,134.4,1.71,6.62,22.91
3,CP2,2,38.66169,-120.13065,2244.132886,1922,dec,3.48,18.72,435.54,22.2,441.42,-5.11,4.84
3,CP2,2,38.66169,-120.13065,2244.132886,1922,feb,6.65,22.85,686.1799,29.5,398.53,-8.25,2.42
3,CP2,2,38.66169,-120.13065,2244.132886,1922,jan,1.46,18.34,295.48,19.8,130.61,-10.84,2.69
3,CP2,2,38.66169,-120.13065,2244.132886,1922,jul,73.58,86.62,0,160.2,37.51,9.14,25.45
3,CP2,2,38.66169,-120.13065,2244.132886,1922,jun,64.91,82.69,0,147.6,35.54,4.95,20.04
3,CP2,2,38.66169,-120.13065,2244.132886,1922,mar,27.34,22.66,857.4299,50,200.78,-7.91,4.64
3,CP2,2,38.66169,-120.13065,2244.132886,1922,may,47.22,69.08,387.93,116.3,96.6,-0.52,13.61
3,CP2,2,38.66169,-120.13065,2244.132886,1922,nov,2.63,27.17,63.98,29.8,150.9,-6.19,8.16
3,CP2,2,38.66169,-120.13065,2244.132886,1922,oct,2.76,61.84,0,64.6,44.95,-0.03,13.42
3,CP2,2,38.66169,-120.13065,2244.132886,1922,sep,6.98,101.42,0,108.4,0,6.25,23.28
3,CP2,2,38.66169,-120.13065,2244.132886,1923,apr,51.37,27.53,617.8599,78.9,242.17,-3.7,7.79
3,CP2,2,38.66169,-120.13065,2244.132886,1923,aug,43.52,91.18,0,134.7,11.87,6.59,23.18
3,CP2,2,38.66169,-120.13065,2244.132886,1923,dec,1.63,19.67,110.4,21.3,133.83,-7.08,4.95
3,CP2,2,38.66169,-120.13065,2244.132886,1923,feb,3.89,28.61,680.64,32.5,89.76,-8.09,6.33
3,CP2,2,38.66169,-120.13065,2244.132886,1923,jan,3.53,19.47,617.02,23,217.58,-6.96,5.06
3,CP2,2,38.66169,-120.13065,2244.132886,1923,jul,67.78,88.42,0,156.2,12.15,7.8,24.15
3,CP2,2,38.66169,-120.13065,2244.132886,1923,jun,54.94,78.36,0,133.3,46.75,1.41,15.42
3,CP2,2,38.66169,-120.13065,2244.132886,1923,mar,15.24,42.96,607.8699,58.2,19.86,-5.54,9.64
3,CP2,2,38.66169,-120.13065,2244.132886,1923,may,34.34,84.36,187.71,118.7,27.2,-0.01,14.45
3,CP2,2,38.66169,-120.13065,2244.132886,1923,nov,3.01,30.79,0,33.8,19.77,-1.27,10.45
3,CP2,2,38.66169,-120.13065,2244.132886,1923,oct,4.34,59.16,0,63.5,50.27,-0.14,12.46
3,CP2,2,38.66169,-120.13065,2244.132886,1923,sep,16.05,86.05,0,102.1,117.66,4.83,19.25
3,CP2,2,38.66169,-120.13065,2244.132886,1924,apr,24.79,60.21,10.57,85,50.7,-2.82,11.18
3,CP2,2,38.66169,-120.13065,2244.132886,1924,aug,16.58,115.52,0,132.1,0.34,3.9,24.05
3,CP2,2,38.66169,-120.13065,2244.132886,1924,dec,1.6,19.3,174.25,20.9,194.65,-7.73,4.59
3,CP2,2,38.66169,-120.13065,2244.132886,1924,feb,4.62,33.98,157.31,38.6,51.83,-2.37,9.7
3,CP2,2,38.66169,-120.13065,2244.132886,1924,jan,1.66,20.94,191.68,22.6,103.05,-8.25,5.42
3,CP2,2,38.66169,-120.13065,2244.132886,1924,jul,27.95,128.75,0,156.7,0.13,7.09,25.18
3,CP2,2,38.66169,-120.13065,2244.132886,1924,jun,32.5,117.3,0,149.8,0.2,4.52,21.76
3,CP2,2,38.66169,-120.13065,2244.132886,1924,mar,14.25,40.15,196.13,54.4,115.2,-5.54,6.24
3,CP2,2,38.66169,-120.13065,2244.132886,1924,may,37.37,91.83,0,129.2,1.9,2.03,18.8
3,CP2,2,38.66169,-120.13065,2244.132886,1924,nov,2.72,27.78,4.3,30.5,83.36,-4.58,7.79
3,CP2,2,38.66169,-120.13065,2244.132886,1924,oct,4.93,55.87,0,60.8,156.25,-1.45,10.94
3,CP2,2,38.66169,-120.13065,2244.132886,1924,sep,6.35,97.15,0,103.5,27.87,4.19,21.13
3,CP2,2,38.66169,-120.13065,2244.132886,1925,apr,51.31,33.69,372.32,85,169.89,-1.99,10.32
3,CP2,2,38.66169,-120.13065,2244.132886,1925,aug,41.83,89.37,0,131.2,27.16,6.57,20.73
3,CP2,2,38.66169,-120.13065,2244.132886,1925,dec,1.88,22.62,0,24.5,58.65,-5.38,10.19
3,CP2,2,38.66169,-120.13065,2244.132886,1925,feb,6.4,27.5,502.23,33.9,333.93,-5.14,5.45
3,CP2,2,38.66169,-120.13065,2244.132886,1925,jan,1.67,21.03,239.73,22.7,75.99,-6.45,3.94
3,CP2,2,38.66169,-120.13065,2244.132886,1925,jul,71.4,85.5,0,156.9,23.07,9.02,23.39
3,CP2,2,38.66169,-120.13065,2244.132886,1925,jun,65.82,78.48,0,144.3,37.74,4.27,18.8
3,CP2,2,38.66169,-120.13065,2244.132886,1925,mar,20.25,38.25,505.03,58.5,151.35,-3.91,8.35
3,CP2,2,38.66169,-120.13065,2244.132886,1925,may,47.83,72.77,0,120.6,45.58,1.67,13.9
3,CP2,2,38.66169,-120.13065,2244.132886,1925,nov,3.16,28.24,0,31.4,91.48,-4.3,9.04
3,CP2,2,38.66169,-120.13065,2244.132886,1925,oct,5.66,59.34,0,65,65.65,-0.19,14.02
3,CP2,2,38.66169,-120.13065,2244.132886,1925,sep,14.9,80.2,0,95.1,48.61,2.27,16.13
3,CP2,2,38.66169,-120.13065,2244.132886,1926,apr,41.93,53.77,0,95.7,162.99,0.02,16.13
3,CP2,2,38.66169,-120.13065,2244.132886,1926,aug,17.73,118.87,0,136.6,0.52,6.85,24.27
3,CP2,2,38.66169,-120.13065,2244.132886,1926,dec,1.65,19.85,137.12,21.5,92.14,-6.15,4.33
3,CP2,2,38.66169,-120.13065,2244.132886,1926,feb,5.34,29.16,250.59,34.5,273.62,-4.74,5.88
3,CP2,2,38.66169,-120.13065,2244.132886,1926,jan,1.78,22.42,64.97,24.2,110.82,-7.46,7.93
3,CP2,2,38.66169,-120.13065,2244.132886,1926,jul,29.09,130.21,0,159.3,1.94,8.85,25.17
3,CP2,2,38.66169,-120.13065,2244.132886,1926,jun,34.76,123.54,0,158.3,16.59,6.69,24.87
3,CP2,2,38.66169,-120.13065,2244.132886,1926,mar,16.81,47.39,111.08,64.2,13.5,-2.02,11.91
3,CP2,2,38.66169,-120.13065,2244.132886,1926,may,36.65,90.05,0,126.7,41.66,0.75,18.54
3,CP2,2,38.66169,-120.13065,2244.132886,1926,nov,6.67,26.83,59.49,33.5,372.99,-1.91,10.41
3,CP2,2,38.66169,-120.13065,2244.132886,1926,oct,2.89,65.11,0,68,38.67,-0.36,17.43
3,CP2,2,38.66169,-120.13065,2244.132886,1926,sep,6.47,94.73,0,101.2,0,3.14,20.19
3,CP2,2,38.66169,-120.13065,2244.132886,1927,apr,31.83,50.97,501.74,82.8,142.98,-2.59,9.35
3,CP2,2,38.66169,-120.13065,2244.132886,1927,aug,17.08,113.42,0,130.5,0.11,4.7,22.07
3,CP2,2,38.66169,-120.13065,2244.132886,1927,dec,1.67,20.13,96.1,21.8,118.96,-6.1,4.94
3,CP2,2,38.66169,-120.13065,2244.132886,1927,feb,5.58,27.82,587.9999,33.4,295.22,-3.53,3.17
3,CP2,2,38.66169,-120.13065,2244.132886,1927,jan,1.7,21.5,301.12,23.2,187.97,-6.01,4.39
3,CP2,2,38.66169,-120.13065,2244.132886,1927,jul,28.51,126.69,0,155.2,0.09,7.22,24.09
3,CP2,2,38.66169,-120.13065,2244.132886,1927,jun,41.99,105.01,0,147,32.4,4.99,19.65
3,CP2,2,38.66169,-120.13065,2244.132886,1927,mar,14.59,41.21,612.3699,55.8,119.47,-4.78,6.67
3,CP2,2,38.66169,-120.13065,2244.132886,1927,may,33.53,82.37,111.37,115.9,36.43,-0.35,13.17
3,CP2,2,38.66169,-120.13065,2244.132886,1927,nov,3.47,30.13,0,33.6,141.86,-1.5,10.28
3,CP2,2,38.66169,-120.13065,2244.132886,1927,oct,3.88,63.12,0,67,108.15,-0.32,16.29
3,CP2,2,38.66169,-120.13065,2244.132886,1927,sep,6.32,91.58,0,97.9,7.33,2.83,17.78
3,CP2,2,38.66169,-120.13065,2244.132886,1928,apr,45.23,36.47,259.63,81.7,93.62,-3.37,9.36
3,CP2,2,38.66169,-120.13065,2244.132886,1928,aug,17.59,118.41,0,136,0,6.63,24.1
3,CP2,2,38.66169,-120.13065,2244.132886,1928,dec,1.58,19.02,110.69,20.6,136.58,-9.3,5.54
3,CP2,2,38.66169,-120.13065,2244.132886,1928,feb,3.98,29.32,236.25,33.3,104.95,-7.02,6.46
3,CP2,2,38.66169,-120.13065,2244.132886,1928,jan,1.76,22.14,170.82,23.9,110.42,-6.56,6.38
3,CP2,2,38.66169,-120.13065,2244.132886,1928,jul,28.23,126.87,0,155.1,2.21,7.81,23.49
3,CP2,2,38.66169,-120.13065,2244.132886,1928,jun,31.66,112.44,0,144.1,3.58,4.44,18.49
3,CP2,2,38.66169,-120.13065,2244.132886,1928,mar,33.93,24.97,380.26,58.9,397.62,-3.15,7.97
3,CP2,2,38.66169,-120.13065,2244.132886,1928,may,37.37,91.83,0,129.2,11.31,1.92,18.89
3,CP2,2,38.66169,-120.13065,2244.132886,1928,nov,2.69,28.61,0,31.3,95.43,-4.24,8.83
3,CP2,2,38.66169,-120.13065,2244.132886,1928,oct,2.71,61.49,0,64.2,5.31,-0.21,13.27
3,CP2,2,38.66169,-120.13065,2244.132886,1928,sep,6.61,97.29,0,103.9,0,4.76,20.87
3,CP2,2,38.66169,-120.13065,2244.132886,1929,apr,29.04,45.86,380.59,74.9,144.22,-5.49,6.86
3,CP2,2,38.66169,-120.13065,2244.132886,1929,aug,17.99,119.41,0,137.4,0.04,6.89,24.8
3,CP2,2,38.66169,-120.13065,2244.132886,1929,dec,2.14,22.06,123.26,24.2,253.59,-3.85,7.9
3,CP2,2,38.66169,-120.13065,2244.132886,1929,feb,3.46,25.44,295.5,28.9,123.54,-10.7,3.99
3,CP2,2,38.66169,-120.13065,2244.132886,1929,jan,1.66,20.94,184.24,22.6,93.46,-8.13,5.32
3,CP2,2,38.66169,-120.13065,2244.132886,1929,jul,28.26,125.54,0,153.8,0.25,6.55,23.91
3,CP2,2,38.66169,-120.13065,2244.132886,1929,jun,74.36,61.04,0,135.4,124.04,1.34,16.64
3,CP2,2,38.66169,-120.13065,2244.132886,1929,mar,14.3,40.3,373.88,54.6,125.17,-6.68,7.49
3,CP2,2,38.66169,-120.13065,2244.132886,1929,may,34.13,83.87,0,118,6.49,-1.08,15.14
3,CP2,2,38.66169,-120.13065,2244.132886,1929,nov,2.97,30.93,0,33.9,0,-3.67,12.87
3,CP2,2,38.66169,-120.13065,2244.132886,1929,oct,2.92,65.18,0,68.1,9.55,0.4,16.79
3,CP2,2,38.66169,-120.13065,2244.132886,1929,sep,6.53,94.67,0,101.2,1.83,2.37,21
3,CP2,2,38.66169,-120.13065,2244.132886,1930,apr,40.94,42.96,529.4699,83.9,96.67,-2.79,10.32
3,CP2,2,38.66169,-120.13065,2244.132886,1930,aug,29.24,105.46,0,134.7,17.77,6.83,22.97
3,CP2,2,38.66169,-120.13065,2244.132886,1930,dec,1.62,19.48,60.06,21.1,17.5,-8.95,6.19
3,CP2,2,38.66169,-120.13065,2244.132886,1930,feb,8.28,25.72,611.7899,34,243.49,-6.28,6.72
3,CP2,2,38.66169,-120.13065,2244.132886,1930,jan,2.43,16.27,437.94,18.7,321.09,-10,-0.19
3,CP2,2,38.66169,-120.13065,2244.132886,1930,jul,28.81,127.99,0,156.8,1.5,7.84,24.55
3,CP2,2,38.66169,-120.13065,2244.132886,1930,jun,33.3,118.3,0,151.6,0,5.44,21.94
3,CP2,2,38.66169,-120.13065,2244.132886,1930,mar,26.95,27.85,678.5999,54.8,166.61,-6.27,7.3
3,CP2,2,38.66169,-120.13065,2244.132886,1930,may,39.83,68.87,242.35,108.7,52.1,-1.5,10.21
3,CP2,2,38.66169,-120.13065,2244.132886,1930,nov,3.05,27.95,52.45,31,181.51,-4.65,8.67
3,CP2,2,38.66169,-120.13065,2244.132886,1930,oct,2.78,61.02,0,63.8,14.26,-1.05,13.6
3,CP2,2,38.66169,-120.13065,2244.132886,1930,sep,14.08,82.92,0,97,43.62,2.85,17.04
3,CP2,2,38.66169,-120.13065,2244.132886,1931,apr,25.31,61.49,63.82,86.8,52.61,-2.11,11.74
3,CP2,2,38.66169,-120.13065,2244.132886,1931,aug,18.04,120.56,0,138.6,5.11,7.62,24.96
3,CP2,2,38.66169,-120.13065,2244.132886,1931,dec,2.83,16.17,547.0599,19,413.1,-8.34,1.34
3,CP2,2,38.66169,-120.13065,2244.132886,1931,feb,3.86,28.44,290.33,32.3,120.9,-7.85,5.89
3,CP2,2,38.66169,-120.13065,2244.132886,1931,jan,1.65,20.75,199.08,22.4,166.69,-8.34,5.13
3,CP2,2,38.66169,-120.13065,2244.132886,1931,jul,30,133.8,0,163.8,0.02,10,27.03
3,CP2,2,38.66169,-120.13065,2244.132886,1931,jun,55.72,85.28,0,141,44.83,3.43,17.7
3,CP2,2,38.66169,-120.13065,2244.132886,1931,mar,14.9,42,271.05,56.9,85.14,-6.19,9.16
3,CP2,2,38.66169,-120.13065,2244.132886,1931,may,36.74,90.26,0,127,43.35,2.03,17.41
3,CP2,2,38.66169,-120.13065,2244.132886,1931,nov,2.45,24.75,140.41,27.2,166.64,-7.22,4.8
3,CP2,2,38.66169,-120.13065,2244.132886,1931,oct,2.79,62.41,0,65.2,55.23,-0.29,14.41
3,CP2,2,38.66169,-120.13065,2244.132886,1931,sep,6.25,90.95,0,97.2,7.12,1.97,18.1
3,CP2,2,38.66169,-120.13065,2244.132886,1932,apr,21.97,53.63,887.2499,75.6,101.57,-5.54,7.36
3,CP2,2,38.66169,-120.13065,2244.132886,1932,aug,17.64,116.86,0,134.5,0.1,5.89,23.75
3,CP2,2,38.66169,-120.13065,2244.132886,1932,dec,1.34,16.36,113.68,17.7,119.96,-11.86,2.09
3,CP2,2,38.66169,-120.13065,2244.132886,1932,feb,5.11,23.49,906.0099,28.6,194.89,-9.77,2.67
3,CP2,2,38.66169,-120.13065,2244.132886,1932,jan,2.29,16.91,718.83,19.2,178.25,-9.84,0.46
3,CP2,2,38.66169,-120.13065,2244.132886,1932,jul,27.82,123.58,0,151.4,4.53,6.01,22.91
3,CP2,2,38.66169,-120.13065,2244.132886,1932,jun,32.18,114.32,0,146.5,13.4,4.73,19.64
3,CP2,2,38.66169,-120.13065,2244.132886,1932,mar,14.65,41.45,921.28,56.1,39.96,-6.08,8.25
3,CP2,2,38.66169,-120.13065,2244.132886,1932,may,33.22,79.18,555.6599,112.4,70.31,-1.21,12.04
3,CP2,2,38.66169,-120.13065,2244.132886,1932,nov,2.98,31.12,0,34.1,33.21,-2.08,11.71
3,CP2,2,38.66169,-120.13065,2244.132886,1932,oct,2.85,63.45,0,66.3,1.67,-0.3,15.58
