parent.pop,elevation.group,elev_m,ppt_dist,cwd_dist,pck_dist,tmn_dist,tmx_dist,ann_tmean_dist,mean_diurnal_range_dist,temp_seasonality_dist,temp_ann_range_dist,tmean_wettest_quarter_dist,tmean_driest_quarter_dist,ann_ppt_dist,ppt_seasonality_dist,ppt_warmest_quarter_dist,ppt_coldest_quarter_dist
SC,Low,421.5178299,5.518000000000008,-8.507555555555555,0.02102777777777782,0.2823611111111113,0.2126388888888897,0.2475000000000005,-0.06972222222222157,641.5545833846112,0.23000000000000398,0.40972222222221966,-5.74916666666666,66.21600000000001,-20.09450291414079,68.29133333333334,164.74633333333333
SQ1,Mid,1921.036585,18.124332777777774,-6.311361111111111,55.95802722222221,-4.768305555555554,-6.7276944444444435,-5.748000000000001,-1.9593888888888884,689.9665534985853,-0.4129999999999967,-5.703611111111111,-12.088499999999998,217.49199333333343,-20.173404610289808,104.602,248.08333
SQ2,Mid,1934.45122,19.867443888888893,-23.882194444444437,63.438081666666655,-5.0865277777777775,-6.811805555555555,-5.949166666666667,-1.7252777777777748,689.9414395885516,-0.15133333333333,-5.871666666666666,-12.26272222222222,238.40932666666686,-19.233267757585878,97.63766666666669,260.73465999999996
SQ3,High,2373.170732,26.38794305555556,-19.27686111111111,131.76552194444446,-7.2645277777777775,-8.904527777777776,-8.084527777777778,-1.6399999999999988,680.4157620522165,-0.19233333333333036,-7.855722222222221,-14.38683333333333,316.65531666666675,-19.06586544315327,102.15,303.8376566666667
TM2,Low,379.1526973,33.986471944444425,-24.15288888888889,0,1.291555555555556,0.32788888888888934,0.8097222222222236,-0.9636666666666667,665.458146837838,-0.2496666666666627,0.6482222222222251,-5.155277777777776,407.83766333333347,-17.25172182823144,89.54366666666667,365.2019966666667
WL1,Mid,1613.837245,46.227358888888894,-22.692861111111107,65.22524805555551,-4.062388888888888,-5.279805555555555,-4.6710972222222225,-1.2174166666666668,674.8645726028477,-0.264999999999997,-4.183888888888888,-10.828388888888885,554.7283066666666,-27.334903585682397,120.04766666666669,396.65498
WL2,High,2020.115818,46.74408138888891,-26.167722222222217,155.4384636111112,-5.902111111111111,-7.953138888888885,-6.927625000000001,-2.0510277777777777,679.2290207042464,-0.9286666666666648,-6.413444444444444,-13.002666666666665,560.9289766666664,-29.938540114792758,123.56,392.3633166666667
WR,Mid,1158,74.14094138888885,-34.62925,31.18983333333332,-1.39175,-3.440444444444445,-2.4160972222222235,-2.0486944444444433,691.0778642221334,-0.8369999999999997,-2.742166666666666,-8.208388888888887,889.6912966666666,-21.020042835540735,142.37833333333333,604.6526299999999
WV,Mid,748.8570558,24.5990275,-34.98755555555555,26.508472222222217,-3.3660555555555556,-3.135138888888889,-3.2505972222222237,0.2309166666666691,713.8085414632469,2.319333333333333,-3.5117777777777777,-9.156388888888886,295.18833000000006,-25.972657736537656,86.53166666666667,287.5326633333333
YO11,High,2872.295032,7.797249722222226,-23.46966666666666,193.24943472222225,-11.084805555555555,-12.063083333333331,-11.573944444444445,-0.9782777777777749,684.1785383373955,0.5020000000000024,-10.803222222222223,-17.91972222222222,93.56699666666668,-29.206798262627714,85.64500000000001,180.99933
YO4,High,2157.57391,33.91177638888889,-23.984722222222217,132.8222161111111,-5.880555555555555,-7.984805555555555,-6.932680555555557,-2.1042499999999986,662.0174824842637,-1.3903333333333308,-6.812111111111111,-13.231555555555554,406.9413166666668,-20.72133813609993,96.51733333333334,354.46365333333335
YO7,High,2469.978665,38.638137222222234,-26.728555555555552,234.23262583333337,-9.13861111111111,-9.828805555555554,-9.483708333333333,-0.6901944444444439,654.1203724873329,-0.05099999999999838,-9.18461111111111,-15.960388888888886,463.6576466666668,-21.653738946978265,106.492,393.2619833333333
YO8,High,2590.97836,37.80780388888889,-11.856055555555557,248.47078916666663,-9.65686111111111,-10.268944444444443,-9.962902777777778,-0.6120833333333309,657.6521537540066,0.08599999999999852,-9.708333333333334,-16.427999999999997,453.6936466666666,-21.760740128791397,105.757,390.6769833333333
