parent.pop,elevation.group,elev_m,year,ann_tmean,mean_diurnal_range,temp_seasonality,temp_ann_range,ann_ppt,ppt_seasonality,tmean_wettest_month,tmean_driest_month,ppt_warmest_month,ppt_coldest_month
SQ3,High,2373.170732,1992,9.515,11.370000000000001,7.291922243140008,30.450000000000003,532.74,127.98727990689163,-2.04,3.6449999999999996,7.8,288.7
SQ3,High,2373.170732,1993,9.36,11.790000000000001,6.022635635666497,26.19,210.86999999999998,123.27687067322458,1.0150000000000001,14.01,3.48,98.39
SQ3,High,2373.170732,1994,8.994166666666667,11.488333333333333,8.349169070432499,30.240000000000002,410.47,91.60911019620595,-0.9450000000000001,18.08,0.3,171.3
TM2,Low,379.1526973,1965,11.925625,12.138750000000002,4.882709608915935,27.42,955.34,90.54539184077528,7.345000000000001,19.91,4.24,288.53
TM2,Low,379.1526973,1966,12.825624999999999,12.88875,5.966297270921053,29.19,920.84,96.96929961754567,11.795,22.21,1.45,320.86
TM2,Low,379.1526973,1967,11.575625,12.58625,5.095270522399039,27.830000000000002,1158.79,83.5746908524025,7.76,17.695,54.82,390.36
TM2,Low,379.1526973,1968,12.28125,13.450000000000001,5.610428905172937,31.790000000000003,997.52,80.72813857396766,5.5,22.66,9.57,263.4
TM2,Low,379.1526973,1969,11.915625,12.60625,5.3842080180972625,26.46,1399.8600000000001,103.32864009110305,5.755,18.994999999999997,16.15,463.92
TM2,Low,379.1526973,1970,12.5825,12.25,5.209112208428611,27.919999999999998,1394.8799000000004,105.12101931760859,8.81,18.64,26.66,517.8499
TM2,Low,379.1526973,1971,10.970625,12.96625,4.778405619854508,28.01,678.62,84.28171665410368,4.9799999999999995,8.24,16.31,199.02
TM2,Low,379.1526973,1972,11.916875000000001,12.56875,6.146651200624846,31.67,734.9100000000001,74.86294508379004,9.06,22.42,12.45,220.57
TM2,Low,379.1526973,1973,12.3825,11.5875,6.265469427174404,30.42,1502.35,92.34990463489179,9.195,23.215,5.01,440.8
TM2,Low,379.1526973,1974,11.835,12.285,5.472928179424873,28.79,945.37,96.1692210546119,10.545,17.61,8.69,343.56
TM2,Low,379.1526973,1975,11.36125,12.405,5.351069152181512,28.83,903.6100000000001,109.09563225178098,7.855,21.58,6.86,352.11
TM2,Low,379.1526973,1976,12.58125,14.2525,4.843072187598045,28.56,283.49999999999994,88.48398915251128,9.455,19,3.9,92.82
TM2,Low,379.1526973,1977,12.649375,12.75125,5.4583438340502415,31.450000000000003,622.7600000000001,93.03980485183332,9.254999999999999,24.065,0.64,238.74
TM2,Low,379.1526973,1978,12.171875,11.60375,5.075930553321515,29.14,1217.49,91.57107825782234,8.925,21.195,5.25,425.86
TM2,Low,379.1526973,1979,12.2125,12.4875,5.382328226971777,29.72,1062.2299999999998,68.27100638017582,7.755000000000001,22.055,0.36,261.52
TM2,Low,379.1526973,1980,12.531875,12.11375,3.7041453009721814,22.65,994.7399999999999,95.81994341436813,10.469999999999999,18.990000000000002,15.99,315.83
TM2,Low,379.1526973,1981,13.45125,11.5475,5.459446433214896,28.659999999999997,1275.1000000000001,89.47431091447304,12.14,24.165,0.5,396.81
TM2,Low,379.1526973,1982,11.45125,11.5225,5.386730886433546,27,1290.0099999999998,60.47954148591223,9.245000000000001,19.13,26.12,260.55
TM2,Low,379.1526973,1983,11.76,10.77,4.814783780933767,26.369999999999997,2010.44,68.30495014361125,7.895,20.91,15.54,442.3
TM2,Low,379.1526973,1984,12.195625,12.706249999999999,5.306297093009938,27.78,708.8,102.6752358112255,9.105,19.07,20.92,286.54
TM2,Low,379.1526973,1985,11.98125,13.1875,6.1369040298369155,31.850000000000005,588.91,97.61972985669523,8.35,23.855,0.9,193.88
TM2,Low,379.1526973,1986,13.254999999999999,12.715,4.5588446217999445,28.04,1166.7,114.4238850636641,10.53,22.08,1.82,503.71
TM2,Low,379.1526973,1987,12.795625,12.70125,6.096403176991214,30.44,972.79,94.84986267250818,6.96,22.65,0.44,329.77
TM2,Low,379.1526973,1988,12.49,13.022499999999999,4.362779258356175,26.75,848.6600000000001,91.03468070609773,10.165,11.455,21.48,294.31
TM2,Low,379.1526973,1989,12.546249999999999,13.1225,5.318410577553087,28.189999999999998,668.4799999999999,151.164768259873,10.83,8.355,12.1,392.25
TM2,Low,379.1526973,1990,11.945,13.39,5.440053177261098,29.66,712.7800000000001,84.63022976678324,7.33,20.45,2.83,224.45
TM2,Low,379.1526973,1991,11.8925,12.990000000000002,4.177471039482414,26.35,884.38,141.50506945187882,7.6499999999999995,19.77,26.36,492.37
TM2,Low,379.1526973,1992,13.26625,12.379999999999999,5.811175655579515,28.14,945.2299999999999,97.02493896527461,10.955,21.09,44.43,308
TM2,Low,379.1526973,1993,12.1525,11.635,4.922029923865617,26.03,1312.54,83.2089422300696,6.715,20.77,46.2,450.48
TM2,Low,379.1526973,1994,11.9825,12.52,5.466458764920067,28.51,869.8699999999999,80.86013219210014,5.885,21.455,1.78,238.34
WL1,Mid,1613.837245,1965,11.515625,14.85375,5.9399569728480115,31.61,560.1800000000001,134.33122199755246,5.2700000000000005,18.51,3.3,259.41
WL1,Mid,1613.837245,1966,13.18,15.065,5.768931567333021,31.38,510.26,169.29294154562425,6.46,20.11,0,253.9
WL1,Mid,1613.837245,1967,12.66,14.825,6.743521229404457,34.55,467.02,81.9902378008529,0.3600000000000003,20.085,8.4,147.94
WL1,Mid,1613.837245,1968,12.00375,14.2675,6.673525920702318,33.22,590.76,124.62606980298662,0.14500000000000002,20.305,0,241.72
WL1,Mid,1613.837245,1969,12.633125,14.651250000000001,5.806071291267936,30.1,506.04999999999995,146.76389835747386,3.59,19.075000000000003,0.78,274.8
WL1,Mid,1613.837245,1970,12.34,14.39,6.87847366790046,33.379999999999995,776.5799999999999,149.9976333726116,-0.22999999999999998,18.316666666666666,0,356.95
WL1,Mid,1613.837245,1971,11.09375,14.200000000000001,7.313245688475124,34.65,631.0499999999998,127.26407684709777,-1.315,19.474999999999998,0.82,299.57
WL1,Mid,1613.837245,1972,11.586875,14.68375,6.988188472343888,34.39,506.13000000000005,115.82265525343698,3.74,19.7,0,188.1
WL1,Mid,1613.837245,1973,12.385,14.6425,6.369971406080698,30.08,825.76,137.7348802124096,3.16,19.285,1.99,363.4
WL1,Mid,1613.837245,1974,12.798125,15.723749999999999,6.202030737416346,31.05,377.59999999999997,98.97327453066094,18.205000000000002,17.97,2.22,103.14
WL1,Mid,1613.837245,1975,12.145624999999999,14.94625,5.706415210407619,28.35,400.53,122.60516486599293,9.22,18.51,1.91,195.78
WL1,Mid,1613.837245,1976,12.749375,15.91875,4.423009994417183,30.47,208.43999999999997,92.84003216183211,14.87,14.335,6.61,69.96
WL1,Mid,1613.837245,1977,12.830625,14.681249999999999,6.287007258454308,29.47,587.5,141.35970448610135,4.405,19.77,2.71,300.13
WL1,Mid,1613.837245,1978,11.91,15.1675,6.570171230645363,33.2,326.59999999999997,120.46706900842531,13.82,14.015,0.17,115.99
WL1,Mid,1613.837245,1979,12.749375,14.88625,5.721364371184301,28.43,496.90000000000003,105.21807750111608,4.37,15.885,12.61,162.24
WL1,Mid,1613.837245,1980,12.4875,14.6375,4.853577472928015,27.49,272.45,85.08591965246033,5.775,17.85,26.6,91.79
WL1,Mid,1613.837245,1981,13.2525,14.594999999999999,6.457695851794641,30.18,925.42,128.66613152365468,6.1,20.395,0.09,365.15
WL1,Mid,1613.837245,1982,11.419375,13.49625,6.253323937543708,30.33,905.79,101.6939698304661,3.4699999999999998,18.995,2.53,267.23
WL1,Mid,1613.837245,1983,11.800625,12.78875,5.807932652538988,26.28,1080.2899,146.52986736671474,3.9650000000000003,16.47,21.93,523.0699
WL1,Mid,1613.837245,1984,12.250625,13.58375,7.427651733075343,33.06,574.53,141.46558406156564,3.4299999999999997,19.485,4.86,310.66
WL1,Mid,1613.837245,1985,12.623125,13.59625,6.71717305414158,30.63,531.65,121.59648992905818,3.335,21.12,1.37,233.8
WL1,Mid,1613.837245,1986,12.9025,14.155,5.513285901218204,30.18,229.17000000000002,127.61151999172652,12.254999999999999,20.81,0.69,113.81
WL1,Mid,1613.837245,1987,13.399375000000001,13.528749999999999,6.862807858043862,32.08,369.75,133.85170837624963,0.5599999999999998,20.175,0.08,187.15
WL1,Mid,1613.837245,1988,13.769375,13.99375,7.215254889815052,32.95,469.59,145.71102016850446,5.03,20.82,3.32,238.39
WL1,Mid,1613.837245,1989,13.126875,14.01375,5.116922859841784,28.34,417.58,101.9689734713398,10.155,20.365,0,131.87
WL1,Mid,1613.837245,1990,12.81125,13.985,6.4712450502202445,32.62,273.27,104.85611239622982,10.165,18.61,11.11,117.25
WL1,Mid,1613.837245,1991,13.225,13.81,6.17549419653428,29.11,380.74000000000007,87.21351506313299,14.46,20.18,4.64,116.87
