parent.pop,elevation.group,elev_m,ppt_dist,cwd_dist,pck_dist,tmn_dist,tmx_dist,ann_tmean_dist,mean_diurnal_range_dist,temp_seasonality_dist,temp_ann_range_dist,tmean_wettest_quarter_dist,tmean_driest_quarter_dist,ann_ppt_dist,ppt_seasonality_dist,ppt_warmest_quarter_dist,ppt_coldest_quarter_dist
BH,Low,511.4294422,-51.099472222222225,18.093305555555553,-137.20133333333334,3.943305555555556,8.813583333333334,6.37844444444444,4.870277777777744,-71.2290906113326,3.0346666666666664,9.180166666666667,0.5763333333333307,-613.1936666666667,10.306688093824718,50.906666666666666,-504.41166666666663
CC,Low,313,-17.52666666666667,3.233166666666669,-137.14158333333333,5.111972222222222,8.810527777777779,6.961249999999998,3.6985555555555223,-86.86529667181128,1.5293333333333337,9.514999999999999,0.5969999999999978,-210.32000000000005,8.31288417506552,83.735,-290.95599999999996
CP2,High,2244.132886,10.950915555555554,3.985805555555558,128.1111486111112,-4.091027777777778,-1.5963611111111113,-2.8436944444444485,2.4946666666666317,-97.59139976876554,0.23733333333333206,0.46588888888888913,-8.925722222222225,131.41098666666676,-4.5351245868075125,145.698,-169.5856799999999
CP3,High,2266.382201,7.024777500000013,-12.620750000000001,145.21401055555557,-4.638055555555556,-2.3491388888888896,-3.493597222222226,2.2889166666666334,-96.57515468658517,0.10133333333333283,-0.18183333333333307,-9.568000000000001,84.2973300000001,-5.5778313003487625,141.96766666666664,-196.34000333333324
DPR,Mid,1018.591893,21.191136944444438,-29.966055555555553,-116.74772250000001,2.438472222222223,5.564277777777779,4.001374999999996,3.125805555555525,-86.79536340326763,0.7076666666666682,6.623,-2.0153888888888893,254.29364333333342,7.26312872808829,134.51666666666665,-64.49600999999996
FR,Mid,787,-15.202833611111117,17.56111111111111,-118.00727777777777,0.7567222222222227,5.983166666666666,3.3699444444444424,5.226444444444411,-61.75145416742146,3.712666666666671,5.727388888888889,-2.452166666666665,-182.43400333333318,5.645996850218438,83.556,-273.7123366666666
IH,Low,454.1298385,-11.33672277777778,-6.192999999999998,-135.74919444444444,3.8956944444444446,7.70611111111111,5.8009027777777735,3.810416666666633,-95.59839190661387,1.376333333333335,8.260944444444444,-0.5620000000000012,-136.04067333333342,7.863105796504598,94.48266666666669,-260.21200666666664
LV1,High,2593.416641,50.1747186111111,-9.807972222222219,373.69506944444447,-7.2702222222222215,-3.8204722222222216,-5.545347222222226,3.449749999999968,-112.29748522342891,1.6163333333333298,-1.507722222222222,-11.878500000000003,602.0966233333334,-6.543936506960918,215.113,-35.39835666666659
LV3,High,2353.550747,47.27005249999999,-18.410333333333334,366.3717633333333,-7.275916666666666,-3.807444444444444,-5.541680555555559,3.4684722222221893,-114.74550010643065,1.599333333333334,-1.4861111111111107,-11.890111111111112,567.24063,-6.833639747416157,211.31033,-55.05968666666661
LVTR1,High,2741.38982,55.52716305555552,-7.163888888888891,392.5071825000001,-7.415694444444444,-3.9656666666666656,-5.690680555555559,3.450027777777745,-114.80041735372686,1.6743333333333368,-1.6256111111111111,-12.079333333333334,666.3259566666663,-6.642664621311937,214.75799666666666,-14.399353333333238
SC,Low,421.5178299,-37.65525,16.30155555555556,-137.17105555555554,4.002361111111111,8.61761111111111,6.30998611111111,4.615249999999968,-102.661481787301,2.103666666666669,8.947833333333334,-0.15288888888888863,-451.86300000000006,5.79997577016276,69.04166666666667,-425.49499999999995
SQ1,Mid,1921.036585,-15.467584722222227,12.196388888888897,-54.38947527777779,-1.6741388888888884,0.2753333333333341,-0.6994027777777809,1.9494722222221892,-106.60944149295597,-0.7079999999999984,2.7650555555555565,-6.894111111111112,-185.61101666666684,7.171990853532719,103.552,-286.26234666666664
