parent.pop,elevation.group,elev_m,year,ann_tmean,mean_diurnal_range,temp_seasonality,temp_ann_range,ann_ppt,ppt_seasonality,tmean_wettest_month,tmean_driest_month,ppt_warmest_month,ppt_coldest_month
BH,Low,511.4294422,1962,11.718125015497208,14.916250169277191,5.3293694839788746,32.97000074386597,508.97999316453934,148.71233031102707,7.539999842643738,21.570000171661377,0.8199999928474426,288.8699951171875
BH,Low,511.4294422,1963,11.058750046417117,13.079999897629023,5.131582758204403,30.270000100135803,670.0099942684174,71.96050420273937,10.195000171661377,19.59500026702881,3.930000066757202,144.42999267578125
BH,Low,511.4294422,1964,10.983124954160303,14.076249872334301,4.718980628794227,29.47000030428171,548.310010433197,103.58977600476683,8.809999942779541,7.590000133961439,10.649999618530272,218.9900054931641
BH,Low,511.4294422,1965,11.214999961899593,13.48500003805384,4.476611441428787,27.630000304430723,575.6100013740361,96.1050320269798,11.529999732971191,18.829999923706055,0,212.22000122070312
BH,Low,511.4294422,1966,12.537500033155084,14.542500000447035,5.830360254575633,31.20999976992607,361.3199948966503,115.51057112648142,6.745000004768372,21.81500005722046,0.4600000083446502,149.33999633789062
BH,Low,511.4294422,1967,10.97437496483326,13.608750194311142,5.0653841837216556,29.859999775886536,651.790002822876,81.63223750896293,8.004999995231628,16.570000171661377,17.209999084472656,201.8300018310547
BH,Low,511.4294422,1968,12.225625151768327,14.503750335425138,5.542641402019386,33.009999841451645,452.93999671936035,76.03265892575814,6.03000020980835,22.869999885559082,0,136.6999969482422
BH,Low,511.4294422,1969,11.628749825060368,13.744999691843987,4.9915876365881395,26.74999988079071,832.4199781417847,105.45895416037264,6.749999880790711,17.959999561309814,4.900000095367432,320.8299865722656
BH,Low,511.4294422,1970,12.31687505543232,14.49125012755394,5.110176914019852,28.9900004863739,641.4999933242798,83.22281467411221,8.724999785423279,18.045000553131104,34.95000076293945,191.0399932861328
BH,Low,511.4294422,1971,10.658750046044588,14.047500155866146,5.044895954893042,30.17999917268753,371.0699939727783,91.5878390179222,5.0400000512599945,20.59999942779541,0,138.72999572753906
BH,Low,511.4294422,1972,11.787500020116568,13.962500102818012,6.527624420934759,33.26000094413757,323.49999514222145,119.05177496482928,8.78499984741211,13.22000002861023,1.0499999523162842,144.25999450683594
BH,Low,511.4294422,1973,12.193125009536743,13.198750019073486,6.188064953585364,32.159998655319214,678.8899944722652,81.9435678971811,9.375000238418579,19.5600004196167,0.6800000071525574,181.05999755859375
BH,Low,511.4294422,1974,11.774375028908253,14.038750037550926,5.582197080188597,31.400000154972076,451.8000042717904,80.82141940181931,10.495000123977661,17.384999752044678,0.02999999932944774,129.3000030517578
BH,Low,511.4294422,1975,10.755625006742775,14.303750043734908,5.378496499838057,31.070000305771828,472.37999153137207,108.12848438409425,7.730000019073485,21.300000190734863,0.7699999809265137,169.00999450683594
BH,Low,511.4294422,1976,11.812499959021807,15.512499891221523,5.322669285454421,31.490000009536743,223.30999964475632,106.43730943365878,8.529999792575836,21.18499994277954,0.20999999344348907,92.55999755859376
BH,Low,511.4294422,1977,12.084374831989408,14.023749735206366,5.3987008683308755,31.97999832034111,430.08999106287956,109.91660336456853,9.865000009536743,15.110000371932983,21.15999984741211,196.2599945068359
BH,Low,511.4294422,1978,11.989999994635582,12.700000077486038,5.026705719954182,31.10999941825867,872.6499979496002,77.83399085414469,9.410000085830688,17.539999961853027,2.6600000858306885,226.72999572753903
BH,Low,511.4294422,1979,12.221875302493572,13.9712503105402,5.500635172468878,31.14000165462494,564.969988822937,87.48273591843403,6.515000164508819,22.400001049041748,0,176.72999572753906
BH,Low,511.4294422,1980,12.246249914169312,13.75249981880188,3.64980309579084,25.080000400543213,587.3899946212769,114.80420717800799,9.065000057220459,19.34000015258789,0,236.08999633789065
BH,Low,511.4294422,1981,13.527500063180923,13.330000102519989,5.332960943775813,30.040000438690186,536.8300113677979,77.4245915556514,12.569999933242798,24.575000286102295,0,129.57000732421875
BH,Low,511.4294422,1982,11.238750079646707,12.372500222176313,5.193810104825532,27.960000604391094,975.9100078344345,64.95380932514772,5.634999945759773,18.119999885559082,14.329999923706056,202.8800048828125
BH,Low,511.4294422,1983,11.693749874830246,11.689999878406525,4.673426859340175,26.949999332427982,1086.4400024414062,63.87574298474587,9.930000066757202,20.674999713897705,0,240.8500061035156
BH,Low,511.4294422,1984,12.013125069439411,13.738749966025352,5.434187365611494,28.839999198913574,321.0900017619133,104.0987895510858,9.825000047683716,19.350000381469727,12.989999771118164,132.8300018310547
BH,Low,511.4294422,1985,11.830624997615814,13.046249985694885,6.2423637095264635,31.600000143051147,412.15999223664403,95.02608131740269,9.299999833106995,16.84000015258789,6.309999942779541,135.52999877929688
BH,Low,511.4294422,1986,13.376875087618828,13.433750301599503,4.5880067618437,29.319999933242798,542.8099935054779,146.69893331148617,10.09500002861023,22.329999923706055,0,287.7699890136719
BH,Low,511.4294422,1987,12.441249914467335,13.647499665617943,6.042899425600717,31.68000030517578,407.5299997329712,82.08083899988593,8.989999890327454,22.789999961853027,1.0399999618530271,109.04000091552734
BH,Low,511.4294422,1988,12.273124974220991,14.201249994337559,4.6789954868622,28.909999787807465,443.07999312877655,72.45823427971682,11.040000200271606,20.94499969482422,1.840000033378601,99.2699966430664
BH,Low,511.4294422,1989,12.271250016987324,14.160000070929527,5.641821507795793,31.600000619888302,265.06000254303217,120.20163582764174,11.299999952316284,7.225000083446503,0.8500000238418579,125
