cwd_WL2,ppt_WL2,pck_WL2,tmn_WL2,tmx_WL2,ann_tmean_WL2,mean_diurnal_range_WL2,temp_seasonality_WL2,temp_ann_range_WL2,ann_ppt_WL2,ppt_seasonality_WL2,tmean_wettest_month_WL2,tmean_driest_month_WL2,ppt_warmest_month_WL2,ppt_coldest_month_WL2
54.675000000000004,61.483333333333334,2.8133333333333335,6.293333333333333,16.831666666666667,11.5625,10.538333333333334,6.5795636253478085,26.43,368.9,88.02731832818735,3.5999999999999996,19.585,0.01,156.21
