parent.pop,elevation.group,elev_m,Lat,Long,year,cwd,pck,ppt,tmn,tmx,ann_tmean,mean_diurnal_range,temp_seasonality,temp_ann_range,tmean_wettest_quarter,tmean_driest_quarter,ann_ppt,ppt_seasonality,ppt_warmest_quarter,ppt_coldest_quarter
LV3,High,2353.550747,40.47917,-121.52311,2003,39.45916666666667,702.86659166666675,186.40833333333333,-0.7366666666666668,11.726666666666667,5.495,12.463333333333333,686.7576984378379,30.87,2.9000000000000004,10.24,2236.9,132.9479466464065,176.7,1109.82
LV3,High,2353.550747,40.47917,-121.52311,2004,41.695,439.20079999999996,138.0525,-1.3216666666666668,10.848333333333333,4.763333333333334,12.17,643.9765076648702,29.59,-2.905,9.293333333333335,1656.6299999999999,110.70495121321014,114.25,1065.07
LV3,High,2353.550747,40.47917,-121.52311,2005,40.089999999999996,275.63165,124.405,-1.354166666666667,10.491666666666667,4.56875,11.845833333333333,623.9096716745869,31.529999999999998,2.295,8.216666666666667,1492.86,79.21634315990703,141.68,589.81
LV3,High,2353.550747,40.47917,-121.52311,2006,41.535,848.6940999999999,217.34083333333334,-1.284166666666667,11.241666666666667,4.97875,12.525833333333333,700.9696247147427,33.61,-1.7566666666666666,5.993333333333333,2608.09,115.35656649863526,395.78,1407.97
LV3,High,2353.550747,40.47917,-121.52311,2007,41.56,266.0666583333333,111.7325,-1.3391666666666666,11.715833333333334,5.1883333333333335,13.055,630.2668386316925,33.22,-2.1966666666666668,7.414999999999999,1340.7900000000002,103.61899451159533,125.09,660.48
LV3,High,2353.550747,40.47917,-121.52311,2008,43.7875,257.39664166666665,85.37833333333333,-2.035833333333333,11.589166666666667,4.776666666666666,13.625,711.6719537096918,32.48,-3.6533333333333338,9.311666666666666,1024.54,132.12650794309567,17.2,752.2
LV3,High,2353.550747,40.47917,-121.52311,2009,39.028333333333336,260.37249166666663,137.24916666666667,-1.346666666666667,11.7625,5.207916666666666,13.109166666666667,656.1694784655082,32.01,-2.17,9.668333333333331,1646.99,77.1390621243261,62.2,635.29
LV3,High,2353.550747,40.47917,-121.52311,2010,37.17666666666667,389.6032916666667,154.305,-1.8408333333333335,10.6425,4.400833333333333,12.483333333333333,654.2032222945758,33.4,-2.298333333333334,8.441666666666668,1851.6600000000003,79.83915703531474,252.06,767.1700000000001
LV3,High,2353.550747,40.47917,-121.52311,2011,37.361666666666665,592.694125,175.91333333333333,-1.8708333333333331,10.405833333333334,4.2675,12.276666666666667,657.3206115463263,31.03,0.2833333333333335,7.128333333333333,2110.96,95.46350920204492,158.60000000000002,758.27
LV3,High,2353.550747,40.47917,-121.52311,2012,42.60416666666667,191.69582499999999,102.50416666666668,-1.1658333333333335,11.633333333333333,5.23375,12.799166666666666,667.2615040392539,30.799999999999997,1.8066666666666666,4.566666666666667,1230.05,120.1821838056008,197.07,269.66999999999996
LV3,High,2353.550747,40.47917,-121.52311,2013,42.22666666666667,405.0408,133.79165833333332,-1.2791666666666668,11.33,5.025416666666667,12.609166666666667,668.6361103814694,33.86,4.365000000000001,3.4166666666666665,1605.4998999999996,135.6294250152416,197.57,693.7899
LV3,High,2353.550747,40.47917,-121.52311,2014,41.99166666666667,97.875,109.85083333333333,-0.3799999999999996,12.57,6.095,12.95,630.4087779153518,33.07,3.418333333333333,9.465000000000002,1318.2099999999998,112.08679880648818,157.81,328.26
LV3,High,2353.550747,40.47917,-121.52311,2015,42.9725,261.8433166666667,109.83499166666668,0.6349999999999999,12.704166666666667,6.669583333333334,12.069166666666668,561.2516231332404,25.91,0.8083333333333332,9.858333333333333,1318.0199,141.8652109947083,130.05,745.4799
